GalaxyID,SnapNum,Redshift,SubGroupNumber,CentreOfPotential_x,CentreOfPotential_y,CentreOfPotential_z,Stars_Mass,SF_Mass,NSF_Mass,MassType_DM,MassType_BH,HalfMassRad_Star,HalfMassRad_Gas,HalfMassRad_DM,Stars_Hydrogen,Stars_Oxygen,Stars_Metallicity,SF_Hydrogen,SF_Oxygen,SF_Metallicity,NSF_Hydrogen,NSF_Oxygen,NSF_Metallicity,StarFormationRate,InitialMassWeightedStellarAge,ap_GalaxyID,ApertureSize
2047698,28,2.220446049250313e-16,2,72.92188262939453,74.32514953613281,77.82816314697266,35599282176.0,24231220.0,0.0,40079323136.0,55350196.0,1.9862381219863892,0.49708154797554016,4.874070644378662,0.6886343359947205,0.012731949798762798,0.028706427663564682,0.7041885852813721,0.008346229791641235,0.020536459982395172,0.0,0.0,0.0,0.022039011120796204,9.520235061645508,2047698,20
2047698,28,2.220446049250313e-16,2,72.92188262939453,74.32514953613281,77.82816314697266,35599282176.0,24231220.0,0.0,40079323136.0,55350196.0,1.9862381219863892,0.49708154797554016,4.874070644378662,0.6886343359947205,0.012731949798762798,0.028706427663564682,0.7041885852813721,0.008346229791641235,0.020536459982395172,0.0,0.0,0.0,0.022039011120796204,9.520235061645508,2047698,30
2047698,28,2.220446049250313e-16,2,72.92188262939453,74.32514953613281,77.82816314697266,35599282176.0,24231220.0,0.0,40079323136.0,55350196.0,1.9862381219863892,0.49708154797554016,4.874070644378662,0.6886343359947205,0.012731949798762798,0.028706427663564682,0.7041885852813721,0.008346229791641235,0.020536459982395172,0.0,0.0,0.0,0.022039011120796204,9.520235061645508,2047698,40
2047698,28,2.220446049250313e-16,2,72.92188262939453,74.32514953613281,77.82816314697266,35599282176.0,24231220.0,0.0,40079323136.0,55350196.0,1.9862381219863892,0.49708154797554016,4.874070644378662,0.6886343359947205,0.012731949798762798,0.028706427663564682,0.7041885852813721,0.008346229791641235,0.020536459982395172,0.0,0.0,0.0,0.022039011120796204,9.520235061645508,2047698,50
2047698,28,2.220446049250313e-16,2,72.92188262939453,74.32514953613281,77.82816314697266,35599282176.0,24231220.0,0.0,40079323136.0,55350196.0,1.9862381219863892,0.49708154797554016,4.874070644378662,0.6886343359947205,0.012731949798762798,0.028706427663564682,0.7041885852813721,0.008346229791641235,0.020536459982395172,0.0,0.0,0.0,0.022039011120796204,9.520235061645508,2047698,70
2047698,28,2.220446049250313e-16,2,72.92188262939453,74.32514953613281,77.82816314697266,35599282176.0,24231220.0,0.0,40079323136.0,55350196.0,1.9862381219863892,0.49708154797554016,4.874070644378662,0.6886343359947205,0.012731949798762798,0.028706427663564682,0.7041885852813721,0.008346229791641235,0.020536459982395172,0.0,0.0,0.0,0.022039011120796204,9.520235061645508,2047698,100
2065456,28,2.220446049250313e-16,2,74.43496704101562,31.003618240356445,63.57218933105469,28570107904.0,0.0,29753046.0,23045124096.0,57740948.0,1.361498236656189,3.200047016143799,3.7321274280548096,0.6505002379417419,0.018696164712309837,0.044678665697574615,0.0,0.0,0.0,0.6571692824363708,0.015562508255243301,0.040956445038318634,0.0,8.200139045715332,2065456,1
2065456,28,2.220446049250313e-16,2,74.43496704101562,31.003618240356445,63.57218933105469,28570107904.0,0.0,29753046.0,23045124096.0,57740948.0,1.361498236656189,3.200047016143799,3.7321274280548096,0.6505002379417419,0.018696164712309837,0.044678665697574615,0.0,0.0,0.0,0.6571692824363708,0.015562508255243301,0.040956445038318634,0.0,8.200139045715332,2065456,3
2065456,28,2.220446049250313e-16,2,74.43496704101562,31.003618240356445,63.57218933105469,28570107904.0,0.0,29753046.0,23045124096.0,57740948.0,1.361498236656189,3.200047016143799,3.7321274280548096,0.6505002379417419,0.018696164712309837,0.044678665697574615,0.0,0.0,0.0,0.6571692824363708,0.015562508255243301,0.040956445038318634,0.0,8.200139045715332,2065456,5
23301,28,2.220446049250313e-16,61,11.48902416229248,80.55663299560547,54.22847366333008,42122772480.0,0.0,0.0,67099418624.0,50741852.0,1.7459352016448975,0.0,8.699904441833496,0.6724380850791931,0.0156039884313941,0.03545120730996132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492469787597656,23301,10
23301,28,2.220446049250313e-16,61,11.48902416229248,80.55663299560547,54.22847366333008,42122772480.0,0.0,0.0,67099418624.0,50741852.0,1.7459352016448975,0.0,8.699904441833496,0.6724380850791931,0.0156039884313941,0.03545120730996132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492469787597656,23301,20
23301,28,2.220446049250313e-16,61,11.48902416229248,80.55663299560547,54.22847366333008,42122772480.0,0.0,0.0,67099418624.0,50741852.0,1.7459352016448975,0.0,8.699904441833496,0.6724380850791931,0.0156039884313941,0.03545120730996132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492469787597656,23301,30
23301,28,2.220446049250313e-16,61,11.48902416229248,80.55663299560547,54.22847366333008,42122772480.0,0.0,0.0,67099418624.0,50741852.0,1.7459352016448975,0.0,8.699904441833496,0.6724380850791931,0.0156039884313941,0.03545120730996132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492469787597656,23301,40
23301,28,2.220446049250313e-16,61,11.48902416229248,80.55663299560547,54.22847366333008,42122772480.0,0.0,0.0,67099418624.0,50741852.0,1.7459352016448975,0.0,8.699904441833496,0.6724380850791931,0.0156039884313941,0.03545120730996132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492469787597656,23301,50
23301,28,2.220446049250313e-16,61,11.48902416229248,80.55663299560547,54.22847366333008,42122772480.0,0.0,0.0,67099418624.0,50741852.0,1.7459352016448975,0.0,8.699904441833496,0.6724380850791931,0.0156039884313941,0.03545120730996132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492469787597656,23301,70
