GalaxyID,SnapNum,Redshift,SubGroupNumber,CentreOfPotential_x,CentreOfPotential_y,CentreOfPotential_z,Stars_Mass,SF_Mass,NSF_Mass,MassType_DM,MassType_BH,HalfMassRad_Star,HalfMassRad_Gas,HalfMassRad_DM,Stars_Hydrogen,Stars_Oxygen,Stars_Metallicity,SF_Hydrogen,SF_Oxygen,SF_Metallicity,NSF_Hydrogen,NSF_Oxygen,NSF_Metallicity,StarFormationRate,InitialMassWeightedStellarAge,ap_GalaxyID,ApertureSize,Mass_Star,SFR
36468,28,2.220446049250313e-16,91,14.997819900512695,77.85293579101562,52.54079818725586,11195424768.0,0.0,0.0,127848579072.0,9105195.0,2.977215528488159,0.0,19.34165382385254,0.7056704163551331,0.00950551312416792,0.021214894950389862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11481761932373,36468,10,9919021056.0,0.0
37176,28,2.220446049250313e-16,94,17.063236236572266,79.61347961425781,52.819671630859375,20147625984.0,0.0,0.0,54495854592.0,10853990.0,3.7487173080444336,0.0,7.160455703735352,0.6986685991287231,0.010846484452486038,0.02434544265270233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.870211601257324,37176,10,18792083456.0,0.0
37878,28,2.220446049250313e-16,95,11.20531940460205,80.99603271484375,54.46910858154297,19499558912.0,0.0,0.0,54970912768.0,28034106.0,2.376340866088867,0.0,7.861886978149414,0.7015369534492493,0.010388614609837532,0.02307409793138504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.525314331054688,37878,10,18603591680.0,0.0
38951,28,2.220446049250313e-16,99,16.96892547607422,80.0612564086914,52.66030502319336,18855880704.0,0.0,0.0,39623655424.0,71482352.0,3.9443256855010986,0.0,6.396341800689697,0.7186643481254578,0.007732081227004528,0.015913598239421844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.956806182861328,38951,10,17275760640.0,0.0
40904,28,2.220446049250313e-16,100,10.86286735534668,80.8718490600586,55.30826950073242,13001341952.0,0.0,0.0,91366113280.0,14578721.0,5.304447174072266,0.0,16.612882614135742,0.7119460701942444,0.008474143221974373,0.018651600927114487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296976089477539,40904,10,9885102080.0,0.0
42233,28,2.220446049250313e-16,103,11.30488395690918,80.74810791015625,54.23077392578125,18745315328.0,478697120.0,0.0,59071918080.0,14548729.0,3.022278308868408,1.043226718902588,8.734566688537598,0.6907026171684265,0.012075942009687424,0.027736669406294823,0.5789742469787598,0.029994869604706764,0.07620410621166229,0.0,0.0,0.0,0.4712701141834259,7.590098857879639,42233,10,17229494272.0,0.4712701141834259
43261,28,2.220446049250313e-16,104,15.673961639404297,78.3781967163086,52.9348258972168,21622534144.0,0.0,0.0,33816320000.0,26051864.0,1.9744080305099487,0.0,4.630210876464844,0.6890981197357178,0.01297468226402998,0.02855483442544937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.535075187683105,43261,10,21355636736.0,0.0
44048,28,2.220446049250313e-16,105,17.914735794067383,80.1736831665039,52.889732360839844,16008932352.0,0.0,0.0,61495676928.0,10881865.0,5.314947605133057,0.0,11.466056823730469,0.7103089690208435,0.008821908384561539,0.019358282908797264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.908881187438965,44048,10,12056240128.0,0.0
44841,28,2.220446049250313e-16,106,11.777213096618652,80.78116607666016,53.82783126831055,14899394560.0,0.0,0.0,70027321344.0,12798981.0,5.384857177734375,0.0,12.417263984680176,0.7040492296218872,0.009937542490661144,0.021979166194796562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42357349395752,44841,10,11432275968.0,0.0
47024,28,2.220446049250313e-16,113,11.408842086791992,80.26310729980469,54.16696548461914,15921287168.0,0.0,0.0,51170455552.0,14327560.0,2.6459593772888184,0.0,7.185152053833008,0.6985561847686768,0.010698916390538216,0.024262560531497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.958226203918457,47024,10,15274649600.0,0.0
48441,28,2.220446049250313e-16,117,16.897350311279297,79.77881622314453,52.73738098144531,14513966080.0,0.0,0.0,41931075584.0,26777780.0,2.605217218399048,0.0,6.473927974700928,0.7140381336212158,0.008511068299412727,0.017798513174057007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.678117752075195,48441,10,14236806144.0,0.0
