GalaxyID,SnapNum,Stars_Mass,SF_Hydrogen,SF_Oxygen
8633758,28,11249180672.0,0.6897366642951965,0.013665596954524517
8636849,28,23051681792.0,0.684317409992218,0.013035937212407589
8638278,28,13847315456.0,0.6828083992004395,0.01308143325150013
8640505,28,20462213120.0,0.6733894944190979,0.014419745653867722
8641614,28,12950536192.0,0.6455098986625671,0.018941730260849
8643937,28,15268708352.0,0.6963948607444763,0.010818631388247013
8646377,28,23953956864.0,0.6808217167854309,0.013817253522574902
8648067,28,12988198912.0,0.6920444369316101,0.011800422333180904
8649268,28,10706502656.0,0.6721208095550537,0.014447986148297787
8650031,28,15174643712.0,0.669110119342804,0.015079631470143795
8650718,28,26976151552.0,0.6821078658103943,0.013210502453148365
8652245,28,21853519872.0,0.6181500554084778,0.02253987453877926
8653534,28,40429981696.0,0.6654480695724487,0.016387607902288437
8657694,28,35192537088.0,0.6218891739845276,0.02232818678021431
8659421,28,27862102016.0,0.6732897758483887,0.014652926474809647
8660832,28,15590037504.0,0.6440980434417725,0.019016405567526817
8662581,28,16200905728.0,0.6788514852523804,0.013706859201192856
8664336,28,36233670656.0,0.6494345664978027,0.01881950907409191
8667711,28,12658848768.0,0.6519396901130676,0.018066905438899994
8669006,28,20129363968.0,0.6804966330528259,0.013353602029383183
8670584,28,13522610176.0,0.6565477252006531,0.01729702018201351
8671263,28,20096696320.0,0.6709622144699097,0.015080982819199562
8672479,28,10130622464.0,0.681659996509552,0.013280280865728855
8674518,28,17416710144.0,0.6805557012557983,0.013418872840702534
8675491,28,35931557888.0,0.6602686047554016,0.01666053757071495
8676992,28,11037922304.0,0.6866810917854309,0.012664515525102615
8679932,28,10560896000.0,0.6737291216850281,0.014765068888664246
8681166,28,31107745792.0,0.6673331260681152,0.01569504663348198
8684780,28,23529152512.0,0.6810254454612732,0.013580070808529854
8686632,28,20987418624.0,0.6987448930740356,0.010653460398316383
8689154,28,10752022528.0,0.6987646818161011,0.010760899633169174
8689645,28,25960660992.0,0.6843287944793701,0.012832339853048325
8691365,28,15062599680.0,0.6915653944015503,0.01213176641613245
8692369,28,11932556288.0,0.7151439785957336,0.007903396151959896
8694639,28,25609256960.0,0.6738520860671997,0.014515545219182968
8696149,28,13739331584.0,0.6934991478919983,0.011651761829853058
8699265,28,16182668288.0,0.6813739538192749,0.01345165353268385
8700632,28,15481270272.0,0.6673462390899658,0.015981486067175865
8703530,28,20579166208.0,0.6695044040679932,0.015462348237633705
8707373,28,21337970688.0,0.6233065128326416,0.02093619294464588
8708413,28,10456000512.0,0.6987972855567932,0.01077568344771862
8709456,28,25627101184.0,0.6377363204956055,0.019846120849251747
8711318,28,19218960384.0,0.6826439499855042,0.013203121721744537
8714156,28,10608169984.0,0.685297966003418,0.012715130113065243
8715078,28,26765740032.0,0.6468266248703003,0.018724890425801277
8716719,28,18036561920.0,0.6420934796333313,0.019455235451459885
8717752,28,14781086720.0,0.6905992031097412,0.011966335587203503
8719657,28,40426205184.0,0.6748009920120239,0.014221069402992725
8721699,28,18144595968.0,0.6669153571128845,0.015428125858306885
8722917,28,13810364416.0,0.686642050743103,0.012140067294239998
8723902,28,31406684160.0,0.6395421624183655,0.019305868074297905
8725617,28,11090298880.0,0.6609358787536621,0.016844287514686584
