GalaxyID,SnapNum,Stars_Mass,SF_Hydrogen,SF_Oxygen
8058411,19,37990465536.0,0.6996469497680664,0.011039896868169308
8060423,19,19376844800.0,0.6972898840904236,0.011453639715909958
8061843,19,26106232832.0,0.7071030139923096,0.010011255741119385
8063277,19,11545376768.0,0.6850395798683167,0.01361178234219551
8065162,19,41438441472.0,0.7041798233985901,0.009632429108023643
8068629,19,38035083264.0,0.6866471767425537,0.012849646620452404
8071914,19,73880715264.0,0.7030784487724304,0.010385704226791859
8074782,19,14283755520.0,0.696683943271637,0.010833133943378925
8075959,19,18924910592.0,0.673165500164032,0.01589987799525261
8078860,19,11952440320.0,0.716754138469696,0.007872832007706165
8080047,19,36425531392.0,0.6758173108100891,0.013895680196583271
8082169,19,17126206464.0,0.7030602097511292,0.010267500765621662
8083290,19,42702499840.0,0.6994689106941223,0.010778365656733513
8085146,19,12066334720.0,0.7012251615524292,0.010386254638433456
8086791,19,27962517504.0,0.6892805695533752,0.012872905470430851
8088449,19,13187550208.0,0.7094768285751343,0.00943350326269865
8090121,19,11916560384.0,0.7082290053367615,0.009402628056704998
8092302,19,73652158464.0,0.6729456782341003,0.014153029769659042
8095981,19,15789813760.0,0.6959854364395142,0.011340084485709667
8097705,19,34138071040.0,0.698906660079956,0.010997096076607704
8099182,19,42881740800.0,0.6903091669082642,0.012238787487149239
8101604,19,45384540160.0,0.7283505797386169,0.00583508238196373
8104707,19,17130715136.0,0.6878981590270996,0.013811906799674034
8106199,19,32673904640.0,0.6946369409561157,0.011477792635560036
8107571,19,16219877376.0,0.7137950658798218,0.008578447625041008
8111406,19,20684580864.0,0.6970640420913696,0.011002525687217712
8112701,19,39266381824.0,0.6879881620407104,0.013275297358632088
8115182,19,16668569600.0,0.6916945576667786,0.012071318924427032
8116070,19,13026223104.0,0.7093153595924377,0.009100301191210747
8117178,19,43241472000.0,0.6708526611328125,0.014017418958246708
8119064,19,30999195648.0,0.6870175004005432,0.012552399188280106
8121530,19,26617423872.0,0.6975400447845459,0.010848361998796463
8122796,19,62145167360.0,0.724463939666748,0.006763047073036432
8125810,19,18280734720.0,0.6969406604766846,0.010744866915047169
8126925,19,10271679488.0,0.705805242061615,0.009643884375691414
8128769,19,20356339712.0,0.6922014951705933,0.011362685821950436
8129879,19,13634215936.0,0.7052844762802124,0.00978673156350851
8130523,19,19214383104.0,0.7046483755111694,0.010143752209842205
8133720,19,16587471872.0,0.7133128643035889,0.007985453121364117
8135179,19,13399391232.0,0.7006005048751831,0.010263508185744286
8136019,19,46297231360.0,0.7138134837150574,0.007596149574965239
8141426,19,17711065088.0,0.701397180557251,0.01038186252117157
8143487,19,12840772608.0,0.7091186046600342,0.009084712713956833
8145438,19,13194478592.0,0.7102375626564026,0.008853607811033726
8146119,19,15062195200.0,0.7103595733642578,0.009076672606170177
8148730,19,24337598464.0,0.7089357972145081,0.008996878750622272
8152601,19,23945736192.0,0.6883887052536011,0.012350142933428288
8153616,19,12920317952.0,0.6882075667381287,0.012814594432711601
8158162,19,10815482880.0,0.7162056565284729,0.007550629787147045
8160546,19,10233981952.0,0.6880343556404114,0.012737629003822803
8166026,19,149379973120.0,0.7186436057090759,0.007593968883156776
8183030,19,109859495936.0,0.6930400729179382,0.011774604208767414
8193534,19,115437412352.0,0.716640055179596,0.008392095565795898
8202980,19,45460635648.0,0.6605197191238403,0.017418814823031425
8206776,19,124306972672.0,0.6804289221763611,0.014535043388605118
8212224,19,20504979456.0,0.728381335735321,0.007019162178039551
8214297,19,13496981504.0,0.6393963694572449,0.02179633639752865
8215538,19,36428976128.0,0.6651015281677246,0.016916915774345398
8216849,19,58473725952.0,0.695076584815979,0.011319268494844437
8220036,19,17338638336.0,0.6571056246757507,0.016762973740696907
8221366,19,17221466112.0,0.6225255131721497,0.022281765937805176
8222584,19,58797543424.0,0.6984530091285706,0.010769523680210114
