GalaxyID,SnapNum,Stars_Mass,SF_Hydrogen,SF_Oxygen
2047711,15,11285605376.0,0.7286207675933838,0.006016716361045837
6669516,15,18777405440.0,0.7339592576026917,0.00452850665897131
15841596,15,12674600960.0,0.7418278455734253,0.0026257827412337065
15854828,15,23618207744.0,0.7007887959480286,0.011223362758755684
15859432,15,31212900352.0,0.7224897742271423,0.006666391156613827
15861497,15,10985010176.0,0.7290945053100586,0.005106497555971146
15866170,15,38286147584.0,0.736739993095398,0.003040960757061839
15873805,15,43734437888.0,0.7161328792572021,0.007905193604528904
15885755,15,26771865600.0,0.7191373109817505,0.00763992965221405
15890738,15,11990724608.0,0.7273461222648621,0.0060420348308980465
15894535,15,16768812032.0,0.7189738750457764,0.00816334504634142
15898389,15,40321437696.0,0.7160407900810242,0.008208813145756721
15927512,15,66276634624.0,0.6411235332489014,0.02103150263428688
15934519,15,22381768704.0,0.7257317304611206,0.005729051772505045
15936263,15,11238377472.0,0.7188609838485718,0.007089468650519848
15946721,15,25077870592.0,0.7062098383903503,0.009494069963693619
15953518,15,35842605056.0,0.6952487230300903,0.011245946399867535
15959830,15,11400468480.0,0.7267675399780273,0.0063919262029230595
15964299,15,11402416128.0,0.7164261341094971,0.008129406720399857
15967025,15,30425065472.0,0.7258584499359131,0.006228368729352951
17587272,15,10372295680.0,0.7187811136245728,0.0078612444922328
17589720,15,17983055872.0,0.6916747689247131,0.013518275693058968
17592261,15,10169385984.0,0.7250908613204956,0.006289759185165167
17596962,15,32206931968.0,0.7047683000564575,0.010155579075217247
17600192,15,28388524032.0,0.7161594033241272,0.008206108585000038
17601285,15,22785673216.0,0.7156281471252441,0.00826355628669262
17603625,15,25894035456.0,0.7065886855125427,0.010251537896692753
17605573,15,38033563648.0,0.6965960264205933,0.012178395874798298
17611288,15,26856941568.0,0.7316150069236755,0.0052620782516896725
17615726,15,10473655296.0,0.7246612310409546,0.006897573824971914
17621415,15,26164359168.0,0.6899784207344055,0.012769637629389763
17636745,15,15852209152.0,0.715515673160553,0.008509225212037563
17640312,15,20759070720.0,0.7107219099998474,0.009085128083825111
17643590,15,14078916608.0,0.7314079403877258,0.004026260692626238
17647777,15,12844466176.0,0.7122215628623962,0.008560304529964924
17651648,15,14237116416.0,0.7079721093177795,0.008406996726989746
17654569,15,12679400448.0,0.70513916015625,0.01001405343413353
17662166,15,19728820224.0,0.7074407935142517,0.009349164552986622
17682269,15,21288251392.0,0.7223045825958252,0.007050370331853628
17691621,15,15064430592.0,0.7200389504432678,0.00755746103823185
17697197,15,21269870592.0,0.7084296941757202,0.009957198053598404
17704724,15,11752699904.0,0.7296218872070312,0.005715617444366217
17707816,15,12833112064.0,0.7212666869163513,0.0072092218324542046
19136713,15,42463559680.0,0.7122177481651306,0.009090153500437737
19151274,15,34699857920.0,0.6641282439231873,0.01748562417924404
19156660,15,79016730624.0,0.7312150597572327,0.005435025319457054
19159901,15,20208715776.0,0.7215709090232849,0.00742415152490139
19169721,15,14806948864.0,0.7217689752578735,0.007124653551727533
19173474,15,18267883520.0,0.7163392305374146,0.008094318211078644
19177115,15,13726702592.0,0.7127244472503662,0.009373432025313377
19182774,15,24924979200.0,0.7324406504631042,0.004862342961132526
19187386,15,22637764608.0,0.7420980334281921,0.002768576145172119
19215060,15,113671585792.0,0.7364773750305176,0.004174386616796255
19222527,15,34611859456.0,0.6785401701927185,0.015619059093296528
19224319,15,15473653760.0,0.6750280261039734,0.016205456107854843
19229042,15,15084940288.0,0.6705157160758972,0.017951060086488724
19233884,15,13599858688.0,0.7170583009719849,0.008404855616390705
19244099,15,24216791040.0,0.7073844075202942,0.0073555512353777885
19250460,15,44968226816.0,0.7178657054901123,0.007380960043519735
19253221,15,24329752576.0,0.7087080478668213,0.009538683108985424
20613428,15,28632248320.0,0.727439820766449,0.006027556490153074
20629180,15,39180673024.0,0.7237895727157593,0.006225262768566608
20632577,15,17307516928.0,0.7008813619613647,0.01111986767500639
20640574,15,54100443136.0,0.7290289998054504,0.004784609656780958
20647529,15,18863548416.0,0.7138422727584839,0.00918357539921999
20655141,15,83526369280.0,0.7336397767066956,0.00457471190020442
20664038,15,13535576064.0,0.7252875566482544,0.006049623712897301
20670340,15,40883998720.0,0.7277578711509705,0.005725920666009188
20675629,15,15114954752.0,0.7103382349014282,0.00941137783229351
20683869,15,55608864768.0,0.710038423538208,0.00897174421697855
20688848,15,13228688384.0,0.7110393643379211,0.00892128050327301
20696011,15,31065311232.0,0.7172223329544067,0.007780930493026972
20696933,15,14133669888.0,0.7195734977722168,0.00787587370723486
20707206,15,11480892416.0,0.72323077917099,0.007229741662740707
20713019,15,15036356608.0,0.7189135551452637,0.008079581893980503
20717373,15,37667540992.0,0.72465980052948,0.006526323966681957
20724986,15,20056064000.0,0.7266283631324768,0.006214838474988937
20727480,15,15130309632.0,0.7203968167304993,0.006885697599500418
21765730,15,120927952896.0,0.6989525556564331,0.010747658088803291
21834536,15,69699887104.0,0.7279693484306335,0.005996345076709986
21840925,15,154183729152.0,0.7315424680709839,0.005469522904604673
21859091,15,23226435584.0,0.6908178329467773,0.01362589467316866
21859604,15,27890083840.0,0.7032697796821594,0.01057955902069807
24621221,15,12924727296.0,0.7235270142555237,0.005149699281901121
62021365,15,11498988544.0,0.7289407253265381,0.005524918902665377
