GalaxyID_test,GalaxyID_V1,GalaxyID_V2,R_1,R_2,mu_1,mu_2,N_1,N_2,N_3
20532194,16300531,18345325,0.5639432689402523,3.2545856289169635,0.6037629033440634,0.11063947422429615,1,1,1
13235355,19943794,13730373,0.5487693975383593,1.5601198511361745,3.1463571616586012,0.38213224161630954,1,3,7
17618660,234330,19943794,0.07249432430196667,1.7253429303782035,0.15562889033852995,0.9131959003840774,1,2,3
19943794,13235355,17618660,0.5487693975383593,1.7253429303782035,0.31782787160528536,1.0950552883334388,1,3,7
234330,17618660,19943794,0.07249432430196667,1.7600700366797564,6.425542184518322,5.86777878064708,1,2,3
13255950,13265393,9273893,1.0815742532619161,1.1416765554655146,0.27098655258240184,0.701952634293057,0,10,10
16291699,8808174,5368983,1.1975744082040896,1.8541571024910934,0.1398815069054902,0.11163853816650077,0,2,11
20163968,16291699,15305908,2.5869642643934148,5.050204511661702,0.19829762500991077,0.1995364837027527,0,0,1
11490585,5370323,5372001,0.24210386451587712,0.25258039507962693,0.33996281584741755,0.24146557095176668,11,14,16
11492327,5367149,11495443,0.24117068146666526,0.25977605964365597,1.2992541714354713,1.0329752690673877,11,14,16
11493482,11495443,11496982,0.41629108743902427,0.47541099978322154,1.3491403277573077,1.1951937633657799,10,12,17
11494447,5368409,5367149,0.4651447434732251,0.5384645358353666,0.6449522457056601,2.0848279175619098,10,14,16
5372001,5370323,11490585,0.03579144461323943,0.25258039507962693,1.4079142401436846,4.141377158070093,10,14,16
5368409,5367149,20163968,0.20597382284902266,0.26455500830245443,3.232530674082453,59.95475976505194,11,14,16
5368983,11492327,5368409,0.5827224044633601,0.5947582791581957,1.8745335334212907,0.7534330709745223,10,13,16
5370323,5372001,11490585,0.03579144461323943,0.24210386451587712,0.7102705345873518,2.941498167990293,11,14,16
13741790,14132544,9987252,0.5345058189433057,1.5801764993578007,8.024674801677623,0.6858504315766042,1,2,2
14132544,13741790,17694922,0.5345058189433057,3.764180476840437,0.12461564171933072,0.2317475867932769,1,1,1
14240975,14109685,9201925,6.93281524191661,7.514821397248582,0.11853009487053225,0.10230663369752949,0,0,0
14338940,1393939,18352115,0.08792088603571836,1.7661325089742392,0.14907493815942274,0.2755909938295564,1,2,2
1393939,14338940,18352115,0.08792088603571836,1.8491658422888142,6.708035652046265,1.8486742119915263,1,2,3
15134528,13624663,8960069,4.451128609495826,4.709583771529747,0.2778781459171599,0.30868242330605067,0,0,0
15151455,8310690,10878924,0.2426674447616161,1.9194722014032566,0.496923501718098,0.15626932780537037,1,2,3
10290857,18070829,10316711,4.634695026134207,5.746789651348479,1.9304119487928852,0.7308502485027661,0,0,0
10321686,8691365,9946986,1.1174219270913912,1.176837299577531,1.3191272951109436,1.7044727703899907,0,3,3
10372951,18301924,9329031,1.4696607445552834,1.9829181470210355,2.9529377416226734,1.2884745952613472,0,2,4
10487262,12867006,10612686,0.7147881376435943,1.052748524291052,0.764079929544647,1.1370877722844481,1,18,51
10500691,18120449,8554100,3.936275854718198,6.650229747042731,1.762745448925793,1.1092783218690785,0,0,0
10517554,10031996,8900328,16.125222193627426,16.583808717989886,1.3217963820250938,1.6916804175141027,0,0,0
10983248,9974450,6068063,1.508754245892326,1.8189399126556758,1.7212288888023792,1.38089960284474,0,7,11
10235386,8943297,2533442,2.0419056420337216,3.9002202951129687,2.6353902901879,1.0973427866379661,0,0,1
10249247,10274265,13809000,2.4792113359939005,3.6747389669010806,1.2349654364989109,1.659531538817153,0,0,1
10284426,10513356,10852759,1.7816256278379852,2.265567095030435,0.7546434097192114,0.8315879297611554,0,1,3
10297070,16639749,17076839,2.0157531461762446,2.0583207308536977,4.083086372399381,2.7445001085442975,0,0,2
10479081,9902779,19419622,1.112013241504531,3.11775946549215,1.4709296892584334,21.07675292953902,0,1,1
10534860,10868196,5988781,1.5239969888267229,1.9006797752735036,0.748134580706314,1.8795719118642384,0,4,18
10564850,15917117,2363903,8.84367529003647,8.846617203242175,4.035644599748285,1.183596374540266,0,0,0
10569020,17074705,8575425,2.5242129640086444,2.8587273912576885,1.5808946331453797,2.3582043574694653,0,0,3
10779107,8847196,10213199,1.6252343523076875,2.256681742331559,1.578239493463881,1.1169667847745641,0,1,2
10835613,8238668,9473361,1.0603140165253038,1.2902025633871794,2.029279039843982,2.3288674274500316,0,22,68
10858965,9234261,2965594,1.028888129382064,2.5899676818381656,2.7183668296984327,1.8345763883550905,0,1,2
11013274,17071982,8574219,2.394536642056895,2.396929471944491,4.483657371974436,0.9377561591921226,0,0,2
12159162,18758770,12165826,0.14847503441659704,0.3544905854163013,5.03103387228735,0.3234172156867602,4,4,4
12164583,16832144,12159162,0.3590219694524265,0.39411461287329086,3.4407006174296355,2.15365722554546,4,4,5
12165826,12159162,18758770,0.3544905854163013,0.3565277724586911,3.0919813525589546,15.555862917204957,4,4,4
16832144,12164583,12159162,0.3590219694524265,0.4998490139611598,0.2906384807019469,0.6259356639853026,4,4,5
18758770,12159162,16832144,0.14847503441659704,0.594741753525987,0.19876630239131185,0.3175506906345234,2,2,2
13151895,17574678,13154468,0.7589280283984452,1.054598207441252,3.141639279361678,0.6279681112796491,1,7,8
13154468,17574678,13151895,0.5901969599056215,1.054598207441252,5.002864353987286,1.592437549037703,1,7,8
13156705,17592248,17574678,0.3809528173540209,0.9386440040831214,7.174066819096101,11.757354091058613,2,6,8
19701409,20099625,15583094,5.207420251442426,6.226189683665385,0.7146773039685186,0.12155687935873612,0,0,0
11434161,11440964,11436474,1.0450294212843223,1.1620754279199847,1.1517859483752686,1.8526308363122577,0,11,21
11436474,5321153,5324030,0.6572395956178527,0.6899175786524242,0.14054458677993584,0.1496388765096522,6,13,22
11440964,11458156,19701409,0.45938082852784334,0.6800204005966399,0.3812471412683687,16.42847074938552,7,15,23
11444550,11436474,5324030,1.115459551145943,1.6563219207633653,2.063393840138365,0.3087639360352419,0,8,17
5325099,11459778,11461706,0.15264092482174801,0.4309335185044524,2.0240730220525234,0.9955765028893062,4,16,24
4479790,15673373,4481850,0.5098969839061455,0.637846436922528,11.772266451288607,1.3306879145866677,16,38,47
4480428,4469363,10667287,0.11804049361736557,0.13457377707053894,1.943315180108901,1.1576815621134555,23,40,43
11984724,10616938,16150065,1.6609786025602666,2.024688374482493,0.7685224360252105,3.281916417967734,0,1,9
14815346,8279115,15940995,0.25886369841353907,1.8851264261883602,0.27056166598917375,0.8764024249371979,1,2,2
8279115,14815346,15940995,0.25886369841353907,2.1183221761591913,3.6960150889964356,3.2391965866009493,1,1,2
15056752,8295057,2045966,0.1354276502548873,0.3510247941868244,0.446906041651638,0.12606169076179902,2,2,3
2045966,8295057,15056752,0.2704849199057322,0.3510247941868244,3.5451376143771802,7.93262405062898,2,2,2
8295057,15056752,2045966,0.1354276502548873,0.2704849199057322,2.237606805010475,0.2820764970997276,2,2,3
15656317,2335940,16948257,0.10340400882775794,1.2102495525273507,0.15917611602196574,0.7731592915273008,1,2,2
2335940,15656317,16948257,0.10340400882775794,1.1347586573200243,6.282349544588734,4.857256923021087,1,2,2
15854815,8399448,9773936,0.2660269341392896,2.420592719831964,0.3818305521736017,0.16408266257627543,1,1,2
8399448,15854815,9773936,0.2660269341392896,2.418586601469326,2.6189627684516554,0.42972638423568116,1,1,2
16005098,16009893,10324277,0.6929074854799387,1.3583287517681661,1.0278062216293986,0.286680769196864,1,4,4
16009893,16005098,10324277,0.6929074854799387,0.8743836149181248,0.9729460465949341,0.27892492102488364,2,2,4
16085014,19927838,17611275,2.759827978542237,3.140450245834277,3.2600772577830557,1.516870964323763,0,0,1
16210120,17382930,10471573,1.8446626190379023,2.0099042784943255,0.6580472132650501,0.11659474298010417,0,1,4
20390999,13646927,13652612,0.08110988890535895,0.19421828200203517,0.40048146535079326,0.12508650832993498,3,4,5
20809088,9126771,10198003,2.457992596387015,4.697670114910372,0.23968524291316412,0.10003575345078206,0,0,1
1053069,20809088,9126771,0.2510158502791583,2.271523623774963,17.408226917621796,4.172495097437663,1,1,2
13744252,13747961,13749519,0.20384343001644922,0.23334032547099143,0.45841436332252855,0.4867572967050959,3,4,4
13746724,14143265,13747961,0.9381857516034829,1.0242766430560233,4.645945978927017,1.3963887619954127,1,4,4
13747961,13744252,14143265,0.20384343001644922,0.2560936962107484,2.1814325204649525,3.327114987869173,3,4,5
13749519,13744252,13747961,0.23334032547099143,0.291562925671762,2.054411935412351,0.9417719393742565,3,4,5
14143265,13747961,13744252,0.2560936962107484,0.31431635677014624,0.3005606970742069,0.6556528789712902,4,4,4
14407360,1407375,1406431,0.24290790626986367,0.25544989967284065,0.16430851562428367,0.24545212902975563,2,2,3
1406431,1407375,14407360,0.12885633459722026,0.25544989967284065,0.669411653807105,4.0741141824798435,2,2,3
3480006,3473901,3456595,0.058267134893121075,0.08437467329830547,1.0087953726804626,1.9956433195878378,28,41,52
3477850,3473901,3467011,0.07371546092061167,0.0752805271358892,1.0303597501815656,1.3459210573812055,28,44,52
3473901,3480006,21573586,0.058267134893121075,0.07309563275032543,0.9912813114347536,128.5895177240117,27,44,52
11058614,8476286,16382117,1.8389224583138504,1.8578509315406284,1.7708746049892927,7.273549717190527,0,2,2
11140836,10924003,8115173,1.2374229312039755,1.3453790188124275,1.2995580579004722,0.8414164623336836,0,7,30
11162917,9044112,9027312,2.6247834831068366,3.3076620057670163,1.8135161824689974,1.0532707296049078,0,0,1
11223365,11233285,9821192,2.3501812696742292,3.25719447154743,0.7868599804817699,1.2824427723770409,0,0,1
11287892,8993207,13151895,1.1381588180464663,1.1702088246811093,2.37777164215294,2.975827208893616,0,4,7
12070067,13161539,13160766,0.9377526931309375,1.049525571370904,1.46601958686997,0.8059824114803655,1,11,13
8158153,37878,8071905,0.3957177687525306,0.5178214699859849,1.4202511107844373,7.493143540281239,22,36,47
8160537,52522,8125801,0.5231783410453505,0.5795933028207978,0.8956527992305724,1.5325175152852588,9,32,51
8155845,8065153,8147615,0.2764021592604195,0.32401175436942303,2.9406566034467394,1.0982102036626125,3,18,51
13935854,8151798,8143478,0.4170540748325697,0.7909482437611112,0.1571735397839791,0.24010899009684086,2,27,53
13938864,8141417,23301,0.3561548180578223,0.40912156132551675,0.30099332248582295,0.3568906342323191,20,38,44
13945981,8117169,36468,0.20539916740527858,0.3374047484837076,0.5530179670158185,0.15249473571803734,13,21,50
18481114,13945981,13892596,0.6207862917862158,1.174725676988586,0.11449745417296701,0.44260467296425315,1,5,6
21109760,13921560,13914718,0.5928151052916335,1.586972431829914,0.18235240387008167,0.10243492983983325,1,2,3
21242350,13892596,18481114,3.7719405704665667,4.79121051423004,0.20533146935883684,0.4639161805131244,0,0,0
8151798,13935854,8143478,0.4170540748325697,0.5198619551212169,6.362394086017341,1.5276680185917368,2,36,53
8152592,13921560,64009,0.21665154984593377,0.49751978364632254,10.23794871470241,0.5398409065287456,16,39,51
8153607,8088440,33640,0.2063830397068964,0.7000469023377537,1.8076652555424455,0.7523692236910912,7,39,47
13892596,8119055,8117169,0.6615865587340282,1.0659863709534567,0.12964723992435306,0.143060282014544,1,7,15
5324030,19701409,5321153,0.19061299021519462,0.27731118985330144,68.2551754664128,0.9392250868100459,6,19,22
5321153,5324030,19701409,0.27731118985330144,0.3255101002576275,1.0647075062660092,72.67179766059326,6,18,22
11461706,11448052,11459778,0.26112094251920087,0.3547719581450959,3.640994099307437,2.0330662848895815,4,14,24
