GalaxyID_test,GalaxyID_V1,GalaxyID_V2,R_1,R_2,mu_1,mu_2,N_1,N_2,N_3
13861188,14674760,14677787,0.24801721505079258,0.7430619593603144,1.2912409116027457,1.3769211276764852,2,3,3
13864313,14677787,13861188,0.43247028236371865,1.1346423164945134,3.01726144549442,2.1913102971888896,1,3,4
14674760,13861188,14677787,0.24801721505079258,0.8598306733751658,0.7744488197471652,1.0663549422139897,2,3,3
14677787,13864313,13861188,0.43247028236371865,0.7430619593603144,0.331426367275288,0.7262580113702455,3,3,4
13878714,13880986,14728142,0.16181406702776457,0.43320915047977965,0.5428745247942987,6.558892084128627,2,2,2
13880986,13878714,14728142,0.16181406702776457,0.32441710665479295,1.8420462820186883,12.081782777730943,2,2,2
14728142,13878714,14706695,0.43320915047977965,3.2107435972175233,0.15246477410717357,0.696046456609939,1,1,1
15046948,10445518,17668706,3.3448859907678954,4.4179245970163254,0.12766999102577156,0.3362004410320218,0,0,0
2044165,15046948,10387803,0.2655029626635966,1.1610920906235749,11.752881065234352,1.1685554147093904,1,2,2
15662112,8381504,13709939,0.2250626182630387,2.840793887187521,0.8122152423728262,1.8358062222979856,1,1,5
8381504,15662112,13709939,0.2250626182630387,2.7619180388806166,1.2312007308291515,2.260245962553984,1,1,5
15909288,3868859,9168150,2.833407309191649,4.711091366862655,0.2261484094623358,0.1487931287466155,0,0,1
15953505,9786060,8939367,2.238563194413591,5.249061081784949,0.13762628610603037,0.259035308300004,0,0,1
16390783,2446633,8477085,0.1270737341744023,0.3951415155942473,0.3630130201046812,0.2651792807083144,2,2,2
2446633,16390783,8477085,0.1270737341744023,0.41468681850106726,2.7547221301088105,0.7304952330135301,2,2,2
12110268,16791966,6588842,0.20178179267276306,0.23529884071512908,4.0336694001494795,0.44534139334679057,6,10,17
12112535,16791966,6588842,0.21530228699323592,0.2216663086454427,5.958384233086561,0.6578415019237778,6,10,15
12113387,6592635,21019891,0.24959372409555686,0.32999388583931083,0.5631163364880332,18.024075321369956,7,10,12
19488332,12760723,12755176,0.07941346402093459,0.5274304757887899,0.19074414869402825,0.2700649732922374,3,3,3
12755176,7685216,12760723,0.4042927787076187,0.46522307183619777,0.24415810534668686,0.7062898471014378,5,7,7
12757860,7685216,12759145,0.7570200957279045,0.7699418588165348,0.8276340359051351,0.9396909644955579,3,7,7
12759145,7685216,12760723,0.14584097891983772,0.3319110080601486,0.8807512971558933,2.547798682002961,6,7,7
12760723,19488332,7685216,0.07941346402093459,0.29341652002048857,5.242624776941887,0.3456910875169648,6,7,7
12764317,19488332,12760723,0.678671166832039,0.7577140626830352,7.704982078925121,1.469680247347316,2,7,7
12765203,12759145,19488332,0.7313436606675345,0.8272896688194196,1.2106264347780478,16.170521906143378,4,7,7
7685216,12759145,12760723,0.14584097891983772,0.29341652002048857,1.1353942971519686,2.892756093837464,6,7,7
13297840,13300495,20294914,0.37815664229095797,0.6124355533639484,0.9350601988134523,2.0921898272017305,3,4,5
13300495,13303312,13297840,0.3232183656529227,0.37815664229095797,0.3370528029573862,1.0694498613767898,3,4,5
13303312,20294914,13300495,0.3150012785663873,0.3232183656529227,6.638402354297311,2.9668941816408236,3,3,5
20294914,13303312,13300495,0.3150012785663873,0.4164619287438227,0.1506386546986955,0.4469289481557608,3,3,5
13825636,13828902,14510386,0.2395449952335748,0.4239516695509348,0.5599734427679411,1.3015100046717503,3,6,7
13828902,13825636,14510386,0.2395449952335748,0.24071776692684801,1.7857989747817566,2.3242352320110107,3,4,7
14510386,1699530,13828902,0.0702192007060647,0.24071776692684801,0.1638415952318665,0.43024904976367845,3,3,7
1699530,14510386,13828902,0.0702192007060647,0.24801451108650566,6.103456198560646,2.626006229704951,3,3,7
14805237,14809906,13698383,1.098157776983905,4.114519756005449,0.6471632851683711,0.2718811586591962,0,1,1
14809906,14805237,9189660,1.098157776983905,4.440501919413119,1.545205086440947,0.22158292105403177,0,1,1
15207474,8316346,8317333,0.17692581357081472,0.22422071986806874,0.43991363608456296,0.20694957641401227,2,2,4
12575319,9521792,3436084,1.0026749378814646,1.2045162489767731,5.499427645778925,1.2184645219304968,0,25,48
14875627,8292327,17458111,0.5139442388146919,2.5278357299563115,0.14611813723379413,0.5832326325764935,1,1,2
8292327,14875627,10891573,0.5139442388146919,1.6926701391442251,6.84377736351761,0.6156532483069097,1,2,3
15274005,10172252,10219261,3.714618114547731,8.911959955769632,0.1721783221657287,0.13567479742563002,0,0,0
15445483,2120453,17611275,0.1365152471648291,3.6605030687574778,0.16784033187625935,0.9602522173757168,1,1,1
2120453,15445483,10193360,0.1365152471648291,3.6232753961071436,5.958043509692605,0.8322088631772123,1,1,1
15641197,8377959,9393166,0.3788814002506864,0.9928388782488273,0.13113509181998814,0.37097324402477966,2,2,8
8377959,15641197,9393166,0.3788814002506864,0.9556001382058646,7.625723870866851,2.828939522412676,2,2,8
15859419,11474474,9868559,2.052198892434099,2.1264086722170914,0.1880359371696135,0.27914509413476873,0,0,5
16056371,9693099,9845892,1.8697194391236902,2.4675156195349395,0.1657830950233648,0.18980278083332677,0,1,2
16204627,10079658,8439348,2.422859146032761,3.0686151695178125,0.14720334440247926,0.33690697536179576,0,0,1
16437977,17054447,8362459,1.3921022495846653,1.9327992289920441,0.8016180203508418,0.20790478355247033,0,3,7
16578043,8937439,16939581,3.487162590234625,4.5370842276097525,0.5529425103217561,0.7756254159623528,0,0,0
8801709,8995405,18299728,1.313482984940162,2.5942433836067473,0.5086166055943647,1.7532629508154565,0,1,3
14088298,9833053,10869120,1.6711999463496738,6.663637265561748,0.3782856331315588,0.3204709428877088,0,1,1
8978300,1699530,13828902,2.575735833702674,2.6144213705110233,0.566435377982558,1.487462831307476,0,0,4
8991643,9756070,8619213,1.8345399338305153,2.7592117409494605,0.5419719169474422,0.7465762123591024,0,1,3
9029372,9430663,16120199,5.510031999827973,5.923375679368125,1.0154272657677168,1.4667434476832186,0,0,0
9168150,8274106,14800188,1.5020948263433294,1.56756128851728,3.673636124693753,3.347877208149327,0,2,2
9203269,9720428,15528597,6.079708310927779,7.86444791860614,1.0531527687250595,6.572014625906409,0,0,0
9212872,9214338,14436222,1.447986522892721,4.235138582118065,0.9102294087057385,6.8998610100521,0,1,1
9317854,9045696,8328197,3.210221863060201,9.600371370902492,1.0546207138917358,0.3503920924417852,0,0,0
9423954,16956975,20782068,1.5413382013825665,2.5976874953959648,3.229405497559323,10.353532302590688,0,1,3
9685742,17780224,9865664,1.2107545339803303,4.18036321131541,2.0825510994523615,1.0433677871655835,0,1,1
9688294,11548124,8890851,1.758881394790761,1.9801357413492071,1.4793992299152712,0.8867583711319125,0,2,14
9878130,20770175,13720597,8.097870371586437,8.16740758917677,5.609638641190037,1.1511393254225732,0,0,0
9904113,17391092,10350099,1.7649186873882632,1.876086288137638,1.0600849929663352,0.6316939961036291,0,3,3
10031996,8900328,9706645,1.7873838949156573,4.222517239314688,1.2798343530962901,1.617687790806195,0,1,1
10039759,9744960,16657910,2.6268125914946068,3.025946802854054,1.06770755526599,3.736674499912643,0,0,1
8316346,15207474,8317333,0.17692581357081472,0.24731056025793724,2.273173454909167,0.4704322836090289,2,2,4
8317333,15207474,8316346,0.22422071986806874,0.24731056025793724,4.832094935045692,2.1257044527817506,2,2,3
15358400,8335907,10107361,0.2658222700633197,6.163373586238753,1.3564975111012676,0.4242238090103482,1,1,1
8335907,15358400,10107361,0.2658222700633197,6.345189350812862,0.7371926537396692,0.3127346755438892,1,1,1
15393778,2112126,9434707,0.10709941876524855,2.950964816044866,0.10526504990384927,0.21594484653989837,1,1,2
2112126,15393778,9434707,0.10709941876524855,2.868151785822673,9.499829249246693,2.051439169383815,1,1,2
15814161,8390996,17485458,0.2973781390798779,1.8062369799043185,0.10521103734336695,0.5687518005027677,1,2,2
8390996,15814161,17485458,0.2973781390798779,2.0022597089511547,9.504706210018611,5.405818770197923,1,1,2
16001261,8423929,8425117,0.645440466302653,0.7326113825745297,0.18967813793180469,0.12482862592137281,2,2,3
8423929,8425117,16001261,0.4709497665762549,0.645440466302653,0.6581076094613111,5.272088870671705,2,2,5
8425117,8423929,16001261,0.4709497665762549,0.7326113825745297,1.519508338185821,8.010982998642323,2,2,6
16173789,17731118,9630011,3.05261630757759,7.701763697489135,0.43136211850060024,0.2508127087626432,0,0,0
16238797,9766116,16971377,5.476854535314085,7.9216307556665075,0.241864650159169,0.758466061351269,0,0,0
8452651,16146146,15282185,0.15118582371850822,5.3353904878043075,6.697880333749821,11.406377878707781,1,1,1
16536186,8493457,8858657,0.26496383872885637,4.040459829409229,0.1998262096442523,0.30278342683208026,1,1,1
8493457,16536186,8858657,0.26496383872885637,4.175620933946871,5.004348537563144,1.5152337992654779,1,1,1
16565964,2486314,8505437,0.06480556190039245,0.17138874869217688,0.2976382649544252,0.6731414076149046,2,4,6
2486314,16565964,8505437,0.06480556190039245,0.18987129879526346,3.3597830579785213,2.2616090969283706,2,4,6
8505437,16565964,2486314,0.17138874869217688,0.18987129879526346,1.4855719596024122,0.4421630605210074,2,4,6
16604515,8510330,9970076,0.195616714219282,2.3436910606618944,0.2993365233598867,0.30901363752828964,1,1,3
8510330,16604515,9970076,0.195616714219282,2.295242450309564,3.340721635888444,1.0323285446753465,1,1,3
16986867,8283637,14837488,1.7618142864853938,1.9113213693486826,0.699304683780779,1.764941486171462,0,2,3
17158415,10245547,16978214,5.756492358525793,7.572360575359127,0.17668703231526564,1.331253901642877,0,0,0
17283835,2599935,10061897,0.0710833886149481,1.8575408443955999,0.15364136657199057,0.2813244240240968,1,2,2
2599935,17283835,10061897,0.0710833886149481,1.9136662897111734,6.508663794860465,1.8310460932556123,1,2,2
17352149,8605414,17548740,0.5602110112006027,4.071087647636797,0.3032458460411847,1.7085933917127423,1,1,1
8605414,17352149,17548740,0.5602110112006027,4.402899089668504,3.297654405014297,5.634350524559842,1,1,1
17438870,8876819,10342135,1.7596808579616277,3.7194707128831843,0.7514242321684026,0.3856419580643209,0,1,1
21379521,8166017,13965936,0.36665879549643976,0.7397656191872373,0.10041465227136291,0.20267876139633373,2,2,3
8477085,16390783,2446633,0.3951415155942473,0.41468681850106726,3.7710336845658623,1.3689343267507375,2,2,2
16639749,10297070,15921053,2.0157531461762446,3.8599431977309604,0.24491277156411484,1.2683620116594152,0,0,1
16861200,2531699,17853026,0.10285809981141812,1.5781169903060392,0.36075620550634563,0.8480757714924887,1,2,3
2531699,16861200,17853026,0.10285809981141812,1.6751556533420249,2.7719550897161493,2.350827951253554,1,2,3
17045098,9922347,11048306,1.220245904822191,1.6641773907070339,0.25440429573821577,0.24124725228140606,0,2,2
17089652,2754913,17554489,4.283042527962221,4.356462915843133,0.24950565225232652,0.9567802877727808,0,0,0
17120125,10067592,9402697,3.136918037748844,3.2983372184820086,0.3107062783491257,0.5269339988870352,0,0,0
17666084,9227009,17060657,2.96538944349178,3.702392508368225,0.4165143653418576,1.295683252008815,0,0,1
17682256,13787626,1383228,3.7351556189764525,3.7470955972165845,1.3720462739048485,0.32319159589635743,0,0,0
17689286,9966100,10303118,1.5376017499848584,2.412810991640346,0.6657475319543684,0.4237471127445996,0,1,3
17783096,17995799,10953354,3.3052269587389067,3.4693950210817857,0.7423954920482759,0.22435042580043996,0,0,0
17805325,15018059,11273277,2.6003510393559193,2.902940881930998,2.2157591073655056,0.1540672063173708,0,0,2
18004918,13190587,13184670,2.926355212617329,3.1198249649478433,0.747631876268434,1.4649133669653458,0,0,1
18063591,10188322,13876411,1.7687369954461876,3.3636760055169934,0.41088763594603944,0.5354636407283602,0,1,1
11041878,17271201,9775886,2.485863802373345,3.1995068703854916,2.9100373288331802,1.1711377255016502,0,0,1
16157603,9688294,11548124,2.71242211563306,3.1674833967016305,0.23903937158990793,0.35363466224954015,0,0,1
16487718,8487358,9112390,0.749550752127591,2.791623244315406,0.41527503624915396,0.19126786269603968,1,1,2
8487358,16487718,9112390,0.749550752127591,3.4558621164865406,2.4080426529660857,0.46058117151372435,1,1,1
16494872,16281214,8689645,2.183711942308723,3.1590615293361384,1.8201634906061839,0.37058923204460786,0,0,1
16673537,1399922,14384639,1.2721521275503385,1.2858945068362244,0.3592262790541887,2.4139863295126096,0,3,3
16684539,17763271,17033425,1.5431122201318057,1.934084926783094,1.3093359471188541,1.6813604971285203,0,2,3
16886030,8550655,10137295,0.7173946619338201,1.1687020704143753,0.5306270315950237,0.3174075707797719,1,2,3
8550655,16886030,10137295,0.7173946619338201,1.8736496965272562,1.8845628670557504,0.5981745216139279,1,2,4
17060657,17014995,8563942,2.727466469078874,2.8190377755884,0.9354543479712474,0.3615410155860441,0,0,2
17167734,20724973,8343102,2.1329168690888665,2.3735968187592644,2.088005203727877,0.1280315180731526,0,0,6
17395889,8617277,17068441,0.33249181789582916,5.307288783259391,0.4987069741112275,1.5603897864586458,1,1,1
8617277,17395889,17068441,0.33249181789582916,5.615318442332467,2.0051855135616536,3.1288709953164386,1,1,1
17539584,10438463,15242251,1.7855249488889868,1.9557798939512985,0.20692792801849685,1.596638903991347,0,3,3
12681786,19291687,14851689,0.47918588143843277,2.0354425087494166,20.28164288415333,7.394475776847442,1,1,2
19291687,14851689,14007135,2.4481207108324536,3.2599978523341004,0.36458958571965455,0.31422711963763283,0,0,1
13628048,629179,17932703,0.7806091551029609,0.8294782703959476,1.0506812631148625,4.909444891013313,2,6,6
13629343,17923940,629179,0.13746088441904392,1.175107739401415,4.772909441132594,0.844944577693965,1,4,6
17923940,13629343,629179,0.13746088441904392,1.0492931461571575,0.20951581259473961,0.1770292497930702,1,4,5
17932703,629179,13628048,0.05582083960241904,0.8294782703959476,0.2140122328367762,0.20368901621250285,2,6,6
629179,17932703,13628048,0.05582083960241904,0.7806091551029609,4.672630095694971,0.9517634273170418,2,6,6
3868859,10166064,15909288,2.804547248545093,2.833407309191649,0.4407550118478941,4.421875008440183,0,0,2
12119975,6615740,6611995,0.43917116238374126,0.5154771049068444,0.23908346237904216,0.613724528920436,8,13,16
12122357,12127247,12129528,0.14568529615863873,0.15188545449185425,0.698417792490094,0.7242175846207063,9,13,15
12125393,12131890,12132759,0.6953729244792706,0.7631606443727081,0.6076221545800995,0.41516034018890335,7,12,17
12127247,6613432,12122357,0.1167766760130843,0.14568529615863873,0.37116135954562596,1.4318077385094448,8,13,15
12129528,12122357,12127247,0.15188545449185425,0.1917922074505736,1.3808004959224085,0.9643756342313554,9,13,15
16550702,8496655,9759526,0.6565785010049426,3.004641977654689,0.4074680953868293,0.4762011339047813,1,1,1
8496655,16550702,10530946,0.6565785010049426,3.1386801293445905,2.4541798764653002,0.7882453643322144,1,1,1
16614949,8114252,10963566,2.4268788533744687,2.7398974695305376,0.1646723115541327,0.301072610905538,0,0,2
16623392,10076353,18363467,1.9764008000472901,2.801024981674264,0.23204343310005862,0.6889066837809508,0,1,2
16736004,18106756,9194556,1.651936715480899,2.2133193104050295,0.25752106456965923,0.16560250943516266,0,1,3
17001551,20069906,10767898,4.524162571642689,4.870417111254482,12.966544909473388,0.5133489257865386,0,0,0
17171463,12137660,2065456,2.038954179758771,2.2225873191514642,0.16691279187638688,0.43047990404326075,0,0,10
17293007,10148849,8749733,1.169838084735317,4.976354414980932,0.3669495244142877,0.5772567121859349,0,1,1
17451596,10875680,9858662,1.1501566276212456,2.0229291944107675,0.3031251905254464,0.5618584861662241,0,1,3
13683866,20670327,18171868,0.33114216813163216,2.033288309825997,7.820043899153882,2.293840317016593,1,1,2
20670327,13683866,18171868,0.33114216813163216,1.9312774886063424,0.127876519990917,0.29332831715494373,1,2,2
13787626,1383228,14289610,0.1480016217945628,0.3397009750383349,0.23555444305573822,1.1027021053578585,3,3,3
13792383,1383228,14289610,0.8118540325284186,0.8204124049199581,0.709298017023856,3.320440092540664,3,3,5
14289610,13787626,1383228,0.3397009750383349,0.38624658112805893,0.9068632363547282,0.2136156645672623,3,3,3
1383228,13787626,14289610,0.1480016217945628,0.38624658112805893,4.245303068910377,4.68130463196965,3,3,3
14476588,18395812,11946354,3.5159369343816933,3.7162387864638444,0.10732195780225537,0.12353139208144603,0,0,0
12093500,6084348,6086969,0.24536098626960623,0.2894268550566563,0.6236833726649041,0.4562581928825108,9,12,14
12095481,6084348,16774780,0.9078028941433213,0.9245713244163951,2.364308235385233,14.311718920373137,4,13,14
12096258,16774780,6084348,0.2457723347140099,0.30745706282913904,3.5370655860725213,0.5843262672203825,8,12,14
12099012,20995479,6082966,0.27013154654961924,0.3139047786863106,26.440248725882725,1.458377205025284,8,12,15
12100014,6086969,12095481,1.3570253387363835,1.453716783776565,1.5082536868825909,0.8720146687977206,0,13,14
18961506,14607787,13844385,4.602337239871572,4.925181527528051,0.3500438954415909,0.13168849749017297,0,0,0
12200589,18961506,7164802,0.2328317754804384,0.24441850300860368,17.033419789501718,1.4448784972043938,7,7,7
12201834,7164802,12202541,0.3602401930114211,0.36616481689267116,1.5305159417457674,1.6928111244718524,7,7,7
12202541,7164802,18961506,0.22133461961810702,0.22426912958065032,0.9041268217228191,10.658592903936203,7,7,7
12204541,7167139,12202541,0.3053091728747363,0.5429397526514387,0.7320634953762835,2.525958746201039,7,7,7
7164802,18961506,12202541,0.16977988228384994,0.22133461961810702,11.78882502747368,1.106039524515481,7,7,7
7167139,12204541,12202541,0.3053091728747363,0.558819273042346,1.3660017284238386,3.450464013237932,6,7,7
7168276,7164802,12201834,0.3294310991251709,0.39924115302230606,2.872175988502799,1.8766063849205523,6,7,7
13209567,19862361,217858,0.18074328664527856,0.20242053038671196,3.5905833887090632,0.15387369223649372,2,5,5
13212925,13214972,13209567,0.39989297154211023,1.1651635503731366,0.7460972117619828,3.3981263886737865,1,5,6
13214972,13212925,13209567,0.39989297154211023,1.264848383369125,1.340307917299946,4.5545357027253495,1,5,6
13215579,217858,13209567,1.182830049157607,1.2121670455948637,0.9066211089869047,5.891982546265855,0,6,7
19534448,17723838,165249,3.0284194730563287,3.0606999974252562,0.1120912961347258,0.14366670452760513,0,0,0
12784661,7704502,7703262,0.2633405198339069,0.37865613719998814,1.093615227882245,1.2784985649256189,4,5,10
12785591,19534448,7703262,0.6010735028764853,0.6402831763413237,10.807687334759299,0.7123358257026687,4,4,5
7703262,19534448,7704502,0.20450445774852252,0.2515270803397794,15.172179953322273,0.8553902662736819,4,5,7
7704502,7703262,12784661,0.2515270803397794,0.2633405198339069,1.1690570251123835,0.9143983866578664,4,5,11
13632282,13638550,17937667,0.9220128917653024,1.0043217021434534,1.468011555316957,11.771125232282849,1,9,10
13633591,13640611,13639820,0.2858193748839195,0.3752960292987668,0.36769699965796687,0.5434268857701182,6,8,9
13635666,13633591,17937667,0.425322938702347,0.6591298231938649,2.060450927351547,7.5090731194550635,6,7,9
13637022,13640611,13633591,0.5521179882991564,0.5549578170145075,0.5966869872386623,1.6227681699706629,6,8,11
13638550,17937667,13640611,0.20114741520996762,0.32118421459091473,8.018414561962597,0.8090112008678948,7,8,9
13639820,17937667,13640611,0.1511596034996439,0.16270640319400048,6.706299370933689,0.6766264409919367,6,8,10
13640611,13639820,17937667,0.16270640319400048,0.212690422350651,1.4779203699666192,9.911376447397224,6,8,10
17937667,13639820,13638550,0.1511596034996439,0.20114741520996762,0.1491135341100608,0.12471293324540192,6,7,8
15038750,8294141,234330,0.8106448722228414,3.00207398794072,0.1543608580788094,0.16854973744977694,1,1,1
8294141,15038750,234330,0.8106448722228414,3.5948505162604176,6.478326257356298,1.0919201897914002,1,1,1
15298813,8328197,17017274,1.0112566522309752,2.466635405277886,0.12735981862016138,0.4010151396088468,0,1,2
8328197,15298813,8660832,1.0112566522309752,2.666379213116988,7.851769976073894,1.2879344426548767,0,1,3
15501297,2297046,16657910,0.11560712054926335,1.78595604610159,0.17858756511443225,0.44415324719258964,1,2,2
2297046,15501297,16657910,0.11560712054926335,1.8576878718906396,5.599494003735575,2.4870334443945903,1,2,2
15583094,11481250,10806825,3.8090555684558014,4.595415420828028,0.15575851515312916,0.11337296800053111,0,0,0
15802049,2340103,8385339,0.0707600336548015,0.20103172934548375,0.3455710194697597,0.4307451936553444,4,5,5
2339506,8385339,8384308,0.09175646533239495,0.22790939946543629,1.118439797393414,1.0047887429015474,4,5,5
2340103,15802049,8385339,0.0707600336548015,0.2161503724443686,2.8937611768903215,1.2464737185319388,4,5,5
8383464,15802049,2340103,1.0396532304566142,1.078349496014512,2.8045972391251044,0.9691875271265358,0,5,6
8384308,2339506,8385339,0.22790939946543629,0.24126215984037583,0.99523407986467,1.1131094026428623,4,5,5
8385339,2339506,15802049,0.09175646533239495,0.20103172934548375,0.8941026618782304,2.321558115399746,4,5,5
2659779,21379521,140113,0.11464985146142437,0.17532757880646574,169.48711636324884,2.3399896710117036,33,61,90
11149101,12067212,10473450,1.987387749252092,2.135393745061481,1.087045636480124,1.7898312657588138,0,1,3
12131215,6612866,8980186,0.8443372135814927,1.0168534183861846,1.1329826324836985,2.951161858800619,1,11,14
6615740,6613432,18601016,0.16464409284853,0.18582673736508074,1.4936132259344426,45.35157479675957,9,13,16
6611995,18601016,6615740,0.1364249538426346,0.21999451076079968,17.66722856233934,0.3895615233101384,10,13,17
6612866,12127247,12129528,0.6058574715967879,0.6393746493767887,3.351737346497834,3.475551670453908,9,13,14
6613432,18601016,12127247,0.11282303493227688,0.1167766760130843,30.36366711896681,2.694245977609834,10,13,15
12131890,12125393,6611995,0.6953729244792706,0.8105357535026713,1.6457596097546103,1.7554238544822676,6,12,16
12132759,12125393,12131890,0.7631606443727081,0.893624705671447,2.408707921245529,1.4635842968613608,2,14,18
18601016,12122357,15402075,0.2577948879836242,4.970148564968265,0.12704796904389754,0.22337881708038607,1,1,1
19331309,7634995,12709173,0.11640413300859442,0.2067038725489282,0.1593506614885258,0.18197321740811753,4,6,8
12707837,12711009,12709173,0.7990385110030735,1.0832569767731086,1.0156527722992132,1.543588996884641,1,8,10
12709173,7634995,19331309,0.20628402028763293,0.2067038725489282,0.8756819479162401,5.495314168992605,5,7,10
12711009,19331309,12709173,0.35100890866009865,0.4065500298951822,8.351778006255753,1.5197999148767123,6,8,10
12712401,12709173,19331309,0.5779597976513405,0.680332648347228,2.574150400047071,14.145765166496652,5,7,10
14104040,9918196,8391630,1.1648732172904248,4.514993814768453,0.7526285745622782,1.848732289948644,0,1,1
8963514,9352515,10167709,6.6096776577447685,8.79862215122734,1.2472572884612045,0.9101547801676338,0,0,0
8990038,17374402,15511663,1.3961910726584341,2.8418323072722664,2.3518919641053535,3.7857002499931003,0,1,2
9005185,20339743,636522,6.1620547246132675,6.313267483536166,8.960785046331358,0.33760624904035985,0,0,0
9191103,8884849,9944856,0.8521652098191991,3.00166982452169,1.3384943099404056,0.5613304116087882,1,1,1
9224715,9169641,9733375,4.394025556987654,4.934964584629418,1.8892711697264486,1.9479922052897092,0,0,0
9316359,18371252,8809751,2.223897930864104,4.293198889249097,1.5480576412345233,0.9590145109394036,0,0,1
9411959,13692748,20710010,1.4176682662660012,1.4854001531543222,1.5906647328858694,13.222090347694015,0,2,3
9425387,17363052,18399452,2.285178758205366,4.092371103979736,2.6169719450935114,2.140176521378283,0,0,1
9609022,17875911,9292389,1.88789856981102,6.646153479301411,2.6164264523574974,0.9020315020008385,0,1,1
9686959,17791088,10257626,1.7405629887658027,2.236005475928872,3.7169029142746264,0.9430812643492282,0,1,2
9716327,16636196,8549262,4.011861734598359,6.62559812995359,2.3291368422980567,1.0260469161659627,0,0,0
9876754,9968042,9119231,6.29355213105008,8.28326199768837,0.7553234765345868,2.1150058549341226,0,0,0
9885454,16462660,17707803,4.98875551477588,6.784476870068725,4.871012180549126,3.153905976006193,0,0,0
9887868,14359554,13806264,2.9999077519780686,3.1214055826785914,7.499680204073269,0.727615061332512,0,0,1
13681351,20640561,10423372,0.5209193552820669,3.8503398008720517,4.372506936945105,0.34424726491242097,1,1,1
20640561,13681351,16167925,0.5209193552820669,4.28603716968443,0.22870175266060522,0.1315979335807335,1,1,1
13732942,14066925,14059469,0.48531844021102344,0.8043037889429858,2.352704972358044,6.113339916652692,2,3,5
14059469,14066925,13732942,0.5622904946113034,0.8043037889429858,0.3848477271727183,0.16357670498183938,2,3,5
14066925,13732942,14059469,0.48531844021102344,0.5622904946113034,0.42504266865119544,2.598430312545937,2,4,5
13851368,14632180,8636849,0.13146965938965313,2.352269912651519,6.223983712065739,1.0038777313265002,1,1,2
14632180,13851368,8636849,0.13146965938965313,2.2534927529370226,0.16066880092591054,0.16129183136845215,1,1,2
14757929,1763816,14761476,0.1823293285699056,0.8392881033429086,0.25089126922622756,0.9596100848868443,2,2,2
14761476,14757929,1763816,0.8392881033429086,0.9757518537150629,1.042089923552563,0.261451263567965,2,2,2
1763816,14757929,14761476,0.1823293285699056,0.9757518537150629,3.985790350872291,3.824804616941724,2,2,2
15165512,8312525,9123036,0.5813788788856967,1.123159266560895,0.45169201578939944,0.18396760161449716,1,2,3
8312525,15165512,9123036,0.5813788788856967,0.8757147119960932,2.21389788848127,0.4072854847632988,2,2,4
15282185,8322065,9730696,0.5517836266035078,2.4428625830056996,0.10349071768393084,0.14830719911608437,1,1,2
8322065,15282185,9730696,0.5517836266035078,2.026995796844086,9.662702340649354,1.4330483200341382,1,1,2
15484682,2289703,8350031,0.44204461571375026,0.4429834218562245,0.11847200463911838,0.1239487155888956,2,6,8
2289703,15484682,8350031,0.44204461571375026,0.7148337978380348,8.440812688585241,1.0462278912765934,2,3,8
8350031,15484682,2289703,0.4429834218562245,0.7148337978380348,8.067852863572462,0.9558147018808811,2,8,8
15882040,8407168,8406314,0.08728101955525062,0.5716900153602963,0.4539581305647847,0.20189466720256047,2,2,4
8406314,15882040,8407168,0.5716900153602963,0.5840430453033888,4.953077829424302,2.2484899519873376,2,2,4
8407168,15882040,8406314,0.08728101955525062,0.5840430453033888,2.2028463258403725,0.4447429258539251,2,2,4
16150065,11984724,10616938,2.024688374482493,3.6754681971389256,0.3047000205505634,0.2341688020504507,0,0,1
16161679,8745474,10455656,1.0768495021309628,4.196068712287045,0.28786841124078916,0.11639633976384194,0,1,1
16262527,17500195,18387572,5.678524800451066,7.193674849506696,1.2904369384286505,0.6694679141663198,0,0,0
19862361,13209567,9015913,0.18074328664527856,3.1261999756312493,0.27850627370042336,0.12463211306339028,1,1,1
217858,19862361,13209567,0.06769903796763029,0.20242053038671196,23.334615141297668,6.498836711236291,2,5,5
13806264,14359554,10417878,0.690437074495109,2.342174403644578,10.307208581332539,0.933884231691939,1,1,2
14359554,9887868,17710820,2.9999077519780686,4.830027279557151,0.13333901883667978,0.30795556475539915,0,0,1
14384639,1399922,14390989,0.07515125352571982,0.5500163270245354,0.14881040321662364,0.9475934167019949,2,3,3
14390989,14384639,1399922,0.5500163270245354,0.5928695722451067,1.0553049254820712,0.15704035147747597,2,3,3
1399922,14384639,14390989,0.07515125352571982,0.5928695722451067,6.719960287617108,6.367790129044816,2,3,3
13871597,14706695,17033425,0.5534111381801655,1.8376294333685057,7.300515834175865,4.5406459639570125,1,2,2
14706695,13871597,17033425,0.5534111381801655,1.4393378440959892,0.13697662229820876,0.6219623471948258,1,2,3
17494069,9040799,18297371,1.9503385108733573,4.139390973459945,0.5867137680098984,0.544016344007882,0,1,1
17535726,11269143,17788553,0.6411952846540098,1.8466136570205478,0.25941312584158216,1.3406317117086017,1,2,2
17662153,12715079,19354332,1.364423904987981,1.409191031115618,0.8331479661860037,6.496444818205714,0,6,6
17697184,17505528,12100014,1.3252950078019838,3.1225181126622235,1.0120557868008275,0.2506356498069353,0,1,1
17886930,18357987,10357347,10.515208387525224,10.704096841507646,0.824450698017769,0.4007582683570997,0,0,0
17990051,10176511,2334225,0.8700877949806383,1.8686470887920956,0.3985388561060421,0.3385043587395692,1,4,8
