GalaxyID_test,Snap_Last_Merger,L_Last_Merger,Redshift
8963514,28,1.306153416633606,0.0
8383464,28,1.0143072605133057,0.0
15802049,28,1.0172247886657717,0.0
15501297,28,1.3144880533218384,0.0
10842572,28,1.0139181613922121,0.0
17937667,28,1.3736990690231323,0.0
18961506,28,1.2938764095306396,0.0
16072004,28,1.07325279712677,0.0
8482145,28,1.027882099151611,0.0
8448035,28,1.0159597396850586,0.0
16420094,28,1.017526149749756,0.0
13163160,28,1.0304865837097168,0.0
13160766,28,1.0180164575576782,0.0
10803440,28,1.495100021362305,0.0
10214810,28,1.011096715927124,0.0
10191300,28,1.014712929725647,0.0
10113002,28,1.0155171155929563,0.0
8290282,28,1.0204988718032837,0.0
14861045,28,1.313726544380188,0.0
9112390,28,1.0197246074676514,0.0
13889992,28,1.0124486684799194,0.0
13965936,28,1.0927242040634155,0.0
18544428,28,1.0374348163604736,0.0
8725617,28,1.1622118949890137,0.0
11531794,28,1.0151211023330688,0.0
17997834,28,1.0334526300430298,0.0
11535135,28,1.3199306726455688,0.0
17818556,28,1.0119094848632812,0.0
17545416,28,1.0760796070098877,0.0
17559547,28,1.1424930095672607,0.0
9073344,28,1.0313782691955566,0.0
8845658,28,1.0194219350814822,0.0
15851557,28,1.013717532157898,0.0
8616635,28,1.0202863216400146,0.0
17336996,28,1.014775276184082,0.0
16882280,28,1.1372376680374146,0.0
14289610,28,1.0260367393493652,0.0
17171463,28,2.0462605953216557,0.0
17001551,28,1.494839429855347,0.0
8496655,28,1.0126510858535769,0.0
15265735,28,1.01022469997406,0.0
16347099,28,1.0213547945022583,0.0
14164096,28,1.0321718454360962,0.0
20755890,28,1.015885591506958,0.0
8230966,28,14.521581649780273,0.0
8228661,28,1.0286583900451658,0.0
10431233,28,1.0152957439422607,0.0
15289520,28,1.0353187322616575,0.0
10554760,28,1.0253722667694092,0.0
8664336,28,1.1198008060455322,0.0
17780224,28,1.0827854871749878,0.0
17441218,28,1.0501004457473757,0.0
18439238,28,1.0201504230499268,0.0
18426434,28,1.0110968351364136,0.0
17461240,28,1.647254467010498,0.0
17416021,28,1.0747061967849731,0.0
20742138,28,1.3386391401290894,0.0
20915734,28,1.0306981801986694,0.0
16761384,28,1.2501437664031982,0.0
19076566,28,1.0744547843933103,0.0
17229908,28,1.0342391729354858,0.0
12183209,28,1.014360427856445,0.0
13785719,28,1.0114221572875977,0.0
20339743,28,1.1545141935348509,0.0
19250447,28,1.059551477432251,0.0
15611795,28,1.0108436346054075,0.0
13864313,28,1.0103540420532229,0.0
14677787,28,1.222003936767578,0.0
16173789,28,1.5003973245620728,0.0
17923940,28,1.2389044761657717,0.0
17395889,28,1.0131371021270752,0.0
16487718,28,1.2920669317245483,0.0
16157603,28,1.3089845180511477,0.0
17805325,28,1.0109595060348509,0.0
16861200,28,1.1040165424346924,0.0
16639749,28,1.1432338953018188,0.0
21379521,28,1.0459599494934082,0.0
17283835,28,1.644115328788757,0.0
16536186,28,1.014337420463562,0.0
6082966,28,1.0165462493896484,0.0
15358400,28,1.0129027366638184,0.0
15046948,28,1.0203620195388794,0.0
9203269,28,1.0233525037765503,0.0
6066835,28,1.1349879503250122,0.0
15641197,28,1.0157824754714966,0.0
14875627,28,1.0116038322448728,0.0
14809906,28,1.265531063079834,0.0
14510386,28,1.015334963798523,0.0
20294914,28,1.0147988796234129,0.0
13303312,28,1.0114810466766355,0.0
2446633,28,1.0114247798919678,0.0
16390783,28,1.1424405574798584,0.0
15909288,28,1.439476490020752,0.0
19575152,28,1.1964428424835205,0.0
18029434,28,1.0118166208267212,0.0
8730962,28,1.0114846229553225,0.0
2331970,28,1.0122628211975098,0.0
20089287,28,1.0854744911193848,0.0
15984133,28,1.0144753456115725,0.0
9296340,28,1.0241326093673706,0.0
9243465,28,1.0115339756011963,0.0
17704711,28,1.0181816816329956,0.0
8500518,28,1.2034833431243896,0.0
16543297,28,1.1084392070770264,0.0
16888475,28,1.0110957622528076,0.0
13806972,28,1.025827169418335,0.0
15846479,28,1.1179755926132202,0.0
15430411,28,1.5777757167816162,0.0
17304600,28,1.836064696311951,0.0
17635405,28,1.0116856098175049,0.0
13202230,28,1.0108315944671629,0.0
10383397,28,1.0113894939422607,0.0
10362671,28,1.02691388130188,0.0
10311973,28,1.05347740650177,0.0
14120120,28,1.3537030220031738,0.0
10231285,28,1.0315083265304563,0.0
10201808,28,1.0133738517761228,0.0
10150866,28,1.0261890888214111,0.0
9691855,28,1.4115183353424072,0.0
9647056,28,1.0132325887680054,0.0
9146095,28,1.0210026502609253,0.0
13715537,28,1.0148358345031738,0.0
17832606,28,1.0123612880706787,0.0
8714156,28,1.0209581851959229,0.0
14774113,28,1.0142078399658203,0.0
9991034,28,1.014230489730835,0.0
15528597,28,1.4349753856658936,0.0
15336991,28,1.0574175119400024,0.0
9063624,28,1.0122655630111694,0.0
8926834,28,1.0622156858444214,0.0
8900328,28,1.3112635612487793,0.0
8860263,28,1.0992653369903564,0.0
18112848,28,1.3097143173217771,0.0
17873830,28,1.011691689491272,0.0
15823417,28,1.3836208581924438,0.0
16500249,28,1.023188591003418,0.0
10187398,28,1.013884425163269,0.0
16981991,28,1.032832384109497,0.0
12775453,28,1.0160027742385864,0.0
16911816,28,1.2791224718093872,0.0
8524812,28,1.015130877494812,0.0
8583418,28,1.0753003358840942,0.0
16650763,28,1.02379047870636,0.0
16229685,28,1.8021986484527588,0.0
18020417,28,1.0124880075454712,0.0
17791088,28,1.0959659814834597,0.0
17733931,28,1.0103579759597778,0.0
17532642,28,1.0102647542953491,0.0
8554100,28,1.0170800685882568,0.0
19814705,28,1.0207098722457886,0.0
12744881,28,1.0139268636703491,0.0
15187264,28,1.1497788429260254,0.0
18440934,28,1.0213764905929563,0.0
20009128,28,1.0244766473770142,0.0
15890725,28,1.0102089643478394,0.0
8402936,28,1.20419180393219,0.0
8386413,28,1.0351818799972534,0.0
14766123,28,1.897417902946472,0.0
13217142,28,1.0172275304794312,0.0
12638128,28,1.0172626972198486,0.0
9055873,28,1.0121238231658936,0.0
9081991,28,1.310557842254639,0.0
8920434,28,1.0168545246124268,0.0
8832240,28,1.0233798027038574,0.0
8829294,28,1.0264075994491575,0.0
18167601,28,1.4846435785293581,0.0
8782361,28,1.012676477432251,0.0
18356558,28,1.0288927555084229,0.0
10350099,28,1.012930154800415,0.0
17786783,28,1.0171334743499756,0.0
8778322,28,1.0370864868164062,0.0
8692369,28,1.728102445602417,0.0
17845683,28,1.1876635551452637,0.0
8653534,28,1.0238676071166992,0.0
17710820,28,1.0149682760238647,0.0
18250541,28,1.7245672941207886,0.0
16965345,28,1.0270119905471802,0.0
8530808,28,1.0108933448791504,0.0
8844016,28,1.027887225151062,0.0
15978820,28,1.0412551164627075,0.0
9630011,28,1.0168929100036619,0.0
19915810,28,1.0352355241775513,0.0
9943637,28,1.0274466276168823,0.0
16030139,28,1.5429565906524658,0.0
15214258,28,1.0487983226776123,0.0
14623008,28,1.061412334442139,0.0
19891777,28,1.279348373413086,0.0
16185808,28,1.7737349271774292,0.0
15946708,28,1.0997697114944458,0.0
15630312,28,1.0167621374130251,0.0
11044017,28,1.111710786819458,0.0
10857865,28,1.315799117088318,0.0
19446998,28,1.0372073650360107,0.0
11402531,28,1.4809157848358154,0.0
9917122,28,1.013752818107605,0.0
9866839,28,1.0307886600494385,0.0
9275335,28,1.0270133018493652,0.0
9263568,28,1.0152866840362549,0.0
14681034,28,1.0283029079437256,0.0
13866051,28,1.2593246698379517,0.0
14395655,28,1.2654889822006226,0.0
14418320,28,1.388003706932068,0.0
9479185,28,1.025739669799805,0.0
9478261,28,1.0144220590591428,0.0
9905520,28,1.013628005981445,0.0
13221592,28,1.2206875085830688,0.0
13231286,28,1.0260872840881348,0.0
12699139,28,1.0633883476257324,0.0
9264861,28,1.0170902013778689,0.0
8445563,28,1.030625581741333,0.0
8880353,28,1.025910258293152,0.0
8982465,28,1.0149103403091428,0.0
18473418,28,1.0125756263732908,0.0
9679558,28,1.0118237733840942,0.0
10098636,28,1.6437441110610962,0.0
21573586,28,1.0327956676483154,0.0
13876411,28,1.0315673351287842,0.0
16869603,28,1.0141279697418213,0.0
8749733,28,1.022079586982727,0.0
10515381,28,1.010528802871704,0.0
9658284,28,1.0243810415267944,0.0
9617290,28,1.870628237724304,0.0
9517736,28,1.149818778038025,0.0
10783377,28,1.013304352760315,0.0
8883148,28,1.0270113945007324,0.0
8446770,28,1.0109516382217407,0.0
13167235,28,1.0120620727539062,0.0
16244164,28,1.2487024068832395,0.0
10461866,28,1.0101238489150999,0.0
9869935,28,1.0450325012207031,0.0
8679932,28,1.0259745121002195,0.0
9893299,28,1.2744265794754028,0.0
18022138,28,1.0239194631576538,0.0
9729689,28,1.0192441940307615,0.0
11502825,28,1.0403932332992554,0.0
17407790,28,1.2783650159835815,0.0
16482628,28,1.0222541093826294,0.0
8831030,28,1.0743824243545532,0.0
16643441,28,1.020230054855347,0.0
9661080,28,1.0150104761123655,0.0
2979098,28,1.0163273811340332,0.0
8840875,28,1.0114315748214722,0.0
10011808,28,1.0287554264068604,0.0
9148964,28,1.0203413963317869,0.0
9733375,28,1.0227645635604858,0.0
10126313,28,1.0112698078155518,0.0
8361307,28,1.0180525779724119,0.0
9750063,28,1.0391306877136228,0.0
10374091,28,1.0137536525726318,0.0
8684780,28,1.0191187858581543,0.0
17339024,28,1.0142256021499634,0.0
8469872,28,8.62300968170166,0.0
9637443,28,1.0406260490417478,0.0
14459773,28,1.3495792150497437,0.0
9928516,28,1.6117768287658691,0.0
17508359,28,1.6113487482070925,0.0
9422455,28,1.010034441947937,0.0
18443371,28,1.0587598085403442,0.0
8922757,28,1.0150609016418457,0.0
16745326,28,1.0805832147598269,0.0
16272994,28,1.0225602388381958,0.0
8758647,28,1.012561559677124,0.0
8809751,28,1.3423377275466921,0.0
15028757,28,1.194294571876526,0.0
16385870,28,1.0176610946655271,0.0
16753620,28,1.0149285793304443,0.0
9724895,28,1.0144976377487185,0.0
10404441,28,1.021084189414978,0.0
9354174,28,1.0157787799835205,0.0
9677267,28,1.014103889465332,0.0
9071731,28,1.0113644599914549,0.0
13266439,28,1.0364775657653809,0.0
16559174,28,1.0180215835571291,0.0
17476483,28,1.0181224346160889,0.0
15362841,28,5.178670883178711,0.0
10030066,28,1.0222382545471191,0.0
8402090,28,1.0164057016372678,0.0
10387803,28,1.0221819877624512,0.0
8895812,28,1.015153169631958,0.0
18385552,28,1.01795494556427,0.0
10873831,28,1.0215189456939695,0.0
10523997,27,1.0623724460601809,0.1
10474322,27,1.0122553110122678,0.1
12737014,27,1.022532939910889,0.1
10953354,27,1.070889592170715,0.1
10302219,27,1.019434928894043,0.1
13174673,27,1.021363615989685,0.1
10363688,27,1.0125603675842283,0.1
9005185,27,1.0142364501953125,0.1
12663356,27,1.0105309486389158,0.1
15305908,27,1.1761494874954224,0.1
9302115,27,1.0111411809921265,0.1
13857960,27,1.0147950649261477,0.1
12132759,27,1.4817986488342283,0.1
10133128,27,1.1419554948806765,0.1
10202982,27,1.5455801486968994,0.1
10048611,27,1.7960731983184814,0.1
14648181,27,1.0111613273620603,0.1
2340103,27,1.0242894887924194,0.1
15322026,27,1.1635645627975464,0.1
16807937,27,1.1122945547103882,0.1
16049479,27,1.1727607250213623,0.1
15973149,27,1.1065049171447754,0.1
15576069,27,1.0861728191375732,0.1
17839827,27,1.0149922370910645,0.1
575027,27,1.0456767082214355,0.1
9282799,27,1.013851523399353,0.1
15841583,27,1.033389687538147,0.1
14427786,27,1.0246771574020386,0.1
10479081,27,1.0203919410705566,0.1
14515321,27,1.0447698831558228,0.1
9164673,27,1.0106619596481323,0.1
8621305,27,1.12038254737854,0.1
14559627,27,1.823458671569824,0.1
14523328,27,1.3307205438613892,0.1
18230283,27,1.0115413665771484,0.1
8905407,27,1.3792734146118164,0.1
18129274,27,1.0151693820953371,0.1
14007135,27,1.0102320909500122,0.1
17068441,27,1.042216658592224,0.1
20225920,27,1.0235637426376345,0.1
15125932,27,1.0261437892913818,0.1
2566862,27,1.0227904319763184,0.1
8525642,27,1.7214901447296145,0.1
8686632,27,1.1797282695770264,0.1
9211156,27,71.9225845336914,0.1
12150242,27,1.0125032663345337,0.1
12785591,27,1.2748596668243408,0.1
9944856,27,1.0160239934921265,0.1
10806033,27,1.0842301845550537,0.1
15654214,27,4.0800490379333505,0.1
9091410,27,1.0100514888763428,0.1
8779627,27,1.0904192924499512,0.1
18299728,27,1.0105309486389158,0.1
10323276,27,1.4622806310653689,0.1
9979896,27,1.0138567686080933,0.1
9259594,27,1.0146576166152954,0.1
16956975,27,1.3719658851623535,0.1
6659446,27,1.362014651298523,0.1
17835494,27,1.6072046756744385,0.1
16094954,27,1.0848259925842283,0.1
9185697,27,1.014318585395813,0.1
16233063,27,1.049693584442139,0.1
9258026,27,1.187442183494568,0.1
11478405,27,1.0733121633529663,0.1
16618996,27,22.91065216064453,0.1
16598385,27,1.2247682809829712,0.1
9327489,27,1.0184593200683594,0.1
10445518,27,1.0134241580963137,0.1
9137544,27,1.113822340965271,0.1
16677354,27,1.0241798162460327,0.1
16680962,27,1.0918418169021606,0.1
8107562,27,1.0108951330184937,0.1
17007154,27,1.0164076089859009,0.1
14254226,27,1.1260221004486084,0.1
9961050,27,1.0201451778411863,0.1
18194865,27,1.3668320178985596,0.1
10510724,27,1.0132583379745483,0.1
19800923,27,1.0958985090255735,0.1
10029006,27,1.024905800819397,0.1
15507372,27,1.039043664932251,0.1
10228158,27,1.0330420732498171,0.1
2389392,27,1.0191901922225952,0.1
14216102,27,1.0200954675674438,0.1
11204618,27,1.0127599239349363,0.1
13779544,27,1.1163588762283323,0.1
2491994,27,1.016384840011597,0.1
8696149,27,1.0285937786102295,0.1
8854394,27,1.0201479196548462,0.1
13746724,27,1.272066354751587,0.1
19354332,27,1.0454514026641846,0.1
8454894,27,1.0184625387191772,0.1
16878000,27,1.0113673210144043,0.1
13747961,27,1.0193052291870115,0.1
10754646,27,1.0443575382232666,0.1
8480955,27,1.1584018468856812,0.1
17987891,27,1.1817727088928225,0.1
17071982,27,1.3217724561691284,0.1
10058549,27,1.0195237398147583,0.1
18106756,27,1.0101368427276611,0.1
8689154,27,1.0204588174819946,0.1
9325839,27,1.0125191211700442,0.1
10003929,27,1.1682085990905762,0.1
8120451,27,1.016326069831848,0.1
21109760,27,1.039800047874451,0.1
8945136,27,1.6932264566421509,0.1
17392884,27,1.310713291168213,0.1
9281702,27,1.052180290222168,0.1
16627259,27,1.2046804428100586,0.1
17813434,27,1.0220264196395874,0.1
14671124,27,1.0369112491607666,0.1
8515380,27,1.0298776626586914,0.1
9910249,27,1.012623906135559,0.1
18080369,27,1.2297567129135132,0.1
10256787,27,1.0174918174743652,0.1
16731731,27,1.0495332479476929,0.1
9977299,27,1.0158780813217163,0.1
8574219,27,1.0820343494415283,0.1
14664986,27,1.1067512035369873,0.1
14570466,27,1.0120266675949097,0.1
17754702,27,1.2238912582397459,0.1
15484682,27,1.1353057622909546,0.1
10615047,27,1.011835694313049,0.1
17884044,27,1.011872172355652,0.1
12147392,27,1.0114530324935913,0.1
20374369,27,1.0131598711013794,0.1
9738645,27,1.0101277828216553,0.1
9347298,27,1.0159642696380615,0.1
16005098,27,1.3264368772506714,0.1
9715325,27,1.0120879411697388,0.1
9716327,27,1.2922278642654421,0.1
8497740,27,1.0170470476150513,0.1
9742669,27,1.0105973482131958,0.1
8516461,27,1.0176702737808228,0.1
9938600,27,1.2406728267669678,0.1
9730696,27,1.0203266143798828,0.1
9386511,27,1.0111209154129028,0.1
17659955,27,1.0173826217651367,0.1
8461949,27,1.0748766660690308,0.1
14593753,27,1.2430986166000366,0.1
9483123,27,1.0115804672241209,0.1
9427536,27,1.0135170221328735,0.1
8743717,27,1.0254610776901243,0.1
14747623,27,1.381477952003479,0.1
13881535,27,1.0222792625427246,0.1
20390999,27,1.024805784225464,0.1
10292801,27,1.0128276348114014,0.1
10430182,27,1.0208141803741455,0.1
8873580,27,1.0360131263732908,0.1
18149098,27,1.0164145231246948,0.1
10437670,27,1.0368813276290894,0.1
17654556,27,1.6005921363830566,0.1
9293658,27,1.0184675455093384,0.1
8432720,27,1.2484740018844604,0.1
20724973,27,1.0867650508880615,0.1
9022543,27,1.141775608062744,0.1
18104017,27,1.0255714654922483,0.1
19215047,27,1.0439280271530151,0.1
10875680,27,1.125516414642334,0.1
18390234,27,1.0199217796325684,0.1
18115428,27,1.1552730798721311,0.1
19151261,27,1.0191845893859863,0.1
2780928,27,1.4058442115783691,0.1
2748527,27,1.6422927379608154,0.1
17718284,27,1.4400891065597534,0.1
8364906,27,1.0728230476379397,0.1
20504298,27,1.0605437755584717,0.1
10861278,27,1.011302828788757,0.1
18007672,27,1.0496472120285034,0.1
8323310,27,1.6177377700805664,0.1
16696730,27,1.0329862833023071,0.1
11525815,27,1.349350094795227,0.1
16140910,27,1.0394800901412964,0.1
9666767,27,1.0379090309143066,0.1
9796767,27,1.010046362876892,0.1
8736071,27,1.0114473104476929,0.1
17757339,27,1.0125693082809448,0.1
16195197,27,1.0297762155532837,0.1
8791778,27,1.0125330686569214,0.1
10283591,27,1.016776442527771,0.1
10280513,27,1.0130990743637085,0.1
16018177,27,1.0365719795227049,0.1
19316800,27,1.010035276412964,0.1
18359998,27,1.0191367864608765,0.1
9011154,27,1.015995740890503,0.1
8672479,27,1.0116243362426758,0.1
8965614,27,1.702345609664917,0.1
8866808,27,1.0141290426254272,0.1
19054212,27,1.2336522340774536,0.1
10888018,27,1.0314654111862185,0.1
10642203,27,1.0218720436096191,0.1
15927499,27,1.0141158103942869,0.1
13795732,27,1.0231335163116455,0.1
8264928,27,1.2718864679336548,0.1
2838435,27,1.0154967308044434,0.1
9994243,27,1.0941025018692017,0.1
10288861,27,1.0261890888214111,0.1
10260901,27,1.0155966281890871,0.1
10493261,27,1.0237101316452026,0.1
8918813,27,1.0327590703964231,0.1
10629926,27,1.026123285293579,0.1
8967473,27,1.0833380222320557,0.1
13886254,27,1.07651686668396,0.1
9255164,27,1.0138540267944336,0.1
9441220,27,1.0933442115783691,0.1
13736680,27,1.0147106647491455,0.1
17041187,27,1.0367972850799558,0.1
10468841,27,1.0114210844039917,0.1
16329214,27,1.092361569404602,0.1
9782788,27,1.0110119581222534,0.1
9824020,27,1.0119620561599731,0.1
17302698,27,1.0195740461349487,0.1
