GalaxyID_test,GroupID_test,snap_lm,z_lm,L_lm,snap_lmm,z_lmm,L_lmm
7182471,28000000000035,18.0,1.259331464767456,1.043145775794983,9.0,4.485213756561279,1.5769888162612915
12641631,28000000000035,20.0,0.8650505542755127,1.2004982233047485,11.0,3.5279765129089355,1.4633432626724243
12639793,28000000000035,26.0,0.18270987272262573,1.0069806575775146,19.0,1.0041216611862183,1.568785548210144
13198688,28000000000065,24.0,0.36566856503486633,1.0009900331497192,6.0,5.97116231918335,1.6176060438156128
7197619,28000000000037,21.0,0.7356296181678772,1.0094804763793945,,,
7198867,28000000000037,19.0,1.0041216611862183,1.0058729648590088,,,
12645531,28000000000037,17.0,1.486707329750061,1.0225775241851807,,,
12646400,28000000000037,24.0,0.36566856503486633,1.1396090984344482,17.0,1.486707329750061,1.4234809875488281
7199853,28000000000037,20.0,0.8650505542755127,1.026235580444336,12.0,3.0165045261383057,9.15682601928711
13702203,28000000000114,26.0,0.18270987272262573,1.0066317319869995,18.0,1.259331464767456,1.9590680599212646
20742138,28000000000114,26.0,0.18270987272262573,1.0066317319869995,18.0,1.259331464767456,1.9590680599212646
1012224,28000000000114,24.0,0.36566856503486633,1.007982611656189,,,
142885,28000000000001,19.0,1.0041216611862183,1.0063625574111938,5.0,7.049566268920898,2.810690402984619
138060,28000000000001,19.0,1.0041216611862183,1.0162885189056396,8.0,5.03723669052124,1.4245266914367676
138872,28000000000001,23.0,0.5031073093414307,1.0112239122390747,6.0,5.97116231918335,1.3634693622589111
139399,28000000000001,24.0,0.36566856503486633,1.013951301574707,12.0,3.0165045261383057,1.4062398672103882
140113,28000000000001,20.0,0.8650505542755127,1.0547784566879272,12.0,3.0165045261383057,1.6354864835739136
141441,28000000000001,15.0,2.0124101638793945,1.0362200736999512,8.0,5.03723669052124,1.4767754077911377
141998,28000000000001,24.0,0.36566856503486633,1.0114549398422241,,,
130677,28000000000001,24.0,0.36566856503486633,1.0114549398422241,,,
131932,28000000000001,24.0,0.36566856503486633,1.0114549398422241,12.0,3.0165045261383057,1.3654710054397583
132808,28000000000001,25.0,0.270901083946228,1.0012139081954956,18.0,1.259331464767456,1.5112805366516113
135177,28000000000001,20.0,0.8650505542755127,1.0034446716308594,12.0,3.0165045261383057,1.8462501764297485
136321,28000000000001,23.0,0.5031073093414307,1.00627601146698,17.0,1.486707329750061,1.7962639331817627
137388,28000000000001,22.0,0.615189790725708,1.0048820972442627,6.0,5.97116231918335,1.6413289308547974
8268440,28000000000001,22.0,0.615189790725708,1.0097132921218872,,,
8269570,28000000000001,26.0,0.18270987272262573,1.0057837963104248,,,
8271404,28000000000001,24.0,0.36566856503486633,1.19390070438385,11.0,3.5279765129089355,1.6184993982315063
122970,28000000000001,20.0,0.8650505542755127,1.023478627204895,5.0,7.049566268920898,4.638396739959717
124303,28000000000001,18.0,1.259331464767456,7.234368801116943,18.0,1.259331464767456,7.234368801116943
127771,28000000000001,18.0,1.259331464767456,1.0043460130691528,13.0,2.4784133434295654,1.3354134559631348
17416021,28000000000659,18.0,1.259331464767456,1.0043460130691528,10.0,3.983663558959961,1.3148458003997803
17461240,28000000000673,18.0,1.259331464767456,1.0043460130691528,10.0,3.983663558959961,1.3148458003997803
17483369,28000000000682,18.0,1.259331464767456,1.0043460130691528,26.0,0.18270987272262573,1.3800933361053467
17760223,28000000000759,18.0,1.259331464767456,1.0043460130691528,17.0,1.486707329750061,1.4402326345443726
17860602,28000000000803,26.0,0.18270987272262573,1.002029299736023,,,
17881979,28000000000812,26.0,0.18270987272262573,1.002029299736023,,,
17978268,28000000000826,26.0,0.18270987272262573,1.0026829242706299,18.0,1.259331464767456,1.4830987453460693
18333175,28000000000966,26.0,0.18270987272262573,1.0026829242706299,,,
8721699,28000000000968,27.0,0.10063853859901428,1.0033950805664062,6.0,5.97116231918335,1.3507654666900635
8722917,28000000000968,21.0,0.7356296181678772,1.009434461593628,10.0,3.983663558959961,4.0419206619262695
18345325,28000000000975,26.0,0.18270987272262573,1.0087120532989502,9.0,4.485213756561279,1.3828037977218628
18426434,28000000001041,26.0,0.18270987272262573,1.0087120532989502,19.0,1.0041216611862183,1.404735803604126
18439238,28000000001050,26.0,0.18270987272262573,1.0087120532989502,,,
8799477,28000000001064,20.0,0.8650505542755127,1.039766788482666,,,
8892340,28000000001141,17.0,1.486707329750061,1.029520869255066,3.0,8.987874984741211,2.0814390182495117
17308557,28000000000620,17.0,1.486707329750061,1.029520869255066,,,
17413314,28000000000658,26.0,0.18270987272262573,1.0035896301269531,9.0,4.485213756561279,4.923560619354248
17441218,28000000000667,26.0,0.18270987272262573,1.0035896301269531,6.0,5.97116231918335,1.6624876260757446
17523254,28000000000697,24.0,0.36566856503486633,1.0036672353744507,,,
17757339,28000000000758,24.0,0.36566856503486633,1.0036672353744507,19.0,1.0041216611862183,1.5117321014404297
17780224,28000000000767,24.0,0.36566856503486633,1.0036672353744507,6.0,5.97116231918335,1.3395264148712158
17858354,28000000000802,24.0,0.36566856503486633,1.0036672353744507,,,
17862869,28000000000804,24.0,0.36566856503486633,1.0585061311721802,22.0,0.615189790725708,1.3194388151168823
8664336,28000000000811,24.0,0.36566856503486633,1.0585061311721802,8.0,5.03723669052124,3.583679676055908
18303794,28000000000951,18.0,1.259331464767456,1.0124902725219727,,,
18320343,28000000000960,27.0,0.10063853859901428,1.0054762363433838,17.0,1.486707329750061,1.4859527349472046
18343511,28000000000974,21.0,0.7356296181678772,1.1742602586746216,,,
8791778,28000000001056,21.0,0.7356296181678772,1.1742602586746216,9.0,4.485213756561279,1.5992059707641602
12672357,28000000000040,26.0,0.18270987272262573,1.009639024734497,,,
19151261,28000000000040,26.0,0.18270987272262573,1.009639024734497,,,
12067212,28000000004401,21.0,0.7356296181678772,1.0057786703109741,,,
13846038,28000000000179,24.0,0.36566856503486633,1.017383098602295,,,
13848161,28000000000179,27.0,0.10063853859901428,1.0013322830200195,6.0,5.97116231918335,1.3548372983932495
14618435,28000000000179,27.0,0.10063853859901428,1.0020034313201904,24.0,0.36566856503486633,1.5455094575881958
15157617,28000000000230,27.0,0.10063853859901428,1.0009233951568604,25.0,0.270901083946228,1.3124613761901855
15289520,28000000000247,27.0,0.10063853859901428,1.0009233951568604,4.0,8.074616432189941,6.373999118804932
8323310,28000000000247,27.0,0.10063853859901428,1.0009233951568604,27.0,0.10063853859901428,1.617737889289856
15381417,28000000000260,27.0,0.10063853859901428,1.0009233951568604,24.0,0.36566856503486633,1.966403603553772
8339149,28000000000260,27.0,0.10063853859901428,1.0054131746292114,,,
8340630,28000000000260,24.0,0.36566856503486633,1.049583077430725,,,
15494457,28000000000277,24.0,0.36566856503486633,1.049583077430725,22.0,0.615189790725708,1.5534394979476929
15990650,28000000000344,24.0,0.36566856503486633,1.049583077430725,24.0,0.36566856503486633,1.4555383920669556
8253667,28000000000001,24.0,0.36566856503486633,1.049583077430725,19.0,1.0041216611862183,1.6716889142990112
8255216,28000000000001,24.0,0.36566856503486633,1.049583077430725,5.0,7.049566268920898,9.566556930541992
8257780,28000000000001,27.0,0.10063853859901428,1.0099915266036987,13.0,2.4784133434295654,1.5377552509307861
8259238,28000000000001,27.0,0.10063853859901428,1.0099915266036987,,,
8264928,28000000000001,27.0,0.10063853859901428,1.2718864679336548,6.0,5.97116231918335,2.078016757965088
8266166,28000000000001,25.0,0.270901083946228,1.0071903467178345,24.0,0.36566856503486633,1.6432080268859863
8234982,28000000000001,23.0,0.5031073093414307,1.0024735927581787,10.0,3.983663558959961,1.4494984149932861
8237249,28000000000001,23.0,0.5031073093414307,1.0024735927581787,8.0,5.03723669052124,2.5946624279022217
8238668,28000000000001,23.0,0.5031073093414307,1.0024735927581787,6.0,5.97116231918335,1.3731553554534912
8240699,28000000000001,23.0,0.5031073093414307,1.0024735927581787,10.0,3.983663558959961,1.873985767364502
8242261,28000000000001,25.0,0.270901083946228,1.0062415599822998,12.0,3.0165045261383057,1.7163755893707275
8244581,28000000000001,24.0,0.36566856503486633,1.0217534303665161,13.0,2.4784133434295654,1.7251611948013306
8216840,28000000000001,25.0,0.270901083946228,1.1615501642227173,9.0,4.485213756561279,1.3562986850738525
8222575,28000000000001,24.0,0.36566856503486633,1.037460207939148,3.0,8.987874984741211,1.3906538486480713
8225948,28000000000001,25.0,0.270901083946228,1.0087511539459229,5.0,7.049566268920898,1.588605523109436
8228661,28000000000001,25.0,0.270901083946228,1.0087511539459229,9.0,4.485213756561279,1.374675989151001
8230966,28000000000001,25.0,0.270901083946228,1.0087511539459229,9.0,4.485213756561279,1.374675989151001
8231472,28000000000001,25.0,0.270901083946228,1.0011920928955078,,,
8166017,28000000000001,25.0,0.270901083946228,1.0005731582641602,3.0,8.987874984741211,1.9284311532974243
8193525,28000000000001,24.0,0.36566856503486633,1.0072990655899048,4.0,8.074616432189941,1.5675193071365356
8206767,28000000000001,23.0,0.5031073093414307,1.1443074941635132,,,
19835441,28000000000065,23.0,0.5031073093414307,1.1443074941635132,22.0,0.615189790725708,1.3848695755004883
197363,28000000000065,27.0,0.10063853859901428,1.0001919269561768,23.0,0.5031073093414307,1.3513494729995728
210843,28000000000065,23.0,0.5031073093414307,1.043108344078064,9.0,4.485213756561279,2.1875412464141846
20755890,28000000000116,23.0,0.5031073093414307,1.043108344078064,21.0,0.7356296181678772,1.313244104385376
1017876,28000000000116,24.0,0.36566856503486633,1.0376721620559692,,,
13771938,28000000000137,26.0,0.18270987272262573,1.0130046606063843,3.0,8.987874984741211,1.3769439458847046
14164096,28000000000137,26.0,0.18270987272262573,1.0130046606063843,,,
1355479,28000000000137,25.0,0.270901083946228,1.0113308429718018,15.0,2.0124101638793945,1.6992908716201782
14687754,28000000000188,25.0,0.270901083946228,1.0113308429718018,20.0,0.8650505542755127,1.3938885927200317
16347099,28000000000014,25.0,0.270901083946228,1.0113308429718018,21.0,0.7356296181678772,1.316207766532898
16351396,28000000000014,25.0,0.270901083946228,10.09800910949707,25.0,0.270901083946228,10.09800910949707
16360006,28000000000014,25.0,0.270901083946228,10.09800910949707,9.0,4.485213756561279,1.4131951332092285
20845348,28000000000014,25.0,0.270901083946228,10.09800910949707,8.0,5.03723669052124,1.3855454921722412
11540307,28000000000014,24.0,0.36566856503486633,1.0109370946884155,10.0,3.983663558959961,1.361299753189087
11543801,28000000000014,20.0,0.8650505542755127,1.0209720134735107,18.0,1.259331464767456,37.62363052368164
10295105,28000000002126,24.0,0.36566856503486633,1.0170340538024902,6.0,5.97116231918335,2.182075262069702
10416762,28000000002259,26.0,0.18270987272262573,1.1324132680892944,,,
10421753,28000000002264,21.0,0.7356296181678772,1.0080937147140503,9.0,4.485213756561279,1.6632188558578491
10567566,28000000002434,25.0,0.270901083946228,1.0068682432174683,,,
10793820,28000000002489,18.0,1.259331464767456,1.0711116790771484,16.0,1.7369657754898071,1.4980250597000122
10911011,28000000002639,18.0,1.259331464767456,1.0711116790771484,8.0,5.03723669052124,1.4446896314620972
15265735,28000000000244,26.0,0.18270987272262573,1.2043408155441284,12.0,3.0165045261383057,1.3560545444488525
15350630,28000000000256,26.0,0.18270987272262573,1.2043408155441284,9.0,4.485213756561279,1.320135474205017
15402075,28000000000263,27.0,0.10063853859901428,1.0018939971923828,21.0,0.7356296181678772,1.5860165357589722
15611795,28000000000297,27.0,0.10063853859901428,1.0018939971923828,,,
8369252,28000000000297,27.0,0.10063853859901428,1.0018939971923828,,,
8372302,28000000000297,26.0,0.18270987272262573,1.0021417140960693,15.0,2.0124101638793945,1.7172878980636597
16106437,28000000000365,24.0,0.36566856503486633,1.4973522424697876,24.0,0.36566856503486633,1.4973522424697876
8439348,28000000000365,18.0,1.259331464767456,1.0044403076171875,16.0,1.7369657754898071,1.7114423513412476
16126633,28000000000370,27.0,0.10063853859901428,1.001763939857483,18.0,1.259331464767456,1.4458976984024048
16146146,28000000000374,25.0,0.270901083946228,1.0035964250564575,21.0,0.7356296181678772,1.576983094215393
11164925,28000000002999,19.0,1.0041216611862183,1.0056812763214111,,,
6026427,28000000000014,22.0,0.615189790725708,1.008457899093628,12.0,3.0165045261383057,2.401054859161377
6004914,28000000000014,27.0,0.10063853859901428,1.000983715057373,21.0,0.7356296181678772,33.89999771118164
6022577,28000000000014,26.0,0.18270987272262573,1.003416657447815,18.0,1.259331464767456,1.4099617004394531
6024687,28000000000014,18.0,1.259331464767456,1.0047580003738403,12.0,3.0165045261383057,1.5506181716918945
11546705,28000000000014,24.0,0.36566856503486633,1.0294499397277832,,,
16791966,28000000000019,26.0,0.18270987272262573,1.0005011558532715,12.0,3.0165045261383057,1.489824652671814
21019891,28000000000019,26.0,0.18270987272262573,1.0005011558532715,21.0,0.7356296181678772,1.3418564796447754
12103690,28000000000019,22.0,0.615189790725708,1.0008102655410767,2.0,9.993033409118652,1.5304346084594727
12105971,28000000000019,21.0,0.7356296181678772,1.0204468965530396,,,
12107970,28000000000019,22.0,0.615189790725708,1.0057777166366577,10.0,3.983663558959961,1.470450520515442
12109007,28000000000019,27.0,0.10063853859901428,1.0793150663375854,23.0,0.5031073093414307,1.317704677581787
6592635,28000000000019,18.0,1.259331464767456,1.0109224319458008,,,
6588842,28000000000019,14.0,2.237036943435669,1.0017924308776855,,,
13861188,28000000000186,21.0,0.7356296181678772,1.9173856973648071,21.0,0.7356296181678772,1.9173856973648071
13864313,28000000000186,21.0,0.7356296181678772,1.9173856973648071,,,
14674760,28000000000186,26.0,0.18270987272262573,1.0018492937088013,,,
14677787,28000000000186,26.0,0.18270987272262573,1.0018492937088013,,,
13878714,28000000000193,15.0,2.0124101638793945,1.020575761795044,5.0,7.049566268920898,2.8449223041534424
13880986,28000000000193,27.0,0.10063853859901428,1.0083105564117432,,,
14728142,28000000000193,27.0,0.10063853859901428,1.0083105564117432,26.0,0.18270987272262573,1.6773574352264404
15046948,28000000000216,27.0,0.10063853859901428,1.0083105564117432,13.0,2.4784133434295654,1.570551872253418
2044165,28000000000216,25.0,0.270901083946228,1.0087579488754272,,,
15662112,28000000000307,25.0,0.270901083946228,1.0087579488754272,16.0,1.7369657754898071,2.8166017532348633
8381504,28000000000307,25.0,0.270901083946228,1.0087579488754272,20.0,0.8650505542755127,1.3486028909683228
15909288,28000000000330,25.0,0.270901083946228,1.0087579488754272,20.0,0.8650505542755127,1.3486028909683228
15953505,28000000000337,25.0,0.270901083946228,1.0087579488754272,23.0,0.5031073093414307,1.4331151247024536
16390783,28000000000409,25.0,0.270901083946228,1.0087579488754272,13.0,2.4784133434295654,1.4351187944412231
2446633,28000000000409,25.0,0.270901083946228,1.0087579488754272,11.0,3.5279765129089355,1.7725164890289307
12110268,28000000000019,22.0,0.615189790725708,1.0012089014053345,,,
12112535,28000000000019,26.0,0.18270987272262573,1.0090105533599854,,,
12113387,28000000000019,25.0,0.270901083946228,1.0064911842346191,,,
19488332,28000000000053,25.0,0.270901083946228,1.0064911842346191,,,
12755176,28000000000053,27.0,0.10063853859901428,1.0075989961624146,17.0,1.486707329750061,3.27880597114563
12757860,28000000000053,27.0,0.10063853859901428,1.0075989961624146,,,
12759145,28000000000053,26.0,0.18270987272262573,1.00357985496521,13.0,2.4784133434295654,1.544827938079834
12760723,28000000000053,25.0,0.270901083946228,1.0047909021377563,6.0,5.97116231918335,1.5804423093795776
12764317,28000000000053,25.0,0.270901083946228,1.0047909021377563,9.0,4.485213756561279,1.370485544204712
12765203,28000000000053,19.0,1.0041216611862183,1.0258795022964478,13.0,2.4784133434295654,1.4868597984313965
7685216,28000000000053,24.0,0.36566856503486633,1.010818362236023,6.0,5.97116231918335,1.3402436971664429
13297840,28000000000087,25.0,0.270901083946228,1.0026806592941284,9.0,4.485213756561279,1.5340996980667114
13300495,28000000000087,25.0,0.270901083946228,1.0026806592941284,8.0,5.03723669052124,1.4532256126403809
13303312,28000000000087,25.0,0.270901083946228,1.0026806592941284,13.0,2.4784133434295654,1.4316747188568115
20294914,28000000000087,25.0,0.270901083946228,1.0026806592941284,17.0,1.486707329750061,1.3067288398742676
13825636,28000000000168,25.0,0.270901083946228,1.0026806592941284,,,
13828902,28000000000168,21.0,0.7356296181678772,1.0038282871246338,,,
14510386,28000000000168,21.0,0.7356296181678772,1.0038282871246338,,,
1699530,28000000000168,25.0,0.270901083946228,1.0108832120895386,7.0,5.487415313720703,3.65990948677063
14805237,28000000000202,25.0,0.270901083946228,1.0108832120895386,6.0,5.97116231918335,1.3405275344848633
14809906,28000000000202,25.0,0.270901083946228,1.0108832120895386,6.0,5.97116231918335,1.5388067960739136
15207474,28000000000236,25.0,0.270901083946228,1.0108832120895386,19.0,1.0041216611862183,1.5559300184249878
12575319,28000000005325,24.0,0.36566856503486633,1.0047471523284912,,,
14875627,28000000000211,26.0,0.18270987272262573,1.0019820928573608,5.0,7.049566268920898,1.5075384378433228
8292327,28000000000211,22.0,0.615189790725708,1.019761562347412,19.0,1.0041216611862183,1.3834636211395264
15274005,28000000000245,27.0,0.10063853859901428,1.0019654035568237,5.0,7.049566268920898,1.6185435056686401
15445483,28000000000269,27.0,0.10063853859901428,1.0019654035568237,22.0,0.615189790725708,1.3057703971862793
2120453,28000000000269,27.0,0.10063853859901428,1.0019654035568237,,,
15641197,28000000000303,27.0,0.10063853859901428,1.0019654035568237,14.0,2.237036943435669,1.6014097929000854
8377959,28000000000303,25.0,0.270901083946228,1.0045984983444214,13.0,2.4784133434295654,1.4881908893585205
15859419,28000000000321,25.0,0.270901083946228,1.0045984983444214,14.0,2.237036943435669,1.7737330198287964
16056371,28000000000355,25.0,0.270901083946228,1.0045984983444214,21.0,0.7356296181678772,1.3431283235549927
16204627,28000000000386,25.0,0.270901083946228,1.0045984983444214,,,
16437977,28000000000420,25.0,0.270901083946228,1.0045984983444214,,,
16578043,28000000000454,25.0,0.270901083946228,1.0045984983444214,14.0,2.237036943435669,1.4201231002807617
8801709,28000000001065,26.0,0.18270987272262573,1.0053369998931885,22.0,0.615189790725708,48.64390182495117
14088298,28000000001126,23.0,0.5031073093414307,1.0103285312652588,18.0,1.259331464767456,2.5240530967712402
8978300,28000000001198,25.0,0.270901083946228,1.2076691389083862,,,
8991643,28000000001205,27.0,0.10063853859901428,1.003345012664795,16.0,1.7369657754898071,1.575693964958191
9029372,28000000001228,22.0,0.615189790725708,1.0144429206848145,,,
9168150,28000000001319,14.0,2.237036943435669,1.0384854078292847,6.0,5.97116231918335,1.504310131072998
9203269,28000000001342,14.0,2.237036943435669,1.0384854078292847,22.0,0.615189790725708,1.3455026149749756
9212872,28000000001349,14.0,2.237036943435669,1.0384854078292847,19.0,1.0041216611862183,1.5225251913070679
9317854,28000000001421,14.0,2.237036943435669,1.0384854078292847,12.0,3.0165045261383057,2.4917073249816895
9423954,28000000001498,21.0,0.7356296181678772,1.418066382408142,21.0,0.7356296181678772,1.418066382408142
9685742,28000000001571,21.0,0.7356296181678772,1.418066382408142,4.0,8.074616432189941,1.7721831798553467
9688294,28000000001573,25.0,0.270901083946228,1.0031611919403076,,,
9878130,28000000001729,26.0,0.18270987272262573,1.0022180080413818,,,
9904113,28000000001752,22.0,0.615189790725708,1.0056427717208862,,,
10031996,28000000001866,27.0,0.10063853859901428,1.0137335062026978,,,
10039759,28000000001873,27.0,0.10063853859901428,1.0101141929626465,12.0,3.0165045261383057,1.429010033607483
8316346,28000000000236,25.0,0.270901083946228,1.0035855770111084,7.0,5.487415313720703,1.4986612796783447
8317333,28000000000236,25.0,0.270901083946228,1.0156760215759277,,,
15358400,28000000000257,25.0,0.270901083946228,1.0156760215759277,,,
8335907,28000000000257,21.0,0.7356296181678772,1.0204194784164429,4.0,8.074616432189941,1.309064507484436
15393778,28000000000262,21.0,0.7356296181678772,1.0204194784164429,23.0,0.5031073093414307,1.3550103902816772
2112126,28000000000262,24.0,0.36566856503486633,1.049041748046875,23.0,0.5031073093414307,3.437286853790283
15814161,28000000000312,27.0,0.10063853859901428,1.0040870904922485,8.0,5.03723669052124,1.5292737483978271
8390996,28000000000312,25.0,0.270901083946228,1.006072759628296,,,
16001261,28000000000346,24.0,0.36566856503486633,1.0009562969207764,19.0,1.0041216611862183,1.3301353454589844
8423929,28000000000346,24.0,0.36566856503486633,1.0009562969207764,11.0,3.5279765129089355,1.332268238067627
8425117,28000000000346,21.0,0.7356296181678772,1.240796446800232,14.0,2.237036943435669,1.3076131343841553
16173789,28000000000380,21.0,0.7356296181678772,1.240796446800232,14.0,2.237036943435669,1.3076131343841553
16238797,28000000000393,21.0,0.7356296181678772,1.240796446800232,19.0,1.0041216611862183,1.3175359964370728
8452651,28000000000374,13.0,2.4784133434295654,1.1990725994110107,,,
16536186,28000000000442,13.0,2.4784133434295654,1.1990725994110107,,,
8493457,28000000000442,25.0,0.270901083946228,1.006292462348938,8.0,5.03723669052124,2.0822768211364746
16565964,28000000000451,25.0,0.270901083946228,1.006292462348938,,,
2486314,28000000000451,27.0,0.10063853859901428,1.0099198818206787,,,
8505437,28000000000451,27.0,0.10063853859901428,1.0099198818206787,13.0,2.4784133434295654,1.3548084497451782
16604515,28000000000460,24.0,0.36566856503486633,1.004154920578003,20.0,0.8650505542755127,1.4553537368774414
8510330,28000000000460,26.0,0.18270987272262573,1.0019296407699585,9.0,4.485213756561279,1.5792155265808105
16986867,28000000000542,24.0,0.36566856503486633,1.0265555381774902,,,
17158415,28000000000594,24.0,0.36566856503486633,1.0265555381774902,9.0,4.485213756561279,4.524561882019043
17283835,28000000000612,24.0,0.36566856503486633,1.0265555381774902,9.0,4.485213756561279,4.524561882019043
2599935,28000000000612,14.0,2.237036943435669,1.0367053747177124,,,
17352149,28000000000635,14.0,2.237036943435669,1.0367053747177124,13.0,2.4784133434295654,1.5280250310897827
8605414,28000000000635,25.0,0.270901083946228,1.009250521659851,16.0,1.7369657754898071,1.3915561437606812
17438870,28000000000666,25.0,0.270901083946228,1.009250521659851,13.0,2.4784133434295654,1.4070593118667603
21379521,28000000000001,25.0,0.270901083946228,1.009250521659851,13.0,2.4784133434295654,1.390723466873169
8477085,28000000000409,23.0,0.5031073093414307,1.0162345170974731,7.0,5.487415313720703,1.5158342123031616
16639749,28000000000470,23.0,0.5031073093414307,1.0162345170974731,16.0,1.7369657754898071,1.3214585781097412
16861200,28000000000509,23.0,0.5031073093414307,1.0162345170974731,,,
2531699,28000000000509,23.0,0.5031073093414307,1.0162345170974731,6.0,5.97116231918335,1.7764477729797363
17045098,28000000000561,27.0,0.10063853859901428,1.0021107196807861,,,
17089652,28000000000575,25.0,0.270901083946228,1.0011769533157349,19.0,1.0041216611862183,1.3201292753219604
17120125,28000000000584,25.0,0.270901083946228,1.0011769533157349,5.0,7.049566268920898,2.106811046600342
17666084,28000000000724,26.0,0.18270987272262573,1.0070890188217163,16.0,1.7369657754898071,1.4708009958267212
17682256,28000000000731,22.0,0.615189790725708,1.0087647438049316,,,
17689286,28000000000733,21.0,0.7356296181678772,1.4893951416015625,21.0,0.7356296181678772,1.4893951416015625
17783096,28000000000768,21.0,0.7356296181678772,1.4893951416015625,23.0,0.5031073093414307,5.286647796630859
17805325,28000000000777,21.0,0.7356296181678772,1.4893951416015625,18.0,1.259331464767456,1.4973334074020386
18004918,28000000000838,21.0,0.7356296181678772,1.4893951416015625,,,
18063591,28000000000868,21.0,0.7356296181678772,1.4893951416015625,17.0,1.486707329750061,1.339505910873413
11041878,28000000002816,22.0,0.615189790725708,1.0092315673828125,,,
16157603,28000000000376,22.0,0.615189790725708,1.0092315673828125,,,
16487718,28000000000431,22.0,0.615189790725708,1.0092315673828125,12.0,3.0165045261383057,1.4283356666564941
8487358,28000000000431,22.0,0.615189790725708,1.0092315673828125,6.0,5.97116231918335,1.5137898921966553
16494872,28000000000433,22.0,0.615189790725708,1.0092315673828125,18.0,1.259331464767456,18.857036590576172
16673537,28000000000480,19.0,1.0041216611862183,1.0099197626113892,,,
16684539,28000000000483,23.0,0.5031073093414307,1.0037380456924438,16.0,1.7369657754898071,1.6853158473968506
16886030,28000000000516,25.0,0.270901083946228,1.0035874843597412,4.0,8.074616432189941,1.6892614364624023
8550655,28000000000516,27.0,0.10063853859901428,1.0058990716934204,,,
17060657,28000000000566,16.0,1.7369657754898071,1.0271631479263306,,,
17167734,28000000000597,16.0,1.7369657754898071,1.0271631479263306,4.0,8.074616432189941,2.501432180404663
17395889,28000000000652,16.0,1.7369657754898071,1.0271631479263306,9.0,4.485213756561279,1.8681622743606567
8617277,28000000000652,22.0,0.615189790725708,1.0067458152770996,,,
17539584,28000000000702,27.0,0.10063853859901428,1.0026439428329468,,,
12681786,28000000000043,27.0,0.10063853859901428,1.0026439428329468,,,
19291687,28000000000043,23.0,0.5031073093414307,1.0002158880233765,,,
13628048,28000000000090,20.0,0.8650505542755127,1.0356906652450562,,,
13629343,28000000000090,24.0,0.36566856503486633,1.0041396617889404,19.0,1.0041216611862183,1.6556453704833984
17923940,28000000000090,24.0,0.36566856503486633,1.0041396617889404,10.0,3.983663558959961,1.3158787488937378
17932703,28000000000090,24.0,0.36566856503486633,1.0041396617889404,11.0,3.5279765129089355,1.5843961238861084
629179,28000000000090,26.0,0.18270987272262573,1.0061715841293335,19.0,1.0041216611862183,1.361534833908081
3868859,28000100001388,20.0,0.8650505542755127,1.001291036605835,4.0,8.074616432189941,1.599384069442749
12119975,28000000000021,18.0,1.259331464767456,1.0202348232269287,,,
12122357,28000000000021,23.0,0.5031073093414307,1.0018583536148071,,,
12125393,28000000000021,16.0,1.7369657754898071,1.0001298189163208,4.0,8.074616432189941,14.27120304107666
12127247,28000000000021,26.0,0.18270987272262573,1.0376003980636597,,,
12129528,28000000000021,19.0,1.0041216611862183,1.1548895835876465,6.0,5.97116231918335,1.3743534088134766
16550702,28000000000446,27.0,0.10063853859901428,1.0020878314971924,25.0,0.270901083946228,1.540260672569275
8496655,28000000000446,27.0,0.10063853859901428,1.0020878314971924,,,
16614949,28000000000463,27.0,0.10063853859901428,1.0013915300369263,19.0,1.0041216611862183,1.7960890531539917
16623392,28000000000465,27.0,0.10063853859901428,1.0013915300369263,19.0,1.0041216611862183,1.3639518022537231
16736004,28000000000498,27.0,0.10063853859901428,1.0013915300369263,21.0,0.7356296181678772,1.3718981742858887
17001551,28000000000547,27.0,0.10063853859901428,1.0013915300369263,21.0,0.7356296181678772,1.3718981742858887
17171463,28000000000598,27.0,0.10063853859901428,1.0013915300369263,21.0,0.7356296181678772,1.3718981742858887
17293007,28000000000615,27.0,0.10063853859901428,1.0013915300369263,12.0,3.0165045261383057,1.7988008260726929
17451596,28000000000670,27.0,0.10063853859901428,1.0013915300369263,22.0,0.615189790725708,1.4345475435256958
13683866,28000000000108,11.0,3.5279765129089355,1.0034031867980957,,,
20670327,28000000000108,11.0,3.5279765129089355,1.0034031867980957,,,
13787626,28000000000147,27.0,0.10063853859901428,1.0017927885055542,12.0,3.0165045261383057,2.300044059753418
13792383,28000000000147,23.0,0.5031073093414307,1.023942232131958,6.0,5.97116231918335,1.6039639711380005
14289610,28000000000147,23.0,0.5031073093414307,1.023942232131958,,,
1383228,28000000000147,26.0,0.18270987272262573,1.0075385570526123,14.0,2.237036943435669,1.5888351202011108
14476588,28000000000165,26.0,0.18270987272262573,1.0075385570526123,25.0,0.270901083946228,1.3406296968460083
12093500,28000000000018,27.0,0.10063853859901428,1.0059386491775513,3.0,8.987874984741211,1.5843812227249146
12095481,28000000000018,25.0,0.270901083946228,1.0272431373596191,,,
12096258,28000000000018,24.0,0.36566856503486633,1.001988410949707,17.0,1.486707329750061,1.3347344398498535
12099012,28000000000018,13.0,2.4784133434295654,1.022600531578064,3.0,8.987874984741211,1.5016549825668335
12100014,28000000000018,23.0,0.5031073093414307,1.015018343925476,8.0,5.03723669052124,1.786338210105896
18961506,28000000000033,23.0,0.5031073093414307,1.015018343925476,9.0,4.485213756561279,1.9036697149276733
