GalaxyID_test,Snap_Last_Minor_Merger,L_Last_Minor_Merger,Redshift_Minor
17772976,28,1.107828974723816,0.0
8819792,28,1.2364989519119265,0.0
11535135,28,1.3199306726455688,0.0
17461240,28,1.647254467010498,0.0
9012764,28,1.1382843255996704,0.0
17937667,28,1.3736990690231323,0.0
14677787,28,1.222003936767578,0.0
9911206,28,1.1622953414916992,0.0
10420476,28,1.1017016172409058,0.0
16244164,28,1.2487024068832395,0.0
9638853,28,1.9052704572677608,0.0
20742138,28,1.3386391401290894,0.0
16390783,28,1.1424405574798584,0.0
17234207,28,1.1497089862823486,0.0
10098636,28,1.6437441110610962,0.0
9177950,28,1.4697515964508057,0.0
6066835,28,1.1349879503250122,0.0
8809751,28,1.3423377275466921,0.0
9517736,28,1.149818778038025,0.0
10270262,28,1.1265883445739746,0.0
8469872,28,8.62300968170166,0.0
16761384,28,1.2501437664031982,0.0
17574678,28,1210.3001708984375,0.0
15362841,28,5.178670883178711,0.0
15028757,28,1.194294571876526,0.0
14459773,28,1.3495792150497437,0.0
20339743,28,1.1545141935348509,0.0
18431033,28,1.4354779720306396,0.0
15909288,28,1.439476490020752,0.0
18405938,28,1.186168551445007,0.0
9928516,28,1.6117768287658691,0.0
17136101,28,4.035904407501222,0.0
16487718,28,1.2920669317245483,0.0
16157603,28,1.3089845180511477,0.0
9208681,28,1.1976944208145142,0.0
16861200,28,1.1040165424346924,0.0
17407790,28,1.2783650159835815,0.0
17923940,28,1.2389044761657717,0.0
16639749,28,1.1432338953018188,0.0
17283835,28,1.644115328788757,0.0
16588425,28,1.39931058883667,0.0
9893299,28,1.2744265794754028,0.0
17508359,28,1.6113487482070925,0.0
16191774,28,1.7658283710479736,0.0
16173789,28,1.5003973245620728,0.0
15528597,28,1.4349753856658936,0.0
9617290,28,1.870628237724304,0.0
9227009,28,1.6833339929580688,0.0
14809906,28,1.265531063079834,0.0
9368070,28,1.4483673572540283,0.0
8900328,28,1.3112635612487793,0.0
18961506,28,1.2938764095306396,0.0
17171463,28,2.0462605953216557,0.0
17001551,28,1.494839429855347,0.0
8905407,27,1.3792734146118164,0.1
14747623,27,1.381477952003479,0.1
17082771,27,1.1832270622253418,0.1
18194865,27,1.3668320178985596,0.1
9258026,27,1.187442183494568,0.1
10133128,27,1.1419554948806765,0.1
13779544,27,1.1163588762283323,0.1
9137544,27,1.113822340965271,0.1
17718284,27,1.4400891065597534,0.1
10048611,27,1.7960731983184814,0.1
14254226,27,1.1260221004486084,0.1
11525815,27,1.349350094795227,0.1
9211156,27,71.9225845336914,0.1
2748527,27,1.6422927379608154,0.1
16598385,27,1.2247682809829712,0.1
14523328,27,1.3307205438613892,0.1
15973149,27,1.1065049171447754,0.1
12779382,27,1.188832402229309,0.1
9239917,27,1.3684245347976685,0.1
13746724,27,1.272066354751587,0.1
10875680,27,1.125516414642334,0.1
8965614,27,1.702345609664917,0.1
15322026,27,1.1635645627975464,0.1
17835494,27,1.6072046756744385,0.1
12767853,27,1.7745630741119385,0.1
16005098,27,1.3264368772506714,0.1
16928821,27,3.1906583309173584,0.1
14018345,27,1.3992087841033936,0.1
15295233,27,1.1340504884719849,0.1
16049479,27,1.1727607250213623,0.1
14664986,27,1.1067512035369873,0.1
8324881,27,1.2964822053909302,0.1
8613787,27,1.1441093683242798,0.1
17183687,27,1.1051331758499146,0.1
10105008,27,1.4682173728942869,0.1
8727293,27,1.4957271814346311,0.1
17987891,27,1.1817727088928225,0.1
17473041,27,34.97298812866211,0.1
18080369,27,1.2297567129135132,0.1
15305908,27,1.1761494874954224,0.1
16394336,27,1.5929063558578491,0.1
13715537,27,1.6579453945159912,0.1
17037404,27,1.1740132570266724,0.1
6659446,27,1.362014651298523,0.1
16618996,27,22.91065216064453,0.1
9388125,27,1.183018922805786,0.1
19054212,27,1.2336522340774536,0.1
17754702,27,1.2238912582397459,0.1
14593753,27,1.2430986166000366,0.1
13864313,27,1.232176423072815,0.1
17374402,27,1.230396389961243,0.1
8480955,27,1.1584018468856812,0.1
16627259,27,1.2046804428100586,0.1
17392884,27,1.310713291168213,0.1
