GalaxyID,GroupID,SnapNum,Redshift,SubGroupNumber,CentreOfPotential_x,CentreOfPotential_y,CentreOfPotential_z,Stars_Mass,SF_Mass,NSF_Mass,MassType_DM,MassType_BH,HalfMassRad_Star,HalfMassRad_Gas,HalfMassRad_DM,Stars_Hydrogen,Stars_Oxygen,Stars_Metallicity,SF_Hydrogen,SF_Oxygen,SF_Metallicity,NSF_Hydrogen,NSF_Oxygen,NSF_Metallicity,StarFormationRate,InitialMassWeightedStellarAge,ApertureSize,Mass_Star,SFR_30pkpc,Group_R_Crit200,Group_M_Crit200
18230283,28000000000119,28,2.220446049250313e-16,0,53.372032165527344,95.0905990600586,95.13609313964844,134937354240.0,8023164416.0,1440254263296.0,11945170173952.0,401113600.0,10.99876594543457,381.027587890625,243.76100158691406,0.7073594331741333,0.009545170702040195,0.020665805786848068,0.6451262831687927,0.01925038732588291,0.04684945568442345,0.7451887726783752,0.0013419354800134897,0.0030950666405260563,5.198583602905273,8.605459213256836,30,109363642368.0,5.102871894836426,477.5933532714844,11633434820608.0
14523328,28000000000170,28,2.220446049250313e-16,0,37.291561126708984,95.44268035888672,95.91400909423828,125618642944.0,793491136.0,858905575424.0,7389467115520.0,389902816.0,12.536957740783691,345.66192626953125,214.06597900390625,0.7146106958389282,0.008105745539069176,0.017443424090743065,0.6875013709068298,0.012555239722132683,0.029404090717434883,0.7426154017448425,0.0018858922412618995,0.004287094343453646,0.2728259563446045,9.176177978515625,30,89356091392.0,0.21326960623264313,403.54986572265625,7017798828032.0
14822489,28000000000204,28,2.220446049250313e-16,0,6.478125095367432,55.39910125732422,47.59772872924805,103071358976.0,8352137216.0,894610243584.0,7018621960192.0,200288384.0,12.805153846740723,323.9224853515625,215.98440551757812,0.7114453911781311,0.008526596240699291,0.018750151619315147,0.687658965587616,0.012902488932013512,0.029417162761092186,0.7436367273330688,0.0016574246110394597,0.003815201111137867,3.483980178833008,8.134709358215332,30,73724502016.0,2.8379290103912354,409.4580078125,7330415509504.0
15084442,28000000000221,28,2.220446049250313e-16,0,87.40216827392578,64.1700439453125,55.08974838256836,67729907712.0,236871824.0,427943493632.0,6220758908928.0,306560896.0,8.599658966064453,338.49853515625,198.70462036132812,0.7171905040740967,0.0076626865193247795,0.016296692192554474,0.7129693031311035,0.008320081979036331,0.018314355984330177,0.7470281720161438,0.0010094684548676014,0.0022763938177376986,0.09323539584875107,9.562724113464355,30,53248675840.0,0.02420465275645256,375.65313720703125,5661310058496.0
15430411,28000000000267,28,2.220446049250313e-16,0,39.910072326660156,20.834980010986328,5.165857315063477,119263715328.0,441565728.0,597354217472.0,5786013007872.0,181379984.0,11.694530487060547,339.5710754394531,205.0565948486328,0.7037525773048401,0.009827028028666973,0.022043174132704735,0.6727570295333862,0.015291200019419193,0.035676464438438416,0.7431134581565857,0.001759443781338632,0.004041276406496763,0.15145763754844666,7.636094093322754,30,90219692032.0,0.007477707229554653,371.7130126953125,5484775997440.0
15846479,28000000000318,28,2.220446049250313e-16,0,14.70796012878418,34.91929244995117,12.714902877807617,100909432832.0,8172538368.0,526064189440.0,4255106990080.0,154475152.0,9.541848182678223,282.7437438964844,177.72152709960938,0.698784589767456,0.01068892888724804,0.02419920265674591,0.651833176612854,0.017979376018047333,0.044269219040870667,0.7435246706008911,0.0016737504629418254,0.003847248386591673,4.328969478607178,6.920711994171143,30,81524162560.0,4.236203670501709,340.1684265136719,4203375493120.0
15940995,28000000000335,28,2.220446049250313e-16,0,83.29438018798828,2.879448413848877,57.802913665771484,122750230528.0,516771488.0,364672057344.0,4799949438976.0,267323184.0,9.933506965637207,312.2690734863281,193.6455078125,0.7016160488128662,0.01032633613795042,0.022984299808740616,0.6638308763504028,0.017010975629091263,0.03964528813958168,0.742605984210968,0.0018739564111456275,0.004278989043086767,0.15180017054080963,7.970956325531006,30,93714448384.0,0.0,356.29022216796875,4830115921920.0
16041949,28000000000353,28,2.220446049250313e-16,0,67.70081329345703,55.034507751464844,79.60192108154297,114581766144.0,4753273856.0,230841319424.0,5657631129600.0,331577696.0,12.618247032165527,281.32952880859375,146.66937255859375,0.7137779593467712,0.008394255302846432,0.017791755497455597,0.710137665271759,0.008931322023272514,0.019518239423632622,0.7467178106307983,0.0010580113157629967,0.0024257516488432884,1.8359787464141846,10.218372344970703,30,81926479872.0,1.7216453552246094,378.0860900878906,5771946885120.0
16214874,28000000000388,28,2.220446049250313e-16,0,0.4684937298297882,4.1722092628479,79.65687561035156,95219949568.0,2218786.75,189167304704.0,5055772622848.0,347551680.0,7.685277938842773,291.26507568359375,143.03729248046875,0.7140926718711853,0.008280373178422451,0.017655592411756516,0.7234843373298645,0.004659014753997326,0.012587999925017357,0.7476944327354431,0.0008808501297608018,0.001970840385183692,0.0007092989981174469,10.178374290466309,30,78807457792.0,0.0,354.7032775878906,4765215358976.0
16373727,28000000000405,28,2.220446049250313e-16,0,84.82356262207031,97.32582092285156,33.89811706542969,65579892736.0,13141440512.0,295911522304.0,3421565878272.0,87567056.0,8.773514747619629,196.039794921875,153.05291748046875,0.6988767385482788,0.01066895667463541,0.02418714202940464,0.6717003583908081,0.015332244336605072,0.036009497940540314,0.7435539364814758,0.0016827464569360018,0.0038347463123500347,5.727792739868164,6.940584182739258,30,53913165824.0,5.134428977966309,329.2320251464844,3811328131072.0
16647245,28000000000472,28,2.220446049250313e-16,0,52.01997375488281,28.67528533935547,12.07860279083252,30075049984.0,4284544256.0,138786340864.0,1537711931392.0,27253188.0,4.23377799987793,214.49119567871094,160.3728485107422,0.6974170804023743,0.010791818611323833,0.024712903425097466,0.6716302037239075,0.01471414789557457,0.03565893694758415,0.7440356612205505,0.0015712613239884377,0.0036044022999703884,2.1953587532043457,6.35559606552124,30,28956708864.0,2.1857235431671143,240.27755737304688,1481489252352.0
16902853,28000000000521,28,2.220446049250313e-16,0,28.48794174194336,61.71052169799805,65.17068481445312,85367504896.0,1502530304.0,138926800896.0,3560893579264.0,184110032.0,5.67516565322876,252.43093872070312,133.82894897460938,0.7034620046615601,0.009938666597008705,0.02219826728105545,0.6435071229934692,0.018598036840558052,0.04784024879336357,0.7435891628265381,0.0016500732162967324,0.0038082278333604336,0.67054283618927,9.056239128112793,30,75296088064.0,0.6694765686988831,323.6742858886719,3621565759488.0
16971377,28000000000538,28,2.220446049250313e-16,0,8.34410572052002,51.46571350097656,26.019548416137695,68894998528.0,163178832.0,116000579584.0,3442255331328.0,189037616.0,3.692507028579712,281.3252868652344,145.88255310058594,0.695121705532074,0.011428402736783028,0.02581329271197319,0.6801388263702393,0.01430769357830286,0.03282827511429787,0.7473344206809998,0.000940868107136339,0.0021247079130262136,0.05652844160795212,9.647246360778809,30,62508867584.0,0.01949339173734188,311.92431640625,3240994275328.0
17079993,28000000000572,28,2.220446049250313e-16,0,56.94511413574219,15.28704833984375,21.629364013671875,60602617856.0,822419456.0,126983053312.0,2451460325376.0,83697920.0,5.9187541007995605,267.78424072265625,152.73721313476562,0.70502108335495,0.009598331525921822,0.02150200493633747,0.6668862700462341,0.014372674748301506,0.03895314410328865,0.7412430047988892,0.0021290623117238283,0.004896640311926603,0.4531533122062683,7.695530891418457,30,55371309056.0,0.4289858043193817,277.426025390625,2280104394752.0
17140714,28000000000589,28,2.220446049250313e-16,0,99.87379455566406,56.93011474609375,90.96257019042969,62439616512.0,8873117696.0,244910768128.0,2359376740352.0,65645096.0,6.306407928466797,228.78091430664062,157.1243896484375,0.6983281373977661,0.01084295753389597,0.024454059079289436,0.6474825739860535,0.01914321817457676,0.046012647449970245,0.7432337403297424,0.0017367122927680612,0.003978536929935217,5.819490909576416,5.2195258140563965,30,54030794752.0,5.774685859680176,267.2143249511719,2037492875264.0
17317485,28000000000624,28,2.220446049250313e-16,0,46.78572082519531,95.16412353515625,42.04022216796875,39086452736.0,953905216.0,92979953664.0,2877625466880.0,88858624.0,6.306380271911621,223.79205322265625,136.4923858642578,0.7154229879379272,0.008002333343029022,0.017061349004507065,0.6933144927024841,0.011372411623597145,0.026340369135141373,0.748664379119873,0.000696633302140981,0.001536272931843996,0.37700164318084717,9.691818237304688,30,32502253568.0,0.3736856281757355,302.8898010253906,2967342940160.0
17519777,28000000000696,28,2.220446049250313e-16,0,51.21449661254883,23.384143829345703,54.08597946166992,49277218816.0,415136544.0,104257003520.0,2704045506560.0,103329568.0,7.608550071716309,225.17462158203125,133.12557983398438,0.7172330021858215,0.007615542504936457,0.016285249963402748,0.688635528087616,0.012825656682252884,0.029106443747878075,0.747677743434906,0.0008862700778990984,0.002005042042583227,0.12400415539741516,9.740964889526367,30,40955215872.0,0.0,292.1681213378906,2663375962112.0
17630010,28000000000710,28,2.220446049250313e-16,0,68.42528533935547,4.086648464202881,11.092151641845703,55152185344.0,2113702784.0,140810387456.0,2282349658112.0,74489344.0,9.582141876220703,217.99766540527344,124.3824234008789,0.7110328078269958,0.008595765568315983,0.018938696011900902,0.6777198314666748,0.014446014538407326,0.03380840644240379,0.7431509494781494,0.0017759449547156692,0.004035390913486481,0.6745970845222473,7.831333160400391,30,45133492224.0,0.4287385046482086,272.4349060058594,2159446458368.0
17672886,28000000000727,28,2.220446049250313e-16,0,31.86554718017578,32.56137466430664,2.0624780654907227,35503706112.0,0.0,50439700480.0,2734826979328.0,116961856.0,2.8571629524230957,327.294921875,132.41671752929688,0.7083455324172974,0.009474865160882473,0.02017057314515114,0.0,0.0,0.0,0.7494872808456421,0.0005063596181571484,0.0011482617119327188,0.0,10.059929847717285,30,30115565568.0,0.0,279.6551513671875,2335558860800.0
17795987,28000000000773,28,2.220446049250313e-16,0,75.72949981689453,92.39482879638672,36.66025161743164,47606673408.0,266589552.0,76677578752.0,2309873729536.0,72640664.0,3.570344924926758,223.8833770751953,122.66207885742188,0.7061032652854919,0.009706370532512665,0.02108953706920147,0.6671943068504333,0.01662878319621086,0.038547128438949585,0.7466874122619629,0.001059764763340354,0.002456305781379342,0.09462828189134598,9.451577186584473,30,43935858688.0,0.020908214151859283,274.2429504394531,2202784235520.0
18010353,28000000000840,28,2.220446049250313e-16,0,66.9623031616211,36.46978759765625,18.97661781311035,56201740288.0,4197385728.0,78119542784.0,2003006128128.0,83202712.0,2.5474791526794434,185.76580810546875,107.2607421875,0.6832357048988342,0.013301833532750607,0.03077261708676815,0.7040656208992004,0.009800931438803673,0.02226817049086094,0.7459606528282166,0.0012301543029025197,0.0027634187135845423,1.4961410760879517,9.441494941711426,30,53368573952.0,0.9160208702087402,265.5854187011719,2000487579648.0
