GalaxyID,NSF_Mass,KappaCoRot,SubHaloGalaxyID
19701421,219089420000.0,0.1837527864582299,19701421
19701414,10595428000000.0,0.18644388031344689,19701414
19701413,2513787000.0,0.15899728563158044,19701413
19701413,2513787000.0,0.15899728563158044,19701413
19701412,11659208000000.0,0.15508924562294424,19701412
19701410,13063578000000.0,0.18120597022588084,19701410
19701409,14196099000000.0,0.15173704980546132,19701409
11444564,30946802000.0,0.45594857695343133,11444564
11444563,29862509000.0,0.43283899410471993,11444563
14815359,95702880000.0,0.2775826975138181,14815359
14815358,84707740000.0,0.25418372442457754,14815358
14815349,722865400000.0,0.5905702877728571,14815349
14815348,772903100000.0,0.41869070034072886,14815348
15056765,86221720000.0,0.4471193426547747,15056765
15056764,118260600000.0,0.19073307364940875,15056764
2045978,16961011000.0,0.18540388059428464,2045978
8295070,57620447000.0,0.29223634014041133,8295070
8295069,74067984000.0,0.29944086732054515,8295069
15656334,21794560000.0,0.23131396235114288,15656334
15656333,34688180000.0,0.2815924924037675,15656333
15656328,150633510000.0,0.6706790121363966,15656328
15656327,176387590000.0,0.5355236627581301,15656327
15854832,18366194000.0,0.3516557802139744,15854832
15854831,30626574000.0,0.2453997060318989,15854831
16005114,29798308000.0,0.2257181425042793,16005114
16005113,52956262000.0,0.2920400454593362,16005113
16005111,54004187000.0,0.23172906041009647,16005111
16005110,65324253000.0,0.3172283156394474,16005110
16005100,90409070000.0,0.44372712965540423,16005100
16005099,107431950000.0,0.4734161207969005,16005099
16085027,101122760000.0,0.32032181976401275,16085027
16085026,138082220000.0,0.23625871214771024,16085026
16210134,31512248000.0,0.1985113781714088,16210134
16210133,42212704000.0,0.13421364941480435,16210133
16210131,62303515000.0,0.5030344904620397,16210131
16210130,69386530000.0,0.25985500561360103,16210130
16210123,339734760000.0,0.5308045357706456,16210123
16210122,349138160000.0,0.4251626891176832,16210122
20391004,520936330000.0,0.47348136137387775,20391004
20391003,789250200000.0,0.45584697783428146,20391003
20809101,397068800000.0,0.33396004523409023,20809101
20809100,430034160000.0,0.15888690618038082,20809100
13746734,19550610000.0,0.2726399728497579,13746734
13746733,21505214000.0,0.18502386339789464,13746733
13746726,4879753000.0,0.3114163853943132,13746726
13746725,2488143000.0,0.2073882121829128,13746725
13747977,11191758000.0,0.18617197699259125,13747977
13747976,15028167000.0,0.2249753766449943,13747976
13749535,6028382000.0,0.2193407671141579,13749535
13749529,41861940000.0,0.40814331734627635,13749529
13749528,29556760000.0,0.5114103838789728,13749528
13749528,29556760000.0,0.5114103838789728,13749528
13749527,28516178000.0,0.4856531830864293,13749527
1406448,13735074000.0,0.35673176306060994,1406448
1406447,16728523000.0,0.23050185396042683,1406447
11058621,14000589000.0,0.22004413050648514,11058621
11058620,13922380000.0,0.13072962976038785,11058620
11140846,22461944000.0,0.44689138996704386,11140846
11140845,23038614000.0,0.3581883945561557,11140845
11223381,8855788000.0,0.19073024038576167,11223381
13935869,41428886000.0,0.3716106556522421,13935869
13935868,58908807000.0,0.49551814441651376,13935868
13935866,86173480000.0,0.4487735145637832,13935866
13935865,80575030000.0,0.4669023394995754,13935865
13938880,31584137000.0,0.22864248369404933,13938880
13938880,31584137000.0,0.22864248369404933,13938880
13938879,44707540000.0,0.2564501055914083,13938879
18481130,298884830000.0,0.5043464682412577,18481130
18481129,785760060000.0,0.3117480217733046,18481129
18481128,1128725200000.0,0.2568800007330879,18481128
18481127,1435831000000.0,0.15505914707102927,18481127
18481126,1639724900000.0,0.1951678547393878,18481126
18481125,1694749400000.0,0.143680524775431,18481125
18481119,8505297000000.0,0.2667238498914257,18481119
18481118,9233412000000.0,0.1586362108193292,18481118
21109777,87479165000.0,0.3624427150911408,21109777
21109776,990616800000.0,0.361689379432778,21109776
21109775,1657792500000.0,0.19357058054120757,21109775
21109774,1951515800000.0,0.23147437537245766,21109774
21242367,116541070000.0,0.32527779101381027,21242367
21242366,467845020.0,0.43347083535379577,21242366
21242366,467845020.0,0.43347083535379577,21242366
21242365,514203300000.0,0.26687029659264444,21242365
21242365,514203300000.0,0.26687029659264444,21242365
21242364,647895500000.0,0.2327204741463556,21242364
21242361,6052573000000.0,0.24272991115562104,21242361
21242360,7894693600000.0,0.22365263437375038,21242360
8151810,25389468000.0,0.307736256839951,8151810
8151809,28765852000.0,0.37336901906449665,8151809
8151808,16967309000.0,0.36631736654158537,8151808
13892612,192177860000.0,0.2424957554705928,13892612
13892611,365348200000.0,0.34569901360714755,13892611
18680992,81042330000.0,0.2618303709332639,18680992
18680991,123419360000.0,0.24768378433624183,18680991
18680987,792142400000.0,0.39329657664877476,18680987
18680986,1065059900000.0,0.32139129777010517,18680986
18680978,5273944600000.0,0.17391961625133187,18680978
18680977,5977569500000.0,0.1622518984565552,18680977
12142631,40361996000.0,0.23734060730882306,12142631
12142630,33682778000.0,0.23075829289549862,12142630
12143719,18581498000.0,0.2808140157919641,12143719
12143718,19131607000.0,0.21293576601326858,12143718
12147405,18380943000.0,0.15414875007845488,12147405
12147404,19447323000.0,0.16131009769143656,12147404
8310706,20160506000.0,0.22755655140403752,8310706
8310705,33682952000.0,0.19200425967783358,8310705
8310702,40678674000.0,0.4805137214432359,8310702
8310701,39275164000.0,0.5415315086696244,8310701
15305924,27967312000.0,0.31979069465706084,15305924
15305923,36859690000.0,0.2503377214667577,15305923
15305911,332940000000.0,0.43609452565447754,15305911
15305910,360486540000.0,0.26304225760357536,15305910
15305910,360486540000.0,0.26304225760357536,15305910
15305909,393244840000.0,0.23054376528065443,15305909
8331259,12907982000.0,0.0980927010467388,8331259
8331258,14088402000.0,0.21696274430997822,8331258
15322041,922403650.0,0.24250207132690219,15322041
15322040,124945990000.0,0.19205810009539148,15322040
15322040,124945990000.0,0.19205810009539148,15322040
15322039,118079800000.0,0.300536254968295,15322039
15322039,118079800000.0,0.300536254968295,15322039
15322038,136975516000.0,0.1656492956422681,15322038
15322038,136975516000.0,0.1656492956422681,15322038
15322037,107869135000.0,0.16035660442877006,15322037
15322028,439828600000.0,0.4388387646157026,15322028
15322027,500571180000.0,0.46317888251179984,15322027
15471822,9450157000.0,0.2069469270715122,15471822
15471821,16770936000.0,0.13614448563640327,15471821
15471815,143820700000.0,0.672917684682162,15471815
15471814,77836750000.0,0.5093847586639075,15471814
8349169,11767958000.0,0.3935999310793141,8349169
8349168,15011291000.0,0.23486058780937186,8349168
15554610,42936520000.0,0.2738117894863867,15554610
15554609,49736745000.0,0.27856222828799193,15554609
15554599,367820600000.0,0.6312981330770497,15554599
15554598,534809670000.0,0.2653722134992796,15554598
15605792,126115275000.0,0.4301918047561387,15605792
15605791,162203370000.0,0.15785974285845517,15605791
15605791,162203370000.0,0.15785974285845517,15605791
15605790,202034940000.0,0.26656090561295825,15605790
16130886,17505913000.0,0.4849810735903207,16130886
16130886,17505913000.0,0.4849810735903207,16130886
16130885,22756870000.0,0.1834276222315432,16130885
16130877,143707870000.0,0.4824113668744001,16130877
16130876,176802330000.0,0.2978887246632838,16130876
16331618,37399880000.0,0.15913007173857968,16331618
16331617,61246386000.0,0.31481705289425094,16331617
16331617,61246386000.0,0.31481705289425094,16331617
16331616,73611940000.0,0.34216084965495364,16331616
16331613,302457100000.0,0.29982394238585164,16331613
16331612,354125900000.0,0.1766187089723052,16331612
16343014,3467996700.0,0.20392909084502905,16343014
16343013,32458056000.0,0.3350895096010615,16343013
16343013,32458056000.0,0.3350895096010615,16343013
16343012,42100000000.0,0.41429337213652895,16343012
16343009,82419900000.0,0.560514102059342,16343009
16343008,103272554000.0,0.4577940675974103,16343008
16343003,177419190000.0,0.5965736722672382,16343003
16343002,178855850000.0,0.6147099953491164,16343002
11515994,40537375000.0,0.2630645093341833,11515994
11515993,42173075000.0,0.3720872928465262,11515993
11515988,260443320000.0,0.5417471691117566,11515988
11515987,422179600000.0,0.5452757230173989,11515987
11515987,422179600000.0,0.5452757230173989,11515987
11515986,563079500000.0,0.386172799896459,11515986
11515983,1531890800000.0,0.4663155762897726,11515983
11515982,2745761500000.0,0.40147504181779553,11515982
11525823,89451990000.0,0.4669651796599136,11525823
11525822,124079750000.0,0.5583574802387998,11525822
11525817,177206890000.0,0.5462095341298859,11525817
11525816,21700037000.0,0.3908253387065774,11525816
13263403,13370541000.0,0.16217398743045344,13263403
13263402,18859651000.0,0.14897130888531468,13263402
13265407,11381539000.0,0.1257279537985971,13265407
13265406,11920825000.0,0.13704406725732557,13265406
13265405,15013735000.0,0.18349271305373827,13265405
