GalaxyID_snap28,GalaxyID,Lm_max,GroupID,SubGroupNumber,LastProgID,TopLeafID,DescendantID,SnapNum,Stars_Mass,SF_Hydrogen,SF_Oxygen,Redshift,StarFormationRate,Stars_Metallicity,SF_Mass,NSF_Mass,BlackHoleMass,MassType_DM,SF_Metallicity,Vmax,CentreOfPotential_x,CentreOfPotential_y,CentreOfPotential_z,HalfMassRad_Star,sSFR,SF_logOH,tiempo
17467743,17467744,1.1372398138046265,27000000000696,0,17469217,17467769,17467743,27,18088407000.0,0.7030265,0.009690683,0.10063854,1.243183,0.015894534,1509870600.0,124599435000.0,12602112.0,1533116400000.0,0.022529095,164.60013,53.894207,78.821846,28.43601,5.950944,6.872816e-11,8.935263,12.469128
17467743,17467743,1.1372398138046265,28000000000675,0,17469549,17467769,17467743,28,20584251000.0,0.68553877,0.012185345,2.220446e-16,0.26049563,0.016123623,544286700.0,135425990000.0,16917938.0,1719329200000.0,0.029952928,156.5467,54.132584,79.06683,28.678637,7.1092496,1.2655094e-11,9.045686,13.820529
17480553,17480569,1.1447755098342896,12000200000515,0,17480658,17480579,17480568,12,554499840.0,0.745562,0.0018182731,3.0165045,1.6379288,0.0022317658,2267261400.0,10978998000.0,154889.52,159173260000.0,0.003132,136.44125,37.541313,96.55509,5.8188124,2.5745811,2.9538851e-09,8.183056,2.1443036
17480553,17480568,1.1447755098342896,13000200001008,0,17480798,17480579,17480567,13,1360019700.0,0.7411019,0.0030253937,2.4784133,2.4213214,0.0031013398,3502278700.0,13830197000.0,473540.03,214764670000.0,0.005352258,137.859,37.96026,96.62159,6.029701,3.5933306,1.7803575e-09,8.406784,2.6525817
17480553,17480556,1.2303428649902344,25000000000629,0,17481616,17480579,17480555,25,21361390000.0,0.6980023,0.010861718,0.27090108,5.6186543,0.017511377,6861629000.0,147153420000.0,3453864.8,2033264600000.0,0.024631947,201.33282,43.026344,97.71813,7.9513364,5.209506,2.630285e-10,8.987922,10.576508
17480553,17480555,1.2303428649902344,26000000000593,0,17482262,17480579,17480554,26,33051216000.0,0.6821439,0.01370614,0.18270987,3.397532,0.019390343,3865847000.0,177581650000.0,14974659.0,2183654000000.0,0.031313892,189.89658,43.41469,97.81968,8.027531,5.7693167,1.0279597e-10,9.09892,11.501236
17480553,17480554,1.1388466358184814,27000000000614,0,17482688,17480579,17480553,27,35716178000.0,0.6875666,0.012217674,0.10063854,2.252022,0.019645436,4330885600.0,187649790000.0,19748494.0,2268233700000.0,0.02896336,189.3032,43.7277,97.930916,8.150117,6.4664826,6.305328e-11,9.045554,12.469128
17480553,17480553,1.1388466358184814,28000000000680,0,17483368,17480579,17480553,28,42985330000.0,0.6800984,0.0139189875,2.220446e-16,4.1676245,0.019846879,6772073000.0,160167430000.0,23109628.0,2210548200000.0,0.032399766,191.13571,44.148586,98.1,8.344732,7.316852,9.6954576e-11,9.106916,13.820529
8623367,8623384,2.752171039581299,11001300000296,1,8623412,8623392,8623383,11,21735286.0,0.7448772,0.001768092,3.5279765,0.022540554,0.001299438,45028828.0,212784210.0,0.0,2220165400.0,0.0032427267,53.036633,37.531986,95.77719,7.9846067,1.2784097,1.0370489e-09,8.1713,1.7945184
8623367,8623383,2.752171039581299,12000500000029,0,8623431,8623392,8623382,12,84973096.0,0.7429658,0.0024471115,3.0165045,0.02864694,0.0010760973,62514850.0,3949900000.0,147575.58,59983250000.0,0.0042696246,87.88301,37.886044,95.891716,8.00326,3.2289393,3.3712955e-10,8.313565,2.1443036
8623367,8623375,1.1086598634719849,20000000000666,1,8623911,8623392,8623374,20,5683641000.0,0.7190574,0.0074560745,0.86505055,3.7514882,0.0104045095,5844281300.0,15533347000.0,1500413.4,441580300000.0,0.015723523,143.8621,41.366997,97.262245,7.4959254,4.5306177,6.600502e-10,8.811627,6.471967
8623367,8623374,1.1086598634719849,21000000000716,0,8624057,8623392,8623373,21,8241854000.0,0.7074364,0.009622158,0.7356296,3.8583584,0.012305175,5025124400.0,23403528000.0,1704623.9,590282900000.0,0.02079106,146.15216,41.68178,97.35059,7.374412,3.9086494,4.68142e-10,8.929465,7.1307774
17488818,17488835,2.0315134525299072,11000200000526,0,17488914,17488844,17488834,11,110416370.0,0.7472922,0.0013510026,3.5279765,0.20915729,0.001211587,366446370.0,6982585300.0,150025.7,105249420000.0,0.002249806,114.412476,65.79741,48.81798,52.981743,2.8988245,1.8942599e-09,8.053046,1.7945184
17488818,17488834,2.0315134525299072,12000100001659,0,17488996,17488844,17488833,12,501076830.0,0.7471216,0.0014694956,3.0165045,2.0372252,0.0018905798,2956227000.0,11395120000.0,471271.1,176663130000.0,0.0024272427,144.77133,66.02242,48.78455,53.04267,8.029362,4.0656944e-09,8.089658,2.1443036
17488818,17488834,1.1480379104614258,12000100001659,0,17488996,17488844,17488833,12,501076830.0,0.7471216,0.0014694956,3.0165045,2.0372252,0.0018905798,2956227000.0,11395120000.0,471271.1,176663130000.0,0.0024272427,144.77133,66.02242,48.78455,53.04267,8.029362,4.0656944e-09,8.089658,2.1443036
17488818,17488833,1.1480379104614258,13000100000045,0,17489101,17488844,17488832,13,1705656700.0,0.742183,0.0029058587,2.4784133,3.7230847,0.0031685664,5018349000.0,24214410000.0,834589.5,347528630000.0,0.0049472824,152.0238,66.38766,48.776016,53.22665,3.983101,2.1827866e-09,8.388644,2.6525817
17488818,17488830,1.2554455995559692,16000000001317,0,17489333,17488844,17488829,16,5612407000.0,0.7260167,0.006428431,1.7369658,4.1774163,0.006701701,6693228000.0,46023170000.0,1329164.8,621917800000.0,0.012739037,178.54277,66.78705,48.703243,53.395782,4.946102,7.4431816e-10,8.743039,3.7668543
17488818,17488829,1.2554455995559692,17000000001319,0,17489806,17488844,17488828,17,11727405000.0,0.7294565,0.00548499,1.4867073,20.37984,0.008293199,19423750000.0,41682936000.0,2869327.8,784552200000.0,0.011012749,221.2811,66.96313,48.691677,53.489204,5.568373,1.7377962e-09,8.672057,4.325295
17500195,17500206,1.113675594329834,17000000000818,0,17501247,17500221,17500205,17,30808164000.0,0.70393634,0.010246054,1.4867073,18.221968,0.015202121,21557901000.0,62039550000.0,3641051.0,1107639500000.0,0.022192076,242.04903,87.93763,2.8550205,12.119874,3.4538746,5.9146554e-10,8.958903,4.325295
17500195,17500205,1.113675594329834,18000000000878,0,17501571,17500221,17500204,18,42258590000.0,0.6919114,0.01225597,1.2593315,18.409674,0.01759343,21968562000.0,65080310000.0,6722838.0,1171423400000.0,0.02725551,254.04257,87.67974,2.7420907,12.378774,3.6513538,4.3564333e-10,9.044177,4.9582767
17713162,17713178,1.1974161863327026,12000100000338,0,17713394,17713187,17713177,12,1418024700.0,0.7400013,0.0033949665,3.0165045,2.176733,0.0032618297,3138933500.0,17507146000.0,453173.62,252197240000.0,0.0059688613,146.21973,68.011986,81.29157,60.895992,3.1616106,1.5350459e-09,8.457483,2.1443036
17713162,17713177,1.1974161863327026,13000100000747,0,17713591,17713187,17713176,13,3625432300.0,0.7384351,0.0038097182,2.4784133,5.8467445,0.0042584795,6736434000.0,22602326000.0,925909.06,369080700000.0,0.0068741883,179.88692,67.9761,81.06929,60.537766,3.7804792,1.6127027e-09,8.508461,2.6525817
17713162,17713172,1.5890069007873535,18000000000701,0,17714150,17713187,17713171,18,18641467000.0,0.69494677,0.011493679,1.2593315,1.7566969,0.015490207,3334134300.0,58937545000.0,20256738.0,1171055000000.0,0.02582095,187.93474,67.95169,80.79983,59.33624,2.515827,9.423598e-11,9.014388,4.9582767
17713162,17713171,1.5890069007873535,19000100000222,0,17714706,17713187,17713170,19,30542530000.0,0.69117475,0.012181587,1.0041217,11.011095,0.015852649,7902534700.0,61734506000.0,30117614.0,1331808400000.0,0.027567202,217.6175,67.9242,80.684906,59.075356,3.6752255,3.6051678e-10,9.041996,5.8637867
17713162,17713167,1.130345582962036,23000000000896,0,17715004,17713187,17713166,23,35286807000.0,0.7033253,0.009474071,0.5031073,0.7940271,0.015509334,1583071500.0,47002534000.0,49784416.0,1601059300000.0,0.022996116,215.19362,67.688965,80.65587,58.32009,5.614108,2.2502096e-11,8.925261,8.603063
17713162,17713166,1.130345582962036,24000000000867,0,17715572,17713187,17713165,24,39200610000.0,0.67285734,0.015887178,0.36566857,0.03409271,0.016174478,116368910.0,26477800000.0,62895948.0,1784955000000.0,0.03603484,213.44182,67.64605,80.66047,58.08462,5.8275986,8.6969846e-13,9.169004,9.698071
17754702,17754718,1.2035220861434937,12000100001441,0,17754862,17754728,17754717,12,637798660.0,0.74479795,0.0019577015,3.0165045,0.9212054,0.0020885451,1325142800.0,13875997000.0,542539.9,197236020000.0,0.0034271812,148.37666,4.06227,44.98006,49.780865,3.4110634,1.4443514e-09,8.215589,2.1443036
17754702,17754717,1.2035220861434937,13000100000877,0,17755024,17754728,17754716,13,1709264400.0,0.74285436,0.0026970645,2.4784133,5.7343974,0.003151921,5992989000.0,17909187000.0,1002560.4,299063080000.0,0.0046223886,151.74777,4.2866616,45.229446,49.832405,3.9221253,3.354892e-09,8.355868,2.6525817
17754702,17754704,1.2238912582397459,26000000000079,3,17756623,17754728,17754703,26,28453579000.0,0.6950245,0.011248883,0.18270987,3.5135405,0.01836797,6434301000.0,10176823000.0,18242412.0,1096044400000.0,0.025881192,201.21397,7.5666523,48.298203,51.143913,4.6137495,1.2348325e-10,9.00499,11.501236
17754702,17754703,1.2238912582397459,27000000000485,0,17757155,17754728,17754702,27,37800530000.0,0.66619843,0.015990177,0.10063854,0.7255979,0.019136157,1392207600.0,10112320000.0,34374440.0,1882089700000.0,0.03818382,188.01337,7.779308,48.808167,51.18461,5.475682,1.9195444e-11,9.17613,12.469128
17879405,17879421,1.4387412071228027,12000000001375,0,17879748,17879431,17879420,12,1449105000.0,0.7436334,0.00249808,3.0165045,3.1082516,0.0025800033,4834486300.0,25076013000.0,760347.44,356797100000.0,0.004186793,173.82101,97.315544,56.752647,76.71342,3.386207,2.1449458e-09,8.322127,2.1443036
17879405,17879420,1.4387412071228027,13000100000004,0,17879907,17879431,17879419,13,4548601000.0,0.7364911,0.004315299,2.4784133,5.958486,0.004260918,9022712000.0,31653818000.0,1377681.6,516387240000.0,0.0078333905,187.7933,96.986145,56.739296,76.361595,4.7838697,1.3099603e-09,8.563724,2.6525817
17966782,17966793,1.1710054874420166,17000000001184,0,17967626,17966808,17966792,17,16041871000.0,0.7085722,0.009554844,1.4867073,8.660816,0.011610687,11828934000.0,45752900000.0,1985550.8,916715100000.0,0.02034774,190.60223,68.458084,89.923195,76.23736,3.8203034,5.3988813e-10,8.92572,4.325295
17966782,17966792,1.1710054874420166,18000000001262,0,17968000,17966808,17966791,18,23265667000.0,0.7033171,0.0103422105,1.2593315,11.788326,0.01345276,14978896000.0,47705498000.0,3808684.8,903898300000.0,0.022499189,212.30919,68.56979,89.73072,76.23794,4.2691436,5.0668336e-10,8.963343,4.9582767
8689645,8689655,1.143480896949768,18000000003480,0,8690208,8689671,8689654,18,4969398300.0,0.7173289,0.007884021,1.2593315,2.1293516,0.008509964,3747775700.0,20393564000.0,497306.2,302446670000.0,0.016616464,144.10213,54.2384,33.645462,13.926235,3.514265,4.2849285e-10,8.836909,4.9582767
8689645,8689654,1.143480896949768,19000300000105,0,8690374,8689671,8689653,19,7388672000.0,0.7151059,0.0080292,1.0041217,3.6666312,0.010620371,6356039000.0,20123154000.0,682056.9,348759900000.0,0.017380172,151.05734,54.772636,33.314373,14.405619,4.2087016,4.962504e-10,8.846182,5.8637867
8689645,8689650,1.4902435541152954,23000000001507,0,8690604,8689671,8689649,23,14401123000.0,0.69187015,0.012007396,0.5031073,2.8059092,0.015463856,5287317000.0,32762632000.0,1051169.2,799337150000.0,0.027409224,160.05263,56.277534,32.74155,15.721979,5.4824395,1.948396e-10,9.035304,8.603063
8689645,8689649,1.4902435541152954,24000000001446,0,8691124,8689671,8689648,24,25607820000.0,0.66861063,0.015946064,0.36566857,3.7361376,0.019342238,4764497400.0,46523750000.0,6359385.5,877644000000.0,0.037159707,181.84933,56.770824,32.493965,16.164415,4.384841,1.4589831e-10,9.173361,9.698071
8691365,8691382,1.262289047241211,11000400001187,0,8691445,8691391,8691381,11,210336320.0,0.7455683,0.0015012937,3.5279765,0.30846357,0.0019729382,430585500.0,3535867400.0,297891.16,67768373000.0,0.0028423064,108.60118,52.183186,34.35591,11.258097,1.8753715,1.4665255e-09,8.099858,1.7945184
8691365,8691381,1.262289047241211,12000400000404,0,8691489,8691391,8691380,12,453961180.0,0.7453732,0.001820675,3.0165045,1.8822578,0.0020659026,1753014000.0,3743732000.0,447693.34,114866910000.0,0.0031856492,135.73038,52.40321,34.237686,11.46913,2.5297127,4.1462966e-09,8.183739,2.1443036
18317745,18317757,1.1717859506607056,16000000001296,0,18318334,18317772,18317756,16,9076821000.0,0.7289446,0.0059101423,1.7369658,9.587255,0.007026895,12173062000.0,38907036000.0,1159644.1,777998400000.0,0.011480709,187.5184,31.277178,79.456215,24.88231,3.9047742,1.0562349e-09,8.704783,3.7668543
18317745,18317756,1.1717859506607056,17000000001182,0,18318603,18317772,18317755,17,14957940000.0,0.71450984,0.008692455,1.4867073,12.098182,0.009705242,12968897000.0,46360048000.0,1377781.9,847269460000.0,0.017944604,192.64192,31.326561,79.30418,25.086433,3.4193485,8.0881335e-10,8.881015,4.325295
16491888,16491898,1.2441524267196655,18000000003973,0,16492195,16491914,16491897,18,3331170300.0,0.7268435,0.0060668387,1.2593315,1.9344164,0.0073722443,3375190500.0,19497765000.0,664120.6,243190560000.0,0.012310756,119.864334,57.03184,44.99474,79.60551,2.7894633,5.8070176e-10,8.717402,4.9582767
16491888,16491897,1.2441524267196655,19000300000301,1,16492346,16491914,16491896,19,6250619400.0,0.7175424,0.008060037,1.0041217,3.578105,0.009376087,5259166000.0,14165352000.0,842965.4,247659950000.0,0.016726615,136.58936,56.856358,45.149555,79.77393,3.1921332,5.7244004e-10,8.84637,5.8637867
16491888,16491893,1.7668724060058594,23000000000955,0,16492587,16491914,16491892,23,11796920000.0,0.6990621,0.010952243,0.5031073,3.061564,0.014568566,4611362000.0,37192258000.0,2147152.5,855442300000.0,0.02452226,166.89787,56.10079,45.40514,80.25444,4.686571,2.595223e-10,8.990868,8.603063
16491888,16491892,1.7668724060058594,24000000000871,0,16493144,16491914,16491891,24,23329170000.0,0.6930931,0.011796804,0.36566857,2.489174,0.017001262,4694748700.0,59755696000.0,7645933.5,1184356600000.0,0.026834331,175.0752,55.91835,45.485943,80.40152,4.9426193,1.0669792e-10,9.026853,9.698071
16491888,16491889,1.1950149536132812,27000000000474,0,16493602,16491914,16491888,27,39005614000.0,0.68030024,0.013663051,0.10063854,4.557597,0.018339606,8037765000.0,130116150000.0,10811926.0,1989792000000.0,0.032247778,223.60712,55.510513,45.689514,80.712524,7.9038777,1.1684465e-10,9.098727,12.469128
16491888,16491888,1.1950149536132812,28000000000432,0,16494871,16491914,16491888,28,48774586000.0,0.67273545,0.014714791,2.220446e-16,0.94526565,0.020289024,1704402700.0,93066120000.0,25034564.0,2176256700000.0,0.035525367,200.24704,55.321182,45.85231,80.92233,7.726703,1.938029e-11,9.13579,13.820529
16677354,16677368,2.4920754432678223,14000000001910,1,16677651,16677379,16677367,14,3295351300.0,0.7285882,0.005783948,2.237037,2.045001,0.0062964545,3236584400.0,730360770.0,466363.12,28251363000.0,0.011518356,131.0782,94.50836,60.671833,42.32645,2.2755878,6.205715e-10,8.695622,2.948652
16677354,16677367,2.4920754432678223,15000100000614,0,16677928,16677379,16677366,15,8834010000.0,0.7213826,0.007300978,2.0124102,6.9333777,0.0077132364,8423279600.0,25139837000.0,1101149.0,482852040000.0,0.014902594,184.40248,94.48964,60.974274,42.552555,2.9336529,7.848506e-10,8.801096,3.2762244
16677354,16677357,1.3966693878173828,25000000000555,0,16678991,16677379,16677356,25,35147133000.0,0.6689385,0.01555485,0.27090108,4.98182,0.022269348,5852163600.0,128165000000.0,4733393.5,2451586400000.0,0.036993198,221.28467,94.81298,66.5106,45.61291,4.829531,1.4174187e-10,9.16236,10.576508
16677354,16677356,1.3966693878173828,26000000000523,0,16680576,16677379,16677355,26,54102393000.0,0.65678334,0.017946582,0.18270987,5.459929,0.020430792,4023185200.0,160782290000.0,47060092.0,2838418700000.0,0.04226985,248.80095,94.78351,67.02198,46.019333,5.8225536,1.0091844e-10,9.23244,11.501236
16680962,16680972,1.5048911571502686,18000000001725,0,16681605,16680988,16680971,18,7200644600.0,0.7143778,0.008404157,1.2593315,3.6704879,0.0097485,4765026000.0,37782544000.0,941033.06,696395200000.0,0.017841773,167.61487,40.188725,26.745083,45.063038,3.1304836,5.0974436e-10,8.8664465,4.9582767
16680962,16680971,1.5048911571502686,19000100000069,1,16682000,16680988,16680970,19,14443167000.0,0.70046735,0.010769929,1.0041217,7.5245786,0.013991323,8086166500.0,13941634000.0,2056360.5,332288030000.0,0.02366475,185.62375,40.1104,27.071125,45.134872,2.7064254,5.209784e-10,8.982705,5.8637867
2513875,2513890,1.1850556135177612,13000200000597,0,2514052,2513902,2513889,13,1976339000.0,0.736047,0.00420989,2.4784133,2.1827135,0.0052870484,2927905000.0,14211060000.0,465963.94,215074900000.0,0.008005789,131.8162,39.323433,29.032263,43.35857,2.2296581,1.1044227e-09,8.553246,2.6525817
2513875,2513889,1.1850556135177612,14000000003304,0,2514118,2513902,2513888,14,2784324600.0,0.73596245,0.004214541,2.237037,3.9775717,0.005881617,4165068300.0,15441887000.0,623984.44,265101340000.0,0.008057615,152.30878,39.43653,28.887205,43.542526,2.1342618,1.4285589e-09,8.553775,2.948652
17007154,17007170,1.1172112226486206,12000000000604,0,17007622,17007181,17007169,12,9520155000.0,0.74319,0.0020734437,3.0165045,2.107981,0.013296838,3578720500.0,37623930000.0,40703980.0,720429100000.0,0.0041652303,222.06456,67.99552,45.017063,97.28575,0.7936893,2.2142298e-10,8.241473,2.1443036
17007154,17007169,1.1172112226486206,13000000000522,0,17007908,17007181,17007168,13,10760099000.0,0.73731893,0.0034599795,2.4784133,3.164363,0.011982789,4483624400.0,58777260000.0,44977656.0,971656860000.0,0.0070325993,213.68835,67.840744,45.19546,97.2381,1.0034338,2.9408306e-10,8.4672985,2.6525817
17054447,17054459,1.1290981769561768,16000000000728,0,17055236,17054473,17054458,16,13492754000.0,0.7270675,0.0062210783,1.7369658,14.649695,0.008562573,19236874000.0,58315390000.0,1569412.2,1013239000000.0,0.012205895,217.17552,48.8901,16.981703,15.83406,4.791909,1.0857454e-09,8.728171,3.7668543
17054447,17054458,1.1290981769561768,17000000000702,0,17055699,17054473,17054457,17,22358299000.0,0.7216571,0.0071839183,1.4867073,17.399666,0.010163469,27246342000.0,74697450000.0,2745108.2,1252493400000.0,0.014573499,242.67168,49.31314,16.521936,15.751997,6.103915,7.782196e-10,8.793911,4.325295
17176508,17176519,1.1276119947433472,17000000001500,0,17176913,17176534,17176518,17,3777266400.0,0.73386496,0.0045274757,1.4867073,4.473633,0.007976704,6238222300.0,36603630000.0,501163.5,442656400000.0,0.008987994,149.05655,47.768906,36.740223,52.178875,2.6483188,1.1843573e-09,8.586121,4.325295
17176508,17176518,1.1276119947433472,18000000001416,0,17177162,17176534,17176517,18,6996788700.0,0.73134977,0.0052206307,1.2593315,7.778905,0.008308582,10803505000.0,39844753000.0,1196680.9,612183970000.0,0.010310411,163.03452,47.93677,36.72126,52.094585,3.7633855,1.1117821e-09,8.649478,4.9582767
17176508,17176516,1.331144094467163,20000000000609,0,17177527,17176534,17176515,20,15910177000.0,0.710992,0.008990593,0.86505055,9.563264,0.011761154,13959935000.0,118177830000.0,2946158.2,1793971200000.0,0.019297156,220.56851,48.42407,36.81876,51.697838,4.6506205,6.010784e-10,8.897804,6.471967
17176508,17176515,1.331144094467163,21000000000542,0,17178145,17176534,17176514,21,32290140000.0,0.6949,0.01199116,0.7356296,18.149485,0.015100644,17674945000.0,154363050000.0,5110082.5,2300305000000.0,0.026286967,238.9344,48.528614,36.809223,51.536427,4.3125243,5.620751e-10,9.032819,7.1307774
17176508,17176515,1.1500686407089231,21000000000542,0,17178145,17176534,17176514,21,32290140000.0,0.6949,0.01199116,0.7356296,18.149485,0.015100644,17674945000.0,154363050000.0,5110082.5,2300305000000.0,0.026286967,238.9344,48.528614,36.809223,51.536427,4.3125243,5.620751e-10,9.032819,7.1307774
17176508,17176514,1.1500686407089231,22000000000542,0,17178947,17176534,17176513,22,44197114000.0,0.6785395,0.014590892,0.6151898,13.699349,0.019110106,16216958000.0,171725590000.0,13363723.0,2319084200000.0,0.03302336,225.70277,48.727684,36.859726,51.41916,4.063778,3.0996028e-10,9.1283865,7.8410964
8628413,8628421,1.1690422296524048,20000000002117,0,8628808,8628439,8628420,20,4150239500.0,0.6970721,0.010917018,0.86505055,0.8743926,0.0123907905,1412772100.0,12106781000.0,899138.25,371795300000.0,0.024890237,131.52736,42.038498,88.98052,93.18071,2.9481113,2.1068486e-10,8.990706,6.471967
8628413,8628420,1.1690422296524048,21000000001911,0,8628947,8628439,8628419,21,5479344600.0,0.70836216,0.008964862,0.7356296,2.1625113,0.01300189,2794015500.0,28909433000.0,1251573.1,623430300000.0,0.020028528,154.16354,42.22681,88.8791,93.273926,2.9642143,3.9466605e-10,8.898169,7.1307774
8628413,8628418,1.3098838329315186,23000000001625,0,8629129,8628439,8628417,23,7162856000.0,0.69237393,0.0115234405,0.5031073,1.0927466,0.015426991,1767245000.0,40390304000.0,1509644.0,733653240000.0,0.026738273,137.98845,42.403374,88.71885,93.412155,3.1654503,1.525574e-10,9.017121,8.603063
8628413,8628417,1.3098838329315186,24000000001666,0,8629383,8628439,8628416,24,13597168000.0,0.7003653,0.010251414,0.36566857,2.149697,0.015199854,3729065000.0,41845158000.0,2451829.2,799792900000.0,0.02353391,169.23944,42.550053,88.666565,93.473045,7.264773,1.5809888e-10,8.961339,9.698071
8628413,8628417,1.1444593667984009,24000000001666,0,8629383,8628439,8628416,24,13597168000.0,0.7003653,0.010251414,0.36566857,2.149697,0.015199854,3729065000.0,41845158000.0,2451829.2,799792900000.0,0.02353391,169.23944,42.550053,88.666565,93.473045,7.264773,1.5809888e-10,8.961339,9.698071
8628413,8628416,1.1444593667984009,25000000001627,0,8629717,8628439,8628415,25,15867952000.0,0.6993929,0.010458017,0.27090108,0.9705409,0.016751423,2513992200.0,40275866000.0,6580775.0,828887660000.0,0.02411287,165.1269,42.646843,88.60735,93.523605,5.368885,6.116359e-11,8.970609,10.576508
17548740,17548746,1.6137685775756836,22000000000668,0,17550037,17548767,17548745,22,41213846000.0,0.6825125,0.013691577,0.6151898,10.707203,0.019536791,11912884000.0,101427640000.0,4528356.5,2015823000000.0,0.03147859,230.24823,19.404924,43.762985,45.134686,5.917659,2.5979627e-10,9.098224,7.8410964
17548740,17548745,1.6137685775756836,23000000000627,0,17551386,17548767,17548744,23,72043130000.0,0.6635185,0.017008629,0.5031073,19.633196,0.022034861,16520899000.0,147919240000.0,9011257.0,2297047300000.0,0.03946501,271.629,19.041853,43.73622,45.411922,6.5115027,2.7252003e-10,9.204697,8.603063
10705994,10706005,1.2596064805984497,17000000000133,0,10708471,10706020,10706004,17,60703640000.0,0.69053525,0.01282524,1.4867073,39.856895,0.01697293,27295179000.0,227042000000.0,24234492.0,3180188700000.0,0.027907543,328.43323,58.51163,31.01253,17.059916,2.365042,6.565816e-10,9.06476,4.325295
10705994,10706004,1.2596064805984497,18000000000141,0,10709865,10706020,10706003,18,90128380000.0,0.69814456,0.010657616,1.2593315,29.268463,0.020630293,29072257000.0,410238300000.0,72925120.0,4525580000000.0,0.024042312,365.1781,58.38937,30.993828,17.235617,2.6000035,3.247419e-10,8.979595,4.9582767
10705994,10705998,1.1074669361114502,24000000000039,0,10715474,10706020,10705997,24,183216010000.0,0.6915861,0.012711163,0.36566857,15.042011,0.020591047,26912295000.0,1348578700000.0,196027970.0,11750715000000.0,0.0278587,358.67047,59.589737,32.336956,19.016397,14.780723,8.2099876e-11,9.06022,9.698071
10705994,10705997,1.1074669361114502,25000000000011,1,10717202,10706020,10705996,25,212993470000.0,0.68543434,0.013591539,0.27090108,17.788614,0.02168322,24916610000.0,812470240000.0,207409710.0,10088839000000.0,0.030286947,369.61133,59.94,32.669163,19.47325,16.440529,8.351718e-11,9.0931835,10.576508
10724784,10724801,1.7639762163162231,11000000001113,0,10725044,10724810,10724800,11,1276660200.0,0.74385285,0.0024349468,3.5279765,3.0452433,0.002389171,4343035400.0,21999268000.0,455350.6,302281850000.0,0.004059632,166.34302,64.9958,40.741062,16.26749,4.005328,2.3853202e-09,8.310883,1.7945184
10724784,10724800,1.7639762163162231,12000000001192,0,10725272,10724810,10724799,12,4197020000.0,0.740759,0.0032980319,3.0165045,9.508863,0.0034902743,9619997000.0,22738670000.0,770503.44,436131660000.0,0.0056702546,195.45132,64.905174,40.448658,16.381784,4.464934,2.2656226e-09,8.444458,2.1443036
10724784,10724798,1.1962177753448486,14000000000442,0,10725456,10724810,10724797,14,16871082000.0,0.73300785,0.0045600543,2.237037,21.412727,0.009656066,18455847000.0,66753390000.0,16100457.0,1206238300000.0,0.009094555,263.98495,64.81578,39.987488,16.422152,2.064474,1.2691971e-09,8.589742,2.948652
10724784,10724797,1.1962177753448486,15000000000423,0,10726181,10724810,10724796,15,25140623000.0,0.7258196,0.0063132034,2.0124102,8.526254,0.010943422,14215644000.0,85822370000.0,54024156.0,1649903000000.0,0.012614735,275.16006,64.7981,39.801888,16.524296,3.2771616,3.391425e-10,8.735301,3.2762244
10724784,10724796,1.114898443222046,16000000000330,0,10726387,10724810,10724795,16,26020706000.0,0.7267208,0.006032467,1.7369658,3.0318348,0.010733099,6422746000.0,107847205000.0,64555624.0,1947385700000.0,0.012140661,249.76157,64.7007,39.46334,16.71975,4.1364474,1.1651624e-10,8.715008,3.7668543
10724784,10724795,1.114898443222046,17000000000346,0,10726878,10724810,10724794,17,29558704000.0,0.72981834,0.0053380798,1.4867073,4.298995,0.010347039,8521207000.0,124550900000.0,70859540.0,2242444800000.0,0.010771754,267.80594,64.553505,39.119377,16.953598,5.3608804,1.4543923e-10,8.66005,4.325295
10724784,10724794,1.1974985599517822,18000000000352,0,10727128,10724810,10724793,18,31828210000.0,0.72939646,0.0055862917,1.2593315,6.411061,0.010186606,11419836000.0,121964380000.0,75130220.0,2340461700000.0,0.011233327,261.15198,64.386856,38.67713,17.19344,5.817928,2.01427e-10,8.68004,4.9582767
10724784,10724793,1.1974985599517822,19000000000358,0,10727801,10724810,10724792,19,41544065000.0,0.7166614,0.008112845,1.0041217,15.986117,0.010801947,12602855000.0,181972730000.0,91131090.0,2792163600000.0,0.017012037,262.87567,64.18541,38.04872,17.49501,5.9770303,3.8479905e-10,8.849739,5.8637867
10733158,10733167,1.235257863998413,19000200000068,0,10733974,10733184,10733166,19,10948132000.0,0.71093357,0.008974908,1.0041217,4.743701,0.01170684,8169898500.0,46314398000.0,2172675.5,761419860000.0,0.019251691,165.11632,55.689064,35.076607,18.998373,3.845739,4.3328863e-10,8.897081,5.8637867
10733158,10733166,1.235257863998413,20000000001234,0,10734330,10733184,10733165,20,16487834000.0,0.70950353,0.009273496,0.86505055,10.702031,0.013169154,13189224000.0,41604170000.0,3186770.0,768972200000.0,0.019900415,182.69551,55.907463,35.02451,19.223776,3.5328488,6.4908656e-10,8.912169,6.471967
10733158,10733163,1.2206652164459229,23000000000023,1,10734512,10733184,10733162,23,29741640000.0,0.687722,0.012822968,0.5031073,7.1006994,0.017864076,11846853000.0,3845832000.0,2353781.0,406125480000.0,0.02914543,191.91946,56.229393,34.948265,20.255728,5.5988054,2.3874605e-10,9.066456,8.603063
