GalaxyID_snap28,GroupID,GroupCentreOfPotential_x,GroupCentreOfPotential_y,GroupCentreOfPotential_z,Group_M_Crit200,Group_R_Crit200,NumOfSubhalos
10400500,20000000002625,99.08149719238281,28.770723342895508,31.905344009399414,612874911744.0,128.82177734375,15
10888018,18000000003724,47.81048583984375,78.9427719116211,66.66304016113281,358938476544.0,92.59698486328125,21
10888018,19000600000468,47.751930236816406,79.03546142578125,66.27714538574219,355181232128.0,101.67431640625,15
12174564,15000100000629,22.260982513427734,67.74461364746094,11.98786735534668,371496026112.0,72.61585998535156,42
12174564,16000000001751,22.39849853515625,67.76190948486328,11.981377601623535,705459650560.0,98.14521789550781,40
12174564,19000100000308,23.343700408935547,67.61485290527344,11.339107513427734,1351136313344.0,158.71969604492188,86
12174564,20000000000891,23.553421020507812,67.59752655029297,11.24372673034668,1384085323776.0,169.010986328125,69
12176835,24000000000062,24.06209373474121,65.83966064453125,9.662778854370117,20090477084672.0,503.37213134765625,829
12176835,25000000000050,24.214942932128906,65.88375091552734,9.739041328430176,24034249015296.0,554.0707397460938,985
12178297,11000500000074,21.293787002563477,61.18886947631836,5.314656734466553,69910233088.0,28.19915771484375,17
12178297,12000400000601,21.409868240356445,61.33475112915039,5.4971795082092285,111920414720.0,37.063785552978516,14
12178297,17000000002142,22.177980422973633,62.257450103759766,6.470294952392578,547246309376.0,98.18576049804688,32
12178297,18000000001276,22.275997161865234,62.53271484375,6.701581954956055,618207117312.0,110.99010467529297,45
12178297,19000200000161,22.410093307495117,63.00068664550781,7.011997699737549,1272458903552.0,155.5771942138672,41
12178297,20000000001134,22.677963256835938,63.24115753173828,7.280589580535889,1352637480960.0,167.72088623046875,47
12180228,11000400000183,18.568954467773438,69.52928161621094,8.833085060119629,80146333696.0,29.512680053710938,11
12180228,12000400001051,18.86342430114746,69.38066101074219,8.905165672302246,103724433408.0,36.1357536315918,9
12180228,17000000002543,20.142995834350586,68.70004272460938,9.495471954345703,561364271104.0,99.02249145507812,23
12180228,18000000002809,20.528966903686523,68.42855834960938,9.599940299987793,496773955584.0,103.18897247314453,19
12180228,18000000002809,20.528966903686523,68.42855834960938,9.599940299987793,496773955584.0,103.18897247314453,19
12180228,19000500000254,21.095123291015625,68.06352996826172,9.75691032409668,503355015168.0,114.20448303222656,11
17199679,16000000000236,19.576927185058594,65.44026947021484,6.349284648895264,3193986613248.0,162.36428833007812,143
17199679,17000000000319,19.754018783569336,65.38754272460938,6.518686771392822,3029238284288.0,173.6893768310547,122
18849992,14000000000077,21.690006256103516,66.6548080444336,8.237520217895508,4318780719104.0,153.84637451171875,188
18849992,15000000000051,21.800575256347656,66.48863983154297,8.314626693725586,5239157030912.0,175.4390106201172,293
18849992,18000000000063,22.760286331176758,65.96965789794922,8.739181518554688,11290704609280.0,292.2923889160156,498
18849992,19000000000060,23.129135131835938,65.95933532714844,8.940788269042969,15170301591552.0,355.4076843261719,499
10277847,18000000003578,87.45841979980469,28.06412696838379,10.662660598754883,352288636928.0,92.01968383789062,24
10277847,19000400000371,87.02090454101562,28.352773666381836,10.708076477050781,544166150144.0,117.21012878417969,38
10387803,14000000004581,19.862680435180664,58.20484924316406,12.0720853805542,206652489728.0,55.852848052978516,17
10387803,15000400000032,19.84042739868164,58.431636810302734,12.104793548583984,201190293504.0,59.18902587890625,16
10387803,20000000002948,19.783565521240234,60.66874313354492,12.524746894836426,487269957632.0,119.33895874023438,17
10387803,21000000003025,19.818960189819336,61.05099868774414,12.604859352111816,479431852032.0,125.00715637207031,17
10414448,16000000006230,1.0271750688552856,89.1685791015625,64.31468963623047,193438040064.0,63.76185989379883,20
10414448,17000000003074,1.4328722953796387,88.89434051513672,63.71426010131836,195890577408.0,69.71541595458984,29
10414448,19000400000427,2.647857666015625,88.09022521972656,61.87615966796875,468941635584.0,111.5439453125,21
10414448,20000000002677,3.115426778793335,87.7840805053711,61.32583236694336,495635791872.0,120.02021026611328,22
10450101,12000200000803,12.22944450378418,42.33671951293945,49.36399459838867,134842015744.0,39.43861389160156,19
10450101,13000100000977,11.631760597229004,42.0644645690918,49.82174301147461,217695371264.0,53.10072326660156,30
10450101,19000500000362,9.98480224609375,42.52432632446289,51.77729797363281,449398964224.0,109.97090911865234,17
10450101,20000000003140,9.764220237731934,42.544586181640625,52.058135986328125,455699005440.0,116.70130920410156,11
10467985,11000200000543,86.25572967529297,86.88033294677734,27.13677978515625,151671029760.0,36.50514602661133,12
10467985,12000200000967,86.14730834960938,86.78060913085938,27.476709365844727,190006181888.0,44.21464538574219,10
10467985,12000200000967,86.14730834960938,86.78060913085938,27.476709365844727,190006181888.0,44.21464538574219,10
10467985,13000300000770,86.0334243774414,86.5782470703125,27.973894119262695,191482298368.0,50.88036346435547,12
10763260,13000300000514,31.413644790649414,73.98655700683594,50.90984344482422,203726389248.0,51.94142532348633,24
10763260,14000000004580,31.207984924316406,74.35238647460938,50.83378601074219,245649604608.0,59.1660041809082,16
10763260,16000000003464,30.699512481689453,75.25431060791016,50.51808166503906,254698455040.0,69.88858795166016,30
10763260,17000000003387,30.336393356323242,75.81372833251953,50.36198806762695,401189961728.0,88.53042602539062,25
10779974,13000300000132,61.666107177734375,95.11534118652344,25.129192352294922,138855333888.0,45.70951461791992,32
10779974,14000000004543,61.511043548583984,95.10741424560547,25.09383201599121,167880605696.0,52.11402893066406,30
10961477,15000300000330,90.96166229248047,59.86981964111328,27.710399627685547,275347177472.0,65.71695709228516,13
10961477,16000000004163,90.9395980834961,59.94990921020508,28.02060890197754,273336631296.0,71.55028533935547,10
10961477,19000500000045,90.73937225341797,60.3129768371582,29.24267578125,505842728960.0,114.39784240722656,18
10961477,20000000003088,90.67681884765625,60.390384674072266,29.56151580810547,479708413952.0,118.72144317626953,12
10250786,18000000003955,64.52140808105469,67.97478485107422,95.14277648925781,357756076032.0,92.49407958984375,11
10250786,19000700000044,64.7392349243164,67.96207427978516,95.0934066772461,365718044672.0,102.67154693603516,14
10282280,22000000002368,16.30542755126953,52.197021484375,33.985984802246094,608250953728.0,142.06240844726562,33
10282280,23000000002347,15.968862533569336,52.44268798828125,34.18947219848633,563412926464.0,144.8594207763672,32
10329240,13000800000074,75.31877899169922,22.164073944091797,43.0445556640625,78263017472.0,37.758094787597656,12
10329240,14000100001890,75.43936920166016,22.26637077331543,43.04682922363281,72368406528.0,39.36871337890625,6
10329240,18000000003292,75.87042999267578,22.670644760131836,42.936187744140625,415984091136.0,97.26158905029297,24
10329240,19000400000269,76.06271362304688,22.814199447631836,42.81306076049805,460587466752.0,110.87762451171875,24
10396158,11000400001177,82.546875,95.96723175048828,47.653377532958984,63013580800.0,27.239809036254883,10
10396158,12000400001508,82.27661895751953,95.96605682373047,47.44117736816406,103434133504.0,36.101314544677734,10
10396158,19000400000147,79.48385620117188,95.86381530761719,45.85439682006836,596712161280.0,120.86722564697266,38
10396158,20000000002183,78.98313903808594,95.79560089111328,45.501731872558594,663463264256.0,132.27137756347656,40
10441837,11000200000779,98.78693389892578,37.644859313964844,9.692955017089844,130890481664.0,34.75508117675781,19
10441837,12000100001237,98.45616912841797,38.00020980834961,9.66989803314209,174411415552.0,42.96846389770508,33
10465290,11000200001594,28.64468002319336,19.112634658813477,9.383079528808594,109450420224.0,32.74508285522461,11
10465290,12000200000788,28.924802780151367,18.836711883544922,9.423633575439453,169888743424.0,42.594608306884766,16
10791967,13000200000882,12.113747596740723,41.410194396972656,83.40276336669922,188112830464.0,50.578670501708984,21
10791967,14000000003292,11.90112590789795,41.23050308227539,83.34872436523438,299232493568.0,63.187747955322266,17
10791967,14000000003292,11.90112590789795,41.23050308227539,83.34872436523438,299232493568.0,63.187747955322266,17
10791967,15000200000731,11.681243896484375,40.98152542114258,83.25890350341797,381063331840.0,73.23145294189453,20
10791967,16000000003090,11.414417266845703,40.70560073852539,83.11233520507812,415226560512.0,82.25215911865234,18
10791967,17000000003252,11.109175682067871,40.391746520996094,82.91987609863281,416908607488.0,89.67576599121094,21
10965880,12000200001469,47.65671920776367,19.02604866027832,31.45705795288086,132074700800.0,39.16682815551758,19
10965880,13000300000979,48.0649528503418,18.905391693115234,31.318077087402344,207911763968.0,52.29534149169922,14
11025588,11000200000524,11.759906768798828,51.577850341796875,42.54673767089844,58754015232.0,26.612314224243164,22
11025588,12000200000987,11.519102096557617,51.90946578979492,42.89315414428711,183394680832.0,43.694000244140625,16
11025588,12000200000987,11.519102096557617,51.90946578979492,42.89315414428711,183394680832.0,43.694000244140625,16
11025588,13000200001312,11.167877197265625,52.22605895996094,43.304168701171875,219485601792.0,53.24638366699219,13
16300531,15000000000168,18.8491153717041,81.36922454833984,37.3703727722168,3543715020800.0,154.00115966796875,199
16300531,16000000000078,18.57781219482422,80.88063049316406,37.87192153930664,4827216609280.0,186.33164978027344,347
16300531,18000000000033,18.125272750854492,80.52747344970703,38.725990295410156,16161904263168.0,329.4153747558594,814
16300531,19000000000036,17.477224349975586,80.17268371582031,39.71184539794922,21685329723392.0,400.36944580078125,809
16300531,21000000000041,16.840627670288086,79.6607894897461,41.03959274291992,20869898305536.0,439.74066162109375,842
16300531,22000000000046,16.326696395874023,79.47132873535156,41.602508544921875,22360369397760.0,472.3555908203125,754
16300531,23000000000047,15.888501167297363,79.22772216796875,42.346214294433594,21661713694720.0,488.9095764160156,708
16300531,24000000000057,15.222198486328125,78.81934356689453,43.350399017333984,20822420881408.0,509.42431640625,640
11501685,13000100000066,16.20457649230957,82.660400390625,39.71274948120117,471418994688.0,68.69989013671875,42
11501685,14000000001766,16.21122169494629,82.35099792480469,39.970272064208984,517874581504.0,75.865234375,29
11502825,11000700000874,16.949357986450195,88.53486633300781,39.58396911621094,58740301824.0,26.609981536865234,5
11502825,12000600001000,16.837501525878906,87.9833755493164,39.668975830078125,61268062208.0,30.319299697875977,6
11502825,24000000000021,12.447466850280762,79.22257232666016,41.98663330078125,40330413998080.0,635.0177001953125,1685
11502825,25000000002313,14.049795150756836,78.0201416015625,42.228477478027344,588529532928.0,160.8922576904297,18
11503868,23000000002825,14.37696361541748,80.17037200927734,40.722537994384766,451043753984.0,134.5070037841797,14
11503868,24000000000021,12.447466850280762,79.22257232666016,41.98663330078125,40330413998080.0,635.0177001953125,1685
5963334,18000000001778,10.619192123413086,84.68582153320312,36.981693267822266,521706078208.0,104.88878631591797,51
5963334,19000400000071,10.757708549499512,83.36416625976562,37.753639221191406,445273473024.0,109.633544921875,36
5958291,13000000000640,16.780353546142578,83.39178466796875,35.100120544433594,605342138368.0,74.67525482177734,82
5958291,14000000000500,16.615928649902344,83.04362487792969,35.297607421875,645527633920.0,81.64961242675781,141
17611275,16000000000299,46.963932037353516,87.33927917480469,10.590890884399414,2557754736640.0,150.77505493164062,140
17611275,17000000000367,47.30690002441406,87.3681869506836,10.782339096069336,2916975116288.0,171.5155792236328,133
17611275,21000000000262,48.64406967163086,87.3187484741211,11.515732765197754,5822628233216.0,287.3479919433594,248
17611275,22000000000252,48.96609878540039,87.24464416503906,11.683046340942383,5749820358656.0,300.3710021972656,273
19927838,12000000000065,46.83221435546875,84.02635192871094,10.119894981384277,3158342631424.0,112.83572387695312,143
19927838,13000000000089,47.100406646728516,84.10787200927734,10.264808654785156,3289302433792.0,131.2803955078125,197
19927838,23000000000116,48.904014587402344,85.44963836669922,11.342775344848633,13234154242048.0,414.8703918457031,460
19927838,24000000000078,49.14136505126953,85.80630493164062,11.551267623901367,12597516566528.0,430.84869384765625,776
13266439,17000000000281,24.488710403442383,29.76601219177246,87.27069091796875,3299467591680.0,178.70245361328125,140
13266439,18000000000207,24.643531799316406,29.728544235229492,87.1978759765625,3477284323328.0,197.38812255859375,212
13266439,21000000000202,25.40182876586914,29.588882446289062,87.16485595703125,7826036490240.0,317.1097717285156,283
13266439,22000000000208,25.565187454223633,29.571916580200195,87.12667083740234,7382753083392.0,326.4789123535156,283
13274319,11000100000378,26.972187042236328,29.862815856933594,90.35437774658203,214017179648.0,40.94633483886719,31
13274319,12000000001484,27.002384185791016,29.90509605407715,90.13037109375,382950637568.0,55.84901428222656,33
13274319,12000000001484,27.002384185791016,29.90509605407715,90.13037109375,382950637568.0,55.84901428222656,33
13274319,13000000000976,26.989044189453125,29.881542205810547,89.95001983642578,483140763648.0,69.26718139648438,38
13274319,15000000001174,26.93526268005371,29.965286254882812,89.69930267333984,900535418880.0,97.54830932617188,41
13274319,16000000001277,27.015039443969727,30.012386322021484,89.55490112304688,892579938304.0,106.1548080444336,28
20058967,12000000000141,26.723302841186523,25.9843807220459,86.7688217163086,2152787083264.0,99.3042221069336,59
20058967,13000000000216,26.63501739501953,26.169832229614258,86.97039031982422,2104769904640.0,113.12760162353516,75
20058967,21000000000219,26.393705368041992,27.55261993408203,87.84748077392578,7016835710976.0,305.7873229980469,229
20058967,22000000000229,26.41021156311035,27.79410743713379,87.83843994140625,6835219202048.0,318.20343017578125,191
20324216,11000000000026,79.10172271728516,21.077476501464844,29.573837280273438,2925926285312.0,97.90531921386719,113
20324216,12000000000041,78.88800048828125,20.928197860717773,29.756793975830078,3692045271040.0,118.8673095703125,157
20324216,12000000000041,78.88800048828125,20.928197860717773,29.756793975830078,3692045271040.0,118.8673095703125,157
20324216,13000000000085,78.59364318847656,20.95322036743164,29.870906829833984,3480172101632.0,133.77149963378906,195
20324216,20000000000093,76.83014678955078,21.753231048583984,30.500917434692383,11032930025472.0,337.6229248046875,405
20324216,21000000000107,76.61869812011719,21.895549774169922,30.499305725097656,11070091558912.0,355.97235107421875,357
20374369,15000000000043,56.95819854736328,92.64180755615234,45.009307861328125,7441938382848.0,197.2115936279297,298
20374369,16000000000061,57.15483856201172,92.3071517944336,44.863800048828125,9167681093632.0,230.7426300048828,304
14895218,12000000000143,6.892814636230469,38.04610824584961,48.20741653442383,1384012709888.0,85.70641326904297,129
14895218,13000000000195,6.992713928222656,38.217559814453125,48.48910140991211,2495885344768.0,119.73787689208984,112
14895218,20000000000073,7.8034892082214355,38.45351028442383,50.363155364990234,12049157455872.0,347.67474365234375,501
14895218,21000000000069,8.14957332611084,38.47098922729492,50.71647644042969,13037899612160.0,375.9260559082031,583
14910180,12000000000170,1.178053379058838,32.94248962402344,61.1384162902832,1704782462976.0,91.87478637695312,101
14910180,13000000000209,1.3420134782791138,33.17216491699219,61.01517868041992,2090145153024.0,112.86490631103516,131
14916079,12000000000014,7.662220478057861,33.72377395629883,59.59782409667969,5246280007680.0,133.6355743408203,262
14916079,13000000000019,7.708355903625488,33.85060119628906,59.26662063598633,7594629398528.0,173.5116729736328,360
14916079,22000000000028,7.91393518447876,34.44907760620117,57.55393600463867,35048992538624.0,548.7077026367188,1280
14916079,23000000000030,8.052861213684082,34.45642852783203,57.26434326171875,33455173795840.0,565.1411743164062,1112
10670173,19000300000346,74.64051818847656,78.26789855957031,41.45399475097656,296115863552.0,95.6948013305664,48
10670173,20000000001884,74.80509185791016,78.21150970458984,41.52571105957031,468339359744.0,117.7765121459961,48
10670173,22000000001696,75.6709976196289,77.8674545288086,41.63549041748047,522859347968.0,135.0787353515625,43
10670173,23000000001738,76.0956802368164,77.78711700439453,41.70061492919922,426089054208.0,131.98277282714844,34
10670173,23000000001738,76.0956802368164,77.78711700439453,41.70061492919922,426089054208.0,131.98277282714844,34
10670173,24000000001786,76.67790222167969,77.54227447509766,41.83930969238281,413879992320.0,137.99127197265625,31
21924775,15000000000029,79.59638977050781,78.90435028076172,42.604217529296875,8938007298048.0,209.635986328125,409
21924775,16000000000017,79.51113891601562,78.86272430419922,42.713348388671875,10670906015744.0,242.72691345214844,650
21924775,18000000000036,79.46900939941406,78.47957611083984,42.94520568847656,18308835311616.0,343.4057922363281,723
21924775,19000000000038,79.397216796875,78.45790100097656,43.0234489440918,19551892799488.0,386.78497314453125,827
10664749,17000000001935,78.41887664794922,75.32109832763672,32.937686920166016,697249890304.0,106.44115447998047,45
10664749,18000000000343,78.36914825439453,74.98539733886719,34.471004486083984,1932363038720.0,162.28492736816406,186
10668208,16000100001136,78.43717193603516,70.90084075927734,40.22477722167969,106624925696.0,52.28117752075195,7
10668208,17000100000926,78.73175811767578,71.388916015625,40.47352981567383,101328371712.0,55.9624137878418,4
10668208,19000400000344,79.5868911743164,72.67650604248047,41.009578704833984,551163199488.0,117.71307373046875,33
10668208,20000000002391,79.81532287597656,73.01921081542969,41.249755859375,672681361408.0,132.87806701660156,30
10668208,23000000001669,79.94562530517578,74.30319213867188,41.78441619873047,553654943744.0,144.02305603027344,59
10668208,24000000001863,79.87079620361328,75.02007293701172,42.106597900390625,443685404672.0,141.23342895507812,46
14978115,12000000000059,78.28925323486328,74.35008239746094,34.60805130004883,3247708307456.0,113.89473724365234,177
14978115,13000000000082,78.08155059814453,74.40943145751953,35.302284240722656,3680093077504.0,136.28810119628906,200
14978115,13000000000082,78.08155059814453,74.40943145751953,35.302284240722656,3680093077504.0,136.28810119628906,200
14978115,14000000000117,78.02850341796875,74.50648498535156,35.68821716308594,3674260897792.0,145.77723693847656,181
14978115,18000000000038,77.90987396240234,74.97669219970703,37.78310012817383,16669141368832.0,332.83282470703125,630
14978115,19000000000047,77.85302734375,75.11172485351562,38.434200286865234,16101624774656.0,362.5362854003906,636
15673373,11000000000145,70.99365234375,71.96004486083984,40.887271881103516,1258201808896.0,73.89991760253906,90
15673373,12000000000208,71.15946197509766,72.25764465332031,41.01787567138672,1688393744384.0,91.57898712158203,61
15673373,12000000000208,71.15946197509766,72.25764465332031,41.01787567138672,1688393744384.0,91.57898712158203,61
15673373,13000000000079,71.3799057006836,72.71250915527344,41.255802154541016,1702790037504.0,105.41143035888672,209
15673373,17000000000058,71.94636535644531,73.68795776367188,41.84416580200195,10525086842880.0,263.0597229003906,489
15673373,18000000000052,72.23429870605469,73.91889953613281,41.7807731628418,14546169233408.0,318.05126953125,491
15691064,18000000000346,74.18515014648438,80.13835144042969,48.47676086425781,3462152585216.0,197.1069793701172,125
15691064,19000000000211,74.66790008544922,79.88444519042969,47.906646728515625,3705789218816.0,222.17373657226562,217
15691064,23000000000140,75.65204620361328,79.13568878173828,46.11170959472656,10203380580352.0,380.40704345703125,359
15691064,24000000000089,76.01737976074219,78.93537139892578,45.533653259277344,8627294306304.0,379.7764587402344,718
15700111,18000000000554,81.18050384521484,72.35625457763672,43.90583801269531,2218444718080.0,169.93251037597656,107
15700111,19000100000129,81.19047546386719,72.671630859375,43.95956802368164,2058054402048.0,182.61952209472656,92
15705955,14000000000894,80.55525970458984,68.89875793457031,40.46303939819336,719762948096.0,84.66578674316406,80
15705955,15000000000883,80.55528259277344,69.14107513427734,40.601715087890625,900968873984.0,97.56159210205078,80
15705955,27000000000143,79.921142578125,75.69470977783203,43.2733039855957,4994136276992.0,348.7725524902344,469
15705955,28000000000004,78.16542053222656,77.17843627929688,42.56526184082031,196278629695488.0,1224.9200439453125,7606
10657105,11000400000791,72.33456420898438,70.94559478759766,32.23468017578125,40626110464.0,23.531600952148438,13
10657105,12000400000933,72.4773941040039,71.17339324951172,32.51310348510742,109173899264.0,36.75673294067383,10
10657105,17000000004444,73.58629608154297,72.34794616699219,34.427066802978516,300776128512.0,80.4271469116211,20
10657105,18000000003801,73.8443832397461,72.71150207519531,34.91556167602539,358551814144.0,92.56328582763672,19
11045622,11000900001274,49.883026123046875,39.77503204345703,93.21072387695312,33630873600.0,22.094924926757812,10
11045622,12000800000789,50.000816345214844,39.770233154296875,93.30945587158203,57904857088.0,29.754167556762695,8
11045622,18000000003241,50.94196319580078,39.75531768798828,93.59815979003906,456193048576.0,100.29822540283203,27
11045622,19000400000464,51.27185821533203,39.82115173339844,93.74047088623047,518267568128.0,115.32213592529297,36
11045622,19000400000464,51.27185821533203,39.82115173339844,93.74047088623047,518267568128.0,115.32213592529297,36
11045622,20000000002890,51.44755172729492,39.86471939086914,93.83883666992188,443294842880.0,115.63797760009766,28
11339147,19000700000074,68.61480712890625,50.01991653442383,38.579830169677734,354008498176.0,101.5624008178711,13
11339147,20000000004015,68.8293228149414,50.16059875488281,38.444950103759766,348971073536.0,106.77299499511719,12
19104572,12000000000006,9.647266387939453,56.5222053527832,58.38636016845703,7194898071552.0,148.47451782226562,399
19104572,13000000000011,9.267496109008789,56.727787017822266,58.0282096862793,8675775217664.0,181.38243103027344,405
12648879,12000000000572,13.519939422607422,57.6978759765625,61.819454193115234,779093016576.0,70.765869140625,49
12648879,13000000000680,12.850554466247559,57.8880500793457,61.51891326904297,984902926336.0,87.82814025878906,36
12648879,13000000000680,12.850554466247559,57.8880500793457,61.51891326904297,984902926336.0,87.82814025878906,36
12648879,14000000000718,12.496725082397461,57.99920654296875,61.32917785644531,1021945511936.0,95.15807342529297,49
12648879,24000000000285,7.01495885848999,58.98885726928711,57.1806526184082,4785922637824.0,312.05523681640625,207
12648879,25000000000279,6.44479513168335,59.0833854675293,56.609130859375,4840101511168.0,324.77191162109375,219
12654693,22000000001477,4.69151496887207,60.05434799194336,55.3945426940918,750712061952.0,152.3799591064453,57
12654693,23000000001413,4.702322006225586,60.16083526611328,55.182857513427734,734120640512.0,158.22288513183594,57
13720597,18000000001067,92.84749603271484,40.386817932128906,94.45563507080078,1251884138496.0,140.42552185058594,48
13720597,19000200000061,92.41095733642578,40.73057174682617,94.58601379394531,1249666400256.0,154.6476287841797,41
20770175,11000000000224,90.85424041748047,36.24906539916992,93.8779296875,659744161792.0,59.591373443603516,85
20770175,12000000000175,90.86902618408203,36.6530647277832,93.87806701660156,1271463542784.0,83.31744384765625,109
20770175,12000000000175,90.86902618408203,36.6530647277832,93.87806701660156,1271463542784.0,83.31744384765625,109
20770175,13000000000239,90.785400390625,37.33249282836914,93.88307189941406,2228309196800.0,115.29649353027344,91
20770175,18000000000149,90.46981048583984,39.20920181274414,94.05371856689453,6607497330688.0,244.49273681640625,237
20770175,19000000000167,90.30795288085938,39.74362564086914,94.11763763427734,7145586688000.0,276.52874755859375,219
13817836,12000100001261,62.413394927978516,71.66617584228516,31.858150482177734,214986473472.0,46.07380294799805,15
13817836,13000200000186,62.71220016479492,71.73756408691406,32.17045211791992,303977365504.0,59.35329055786133,15
14449267,19000000000200,66.2956771850586,71.37165069580078,34.41181564331055,5984261505024.0,260.6585998535156,333
14449267,20000000000218,66.51321411132812,71.51834106445312,34.69709396362305,6091772526592.0,276.9802551269531,296
14582104,24000000000214,84.46078491210938,64.87040710449219,73.98836517333984,5660618522624.0,330.0003967285156,339
14582104,25000000000195,84.11122131347656,64.7861328125,73.8411865234375,9277925228544.0,403.4280090332031,382
10663958,12000400000232,75.20471954345703,69.51378631591797,39.86827850341797,105751527424.0,36.368927001953125,12
10663958,13000400001220,75.61285400390625,69.86763000488281,40.0313720703125,142702198784.0,46.1279411315918,12
10663958,18000000003643,77.10293579101562,71.57506561279297,40.76475524902344,357082103808.0,92.43754577636719,23
10663958,19000500000446,77.58090209960938,72.22579956054688,40.972625732421875,428715638784.0,108.25586700439453,22
10644456,11000100000173,78.93231201171875,67.8450698852539,35.379032135009766,259143516160.0,43.64301300048828,20
10644456,12000100000268,79.05745697021484,68.155029296875,35.81553268432617,357752471552.0,54.596656799316406,21
10645724,12000000000530,78.88927459716797,78.15386199951172,38.53830337524414,551302004736.0,63.06016540527344,53
10645724,13000000000512,78.94513702392578,78.23989868164062,38.911251068115234,1194876993536.0,93.6701431274414,67
10645724,13000000000512,78.94513702392578,78.23989868164062,38.911251068115234,1194876993536.0,93.6701431274414,67
10645724,14000000000541,78.94770812988281,78.2149887084961,39.12173080444336,1287029915648.0,102.76221466064453,86
10645724,21000000000024,79.34949493408203,78.32418823242188,43.130001068115234,25634134818816.0,470.9389953613281,1439
10645724,22000000000016,79.25911712646484,78.28797912597656,43.20258331298828,38925729005568.0,568.2323608398438,1934
10649315,11000200000832,70.87468719482422,78.74688720703125,46.67672348022461,157165043712.0,36.94144821166992,14
10649315,12000200000823,71.13614654541016,78.8505630493164,46.72854995727539,190203756544.0,44.2287712097168,10
10649315,18000000001023,72.74259185791016,79.43465423583984,46.48768615722656,1267241844736.0,140.9986572265625,59
10649315,19000200000101,73.35530090332031,79.42205047607422,46.385276794433594,1152093257728.0,150.5123748779297,38
10653918,16000000001464,72.6654052734375,76.64256286621094,48.86814880371094,841857236992.0,104.1049575805664,49
10653918,17000000001417,72.9527816772461,76.75044250488281,48.66043472290039,899487825920.0,115.87630462646484,51
10655575,11000400000874,68.92597198486328,79.52901458740234,44.84733581542969,99139715072.0,31.681072235107422,8
