GalaxyID,NSF_Mass,R_halfmass30,R_halfmass100,SubHaloGalaxyID
13741802,22686247000.0,2.686031852876729,2.9036909209776907,13741802
13741801,21881400000.0,2.9871147666919473,3.0614232300995097,13741801
14132561,29920838000.0,2.4143406378563057,3.2679585858640094,14132561
14132560,41068170000.0,4.019889242649803,4.787253641421084,14132560
14240988,66906020000.0,3.1554807637889466,4.442907244285222,14240988
14240987,88971985000.0,5.618807843796669,6.846466435306612,14240987
14240986,167309340000.0,4.015402413024917,5.238407463296103,14240986
14240985,233712760000.0,3.5454425008828085,4.324605589826094,14240985
14240985,233712760000.0,3.5454425008828085,4.324605589826094,14240985
14240984,271158890000.0,4.876350219773082,6.08409696983423,14240984
14240980,640847100000.0,5.564888154618301,6.930548853006967,14240980
14240979,782029950000.0,6.750794249520937,9.707761225247994,14240979
14338957,9546958000.0,4.896312296735306,5.05568910861701,14338957
14338956,6605930000.0,5.70700008201669,5.70700008201669,14338956
14338956,6605930000.0,5.70700008201669,5.70700008201669,14338956
14338955,25154111000.0,3.333393326404918,3.6572291982392064,14338955
14338952,62421852000.0,2.112624138693864,2.498765192492155,14338952
14338951,105304280000.0,2.89918294224519,3.288999088964568,14338951
14338948,354476800000.0,4.863248938733623,7.467336741461294,14338948
14338947,485161340000.0,4.260815237804229,6.008193308568715,14338947
14338946,675192960000.0,5.255383632790846,8.468656381600749,14338946
14338945,661527800000.0,7.435612306144074,10.719287803238661,14338945
15134544,97800220000.0,2.7777857499416987,3.0746744204300005,15134544
15134543,110741020000.0,2.8609592572514924,3.4463031475751964,15134543
15134541,153636810000.0,3.8568713361883105,4.922312264951466,15134541
15134540,167497470000.0,4.724024408583554,5.770966470286769,15134540
15151472,25368717000.0,2.135755066506551,2.2186321251328143,15151472
15151471,41140605000.0,0.4176933117950642,0.4440710180430642,15151471
15151463,179423940000.0,6.763899050319981,10.05170033132361,15151463
15151462,163608050000.0,6.579774855560996,8.491103682204152,15151462
10321702,6085949400.0,3.364713825791727,3.364713825791727,10321702
10321701,8014894600.0,3.285328710102955,3.321545274678022,10321701
10372967,6699798500.0,3.965828627427508,4.124924962182872,10372967
10372966,8032918000.0,3.778734984238632,3.8814582160163065,10372966
10500694,21785938000.0,3.636663766472868,3.7368692817732647,10500694
10500693,19950442000.0,3.68503674589575,3.797633612236397,10500693
10517561,20328083000.0,4.0718361374975975,4.513088590987128,10517561
10517560,19618322000.0,3.73919359765125,3.9154730585243556,10517560
10249261,4469159400.0,2.7545889534563988,2.8196128112565217,10249261
10249260,5193297400.0,3.0654866616932024,3.1632041025980673,10249260
10249256,23743875000.0,5.548992882457166,5.727198910572443,10249256
10249255,20706966000.0,4.74128016180836,4.92475211267015,10249255
10249251,21250417000.0,4.5077534580162455,4.639806867929334,10249251
10249250,21903070000.0,4.722249702654454,4.883186556678419,10249250
10284443,12810682000.0,6.510627230281568,6.636723617590583,10284443
10284442,12910179000.0,5.4307270874671225,5.64667335915365,10284442
10297087,6503846400.0,2.3527010867021514,2.3544807426241117,10297087
10297086,10155286000.0,3.1007935147601433,3.14319346328598,10297086
11013286,13746888000.0,3.91184548880393,3.9906113084575483,11013286
11013285,16563211000.0,3.4770446374005464,3.604012182608703,11013285
12159177,8099568600.0,2.7670461642465516,2.7670461642465516,12159177
12159176,34876297000.0,4.008720500308216,4.347602778846669,12159176
12159176,34876297000.0,4.008720500308216,4.347602778846669,12159176
12159175,46378398000.0,3.1573046285721653,3.2828393493508066,12159175
12159172,188673600000.0,2.883953951419327,3.7746842372336813,12159172
12159171,182354330000.0,4.571049935167801,5.650673876849191,12159171
12159171,182354330000.0,4.571049935167801,5.650673876849191,12159171
12159170,172873170000.0,4.226583105675305,5.506506458133791,12159170
12165840,15124505000.0,2.9942205375985904,3.17256132972056,12165840
12165839,21077344000.0,3.1406827820007743,3.24396268586965,12165839
18758786,74575180000.0,2.003950916662725,2.791240852375784,18758786
18758785,92990290000.0,1.2216568827092873,1.2899566776984905,18758785
18758780,229204180000.0,0.9864794107139337,1.0236155025543725,18758780
18758779,392316400000.0,1.5640562547606311,2.0580281835501197,18758779
18758773,2141701700000.0,3.2782254500187844,4.969304476278513,18758773
18758772,3988086300000.0,6.393135799944655,9.786842807153109,18758772
13151898,34370010000.0,4.068148342080739,4.620485427369856,13151898
13151897,28467436000.0,5.076579667240226,5.592697701982222,13151897
13156718,12160928000.0,2.3597035307170455,2.40678508102383,13156718
13156717,16308852000.0,2.385971642072336,2.431796806480193,13156717
19701426,78453430000.0,1.0694463333777102,1.2026701098374875,19701426
19701425,112469975000.0,0.7256525819726936,0.7575197374894355,19701425
19701422,188605140000.0,1.042091068805833,1.3365760559852167,19701422
19701421,219089420000.0,1.5593544247066389,2.2880539114877214,19701421
19701414,10595428000000.0,3.6637032426859166,32.51682326552351,19701414
19701413,2513787000.0,3.1988413631686305,3.2716595901038286,19701413
19701413,2513787000.0,3.1988413631686305,3.2716595901038286,19701413
19701412,11659208000000.0,5.893328957530776,14.567547678100274,19701412
19701410,13063578000000.0,6.63855550299554,23.609555868445476,19701410
19701409,14196099000000.0,8.571958491569497,23.43721492370211,19701409
11444564,30946802000.0,4.054276631377935,4.378045636867004,11444564
11444563,29862509000.0,3.708885622954898,3.917766175048745,11444563
14815359,95702880000.0,2.925350106945878,3.373516290068102,14815359
14815358,84707740000.0,3.1726522459877535,3.626508115099126,14815358
14815349,722865400000.0,6.324124511723448,7.523336341352143,14815349
14815348,772903100000.0,6.8418124120979185,8.595581023536692,14815348
15056765,86221720000.0,5.134718140465433,5.752537951862504,15056765
15056764,118260600000.0,4.490669218555699,5.183676843599853,15056764
2045979,580011840.0,2.3249171546176064,2.3249171546176064,2045979
2045978,16961011000.0,6.442775720103653,6.838783136460873,2045978
8295070,57620447000.0,5.378587737239269,5.820214957926573,8295070
8295069,74067984000.0,2.814058796970847,3.3682004406834705,8295069
15656334,21794560000.0,1.3046913302839296,1.311563796888802,15656334
15656333,34688180000.0,1.2452306768025931,1.2630800907631963,15656333
15656328,150633510000.0,3.141515662443816,3.265829175441488,15656328
15656327,176387590000.0,2.9580503714553346,3.122441670158852,15656327
15854832,18366194000.0,3.4710982460481294,3.4890728607762167,15854832
15854831,30626574000.0,5.011324796244224,5.1341896168559265,15854831
16005114,29798308000.0,3.6075954292623313,4.195035030853967,16005114
16005113,52956262000.0,2.9716813879070507,3.181477274440176,16005113
16005111,54004187000.0,4.083950621465941,4.3867002516041165,16005111
16005110,65324253000.0,4.391273516264179,4.639755365814335,16005110
16005100,90409070000.0,5.5659048609527,6.458955186963113,16005100
16005099,107431950000.0,6.45733624056783,7.401146662046569,16005099
16085027,101122760000.0,2.6839556587836233,2.8139906550853335,16085027
16085026,138082220000.0,3.2239587351921952,3.7725465890621086,16085026
16210134,31512248000.0,4.656732247661062,5.785451551458971,16210134
16210133,42212704000.0,3.0742092237546235,3.3612210816313977,16210133
16210131,62303515000.0,2.857284357676027,2.9993419427870993,16210131
16210130,69386530000.0,2.229228455384214,2.394407583183169,16210130
16210123,339734760000.0,5.797992540117365,7.715306997090616,16210123
16210122,349138160000.0,6.190329063137243,8.056847615992982,16210122
20391004,520936330000.0,4.752170133010378,5.620633248764091,20391004
